Ticker,BTC-EUR,BTC-EUR,BTC-EUR,BTC-EUR,BTC-EUR,BTC-EUR,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-GBP,BTC-GBP,BTC-GBP,BTC-GBP,BTC-GBP,BTC-GBP
Price,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
Datetime,,,,,,,,,,,,,,,,,,
2024-12-13 00:40:00+00:00,95713.078125,95755.25,95713.078125,95747.4453125,95747.4453125,0,100259.4375,100310.65625,100259.4375,100310.65625,100310.65625,0,79081.7421875,79118.7265625,79081.7421875,79114.0078125,79114.0078125,0
2024-12-13 00:45:00+00:00,95783.984375,95783.984375,95660.609375,95697.125,95697.125,0,100308.3671875,100330.3515625,100201.125,100221.3203125,100221.3203125,0,79149.515625,79149.515625,79047.5625,79077.625,79077.625,0
2024-12-13 00:50:00+00:00,95584.6015625,95606.546875,95556.2265625,95596.4296875,95596.4296875,0,100114.0625,100170.7265625,100096.609375,100170.7265625,100170.7265625,0,78991.296875,79030.5,78976.625,79030.5,79030.5,0
2024-12-13 00:55:00+00:00,95594.5703125,95594.5703125,95509.3515625,95531.171875,95531.171875,0,100169.7265625,100169.7265625,100088.0859375,100088.0859375,100088.0859375,0,79031.5078125,79031.5078125,78966.796875,78973.6484375,78973.6484375,0
2024-12-13 01:00:00+00:00,95465.5546875,95465.5546875,95414.28125,95414.28125,95414.28125,0,100108.953125,100108.953125,99970.1171875,99970.1171875,99970.1171875,0,78915.984375,78915.984375,78869.7265625,78869.7265625,78869.7265625,0
2024-12-13 01:05:00+00:00,95409.8515625,95557.703125,95409.8515625,95434.1015625,95434.1015625,0,99966.5234375,100118.3984375,99966.5234375,99989.109375,99989.109375,0,78870.1875,78982.3046875,78870.1875,78879.2109375,78879.2109375,0
2024-12-13 01:10:00+00:00,95451.7109375,95569.15625,95451.7109375,95539.28125,95539.28125,688128,100001.5859375,100116.234375,100001.5859375,100116.234375,100116.234375,0,78894.3515625,78982.5,78894.3515625,78961.3984375,78961.3984375,0
2024-12-13 01:15:00+00:00,95472.9609375,95472.9609375,95328.5546875,95328.5546875,95328.5546875,0,100081.375,100081.375,99885.4375,99885.4375,99885.4375,14213120,78906.6640625,78906.6640625,78785.7265625,78785.7265625,78785.7265625,0
2024-12-13 01:20:00+00:00,95294.4296875,95301.71875,95222.6484375,95222.6484375,95222.6484375,18399232,99839.6015625,99839.6015625,99721.8984375,99721.8984375,99721.8984375,0,78759.9765625,78762.375,78705.5078125,78705.5078125,78705.5078125,20426752
2024-12-13 01:25:00+00:00,95224.28125,95232.7109375,95186.46875,95186.46875,95186.46875,21536768,99716.9296875,99716.9296875,99639.2421875,99639.2421875,99639.2421875,0,78705.4765625,78705.4765625,78661.3984375,78661.3984375,78661.3984375,7651328
2024-12-13 01:30:00+00:00,95163.9921875,95269.1796875,95163.9921875,95269.1796875,95269.1796875,15654912,99611.0234375,99650.09375,99611.0234375,99650.09375,99650.09375,0,78643.203125,78715.5234375,78643.203125,78715.5234375,78715.5234375,2777088
2024-12-13 01:35:00+00:00,95254.1328125,95254.1328125,95094.3984375,95094.3984375,95094.3984375,0,99689.6171875,99689.6171875,99528.2890625,99528.2890625,99528.2890625,20021248,78702.6640625,78702.6640625,78574.1953125,78574.1953125,78574.1953125,0
2024-12-13 01:40:00+00:00,95095.78125,95110.484375,95082.1796875,95104.046875,95104.046875,0,99523.7890625,99546.46875,99523.7890625,99532.890625,99532.890625,12935168,78571.84375,78589.3515625,78562.2109375,78585.21875,78585.21875,0
2024-12-13 01:45:00+00:00,95114.203125,95149.9609375,95044.3125,95044.3125,95044.3125,0,99559.015625,99593.0,99545.078125,99593.0,99593.0,0,78591.1875,78619.109375,78536.703125,78536.703125,78536.703125,0
2024-12-13 01:50:00+00:00,94972.7734375,94972.7734375,94807.5078125,94889.546875,94889.546875,38780928,99476.3828125,99476.3828125,99237.8828125,99328.3359375,99328.3359375,45211648,78468.4375,78468.4375,78333.625,78409.4921875,78409.4921875,32526336
2024-12-13 01:55:00+00:00,94979.6796875,95006.6484375,94912.9921875,94912.9921875,94912.9921875,125480960,99413.6328125,99425.9296875,99409.5703125,99409.5703125,99409.5703125,105725952,78481.09375,78494.78125,78424.84375,78424.84375,78424.84375,100802560
2024-12-13 02:00:00+00:00,94920.9375,95045.7265625,94915.6796875,95045.7265625,95045.7265625,0,99337.5859375,99459.4375,99326.265625,99441.9609375,99441.9609375,0,78426.234375,78535.9609375,78426.234375,78535.9609375,78535.9609375,0
2024-12-13 02:05:00+00:00,95022.859375,95086.3828125,95022.859375,95086.3828125,95086.3828125,75227136,99483.7421875,99489.8046875,99440.3203125,99489.8046875,99489.8046875,62029824,78515.09375,78560.53125,78510.21875,78560.53125,78560.53125,55705600
2024-12-13 02:10:00+00:00,95087.1796875,95087.1796875,94920.375,94940.390625,94940.390625,20066304,99459.53125,99459.53125,99324.9375,99349.5234375,99349.5234375,29941760,78548.6953125,78548.6953125,78425.0859375,78437.34375,78437.34375,14733312
2024-12-13 02:15:00+00:00,94951.4296875,94992.703125,94940.328125,94973.421875,94973.421875,34377728,99361.3828125,99394.203125,99334.90625,99394.203125,99394.203125,32940032,78447.703125,78479.6015625,78436.328125,78469.6640625,78469.6640625,32010240
2024-12-13 02:20:00+00:00,94977.5234375,95021.6640625,94940.5625,95021.6640625,95021.6640625,88150016,99351.9921875,99437.484375,99351.9921875,99437.484375,99437.484375,97370112,78468.2421875,78501.3203125,78437.40625,78501.3203125,78501.3203125,66945024
2024-12-13 02:25:00+00:00,95023.15625,95027.1875,94991.375,94991.375,94991.375,63385600,99442.1171875,99442.1171875,99392.0,99392.0,99392.0,67870720,78502.4140625,78502.4140625,78470.453125,78477.96875,78477.96875,53567488
2024-12-13 02:30:00+00:00,94978.3984375,94984.0703125,94889.09375,94889.09375,94889.09375,104828928,99377.5546875,99377.5546875,99295.5078125,99295.5078125,99295.5078125,62251008,78466.5078125,78472.4921875,78387.4609375,78387.4609375,78387.4609375,82276352
2024-12-13 02:35:00+00:00,94979.5859375,95180.2109375,94979.5859375,95180.2109375,95180.2109375,70012928,99277.6640625,99613.5078125,99277.6640625,99613.5078125,99613.5078125,126451712,78483.5234375,78632.2109375,78474.2734375,78632.2109375,78632.2109375,60903424
2024-12-13 02:40:00+00:00,95146.1953125,95152.765625,95087.359375,95152.765625,95152.765625,139862016,99583.5390625,99583.5390625,99516.6484375,99574.46875,99574.46875,138936320,78607.4609375,78609.9609375,78558.140625,78609.9609375,78609.9609375,115847168
2024-12-13 02:45:00+00:00,95201.6953125,95201.6953125,95149.09375,95157.453125,95157.453125,90308608,99623.171875,99623.171875,99574.4765625,99599.6953125,99599.6953125,90185728,78647.8125,78649.703125,78610.265625,78616.3046875,78616.3046875,76390400
2024-12-13 02:50:00+00:00,95196.09375,95196.09375,95089.6953125,95098.34375,95098.34375,19021824,99506.59375,99506.59375,99481.953125,99491.4921875,99491.4921875,4431872,78649.09375,78649.09375,78557.765625,78557.765625,78557.765625,8708096
2024-12-13 02:55:00+00:00,95106.6015625,95107.5234375,95029.84375,95107.5234375,95107.5234375,0,99449.765625,99449.765625,99415.25,99432.7421875,99432.7421875,0,78565.2421875,78569.3125,78504.4453125,78569.3125,78569.3125,0
2024-12-13 03:00:00+00:00,95098.7734375,95283.875,95098.7734375,95283.875,95283.875,0,99489.9609375,99688.828125,99489.9609375,99688.828125,99688.828125,0,78548.8125,78718.8828125,78548.8125,78718.8828125,78718.8828125,0
2024-12-13 03:05:00+00:00,95285.8984375,95324.8203125,95280.4140625,95324.8203125,95324.8203125,0,99684.265625,99728.7265625,99684.265625,99723.6328125,99723.6328125,0,78722.953125,78759.2265625,78717.7734375,78759.2265625,78759.2265625,0
2024-12-13 03:10:00+00:00,95322.625,95332.4140625,95318.5546875,95326.46875,95326.46875,0,99713.0078125,99734.53125,99713.0078125,99734.53125,99734.53125,0,78755.0390625,78767.0078125,78753.53125,78760.859375,78760.859375,0
2024-12-13 03:15:00+00:00,95242.296875,95279.1953125,95242.296875,95279.1953125,95279.1953125,0,99646.78125,99701.7734375,99646.78125,99701.7734375,99701.7734375,0,78694.3515625,78727.375,78694.3515625,78727.375,78727.375,0
2024-12-13 03:20:00+00:00,95278.3046875,95278.3046875,95217.4375,95256.8125,95256.8125,0,99658.171875,99667.0859375,99629.015625,99667.0859375,99667.0859375,0,78729.1015625,78729.1015625,78685.0,78712.9765625,78712.9765625,0
2024-12-13 03:25:00+00:00,95253.625,95263.484375,95227.1953125,95241.234375,95241.234375,0,99639.421875,99668.4296875,99622.03125,99622.03125,99622.03125,0,78711.6796875,78717.625,78689.8359375,78699.2421875,78699.2421875,0
2024-12-13 03:30:00+00:00,95221.328125,95221.328125,95181.609375,95206.828125,95206.828125,0,99587.6640625,99619.6796875,99587.6640625,99616.3671875,99616.3671875,0,78679.2890625,78679.2890625,78650.8515625,78673.6484375,78673.6484375,0
2024-12-13 03:35:00+00:00,95204.15625,95264.515625,95204.15625,95264.515625,95264.515625,0,99626.40625,99690.890625,99626.40625,99690.890625,99690.890625,0,78667.2421875,78710.046875,78666.5078125,78710.046875,78710.046875,0
2024-12-13 03:40:00+00:00,95271.25,95304.6796875,95271.25,95290.5625,95290.5625,0,99701.796875,99730.3125,99701.796875,99720.0546875,99720.0546875,0,78717.2578125,78743.96875,78717.2578125,78735.1015625,78735.1015625,0
2024-12-13 03:45:00+00:00,95293.953125,95325.1484375,95214.2890625,95325.1484375,95325.1484375,0,99716.0625,99784.609375,99632.28125,99784.609375,99784.609375,0,78732.90625,78759.1484375,78667.7578125,78759.1484375,78759.1484375,0
2024-12-13 03:50:00+00:00,95362.15625,95383.3046875,95354.4921875,95370.3203125,95370.3203125,0,99800.0546875,99800.0546875,99774.5,99776.5859375,99776.5859375,0,78790.53125,78806.7109375,78790.53125,78802.5234375,78802.5234375,0
2024-12-13 03:55:00+00:00,95369.75,95386.96875,95361.0546875,95361.0546875,95361.0546875,0,99784.2578125,99784.2578125,99761.953125,99761.953125,99761.953125,0,78797.5625,78810.6015625,78794.6796875,78794.6796875,78794.6796875,0
2024-12-13 04:00:00+00:00,95361.9453125,95381.9140625,95334.21875,95334.21875,95334.21875,0,99751.40625,99764.8828125,99725.7421875,99735.7109375,99735.7109375,0,78783.265625,78802.6875,78759.90625,78759.90625,78759.90625,0
2024-12-13 04:05:00+00:00,95342.3515625,95350.0078125,95314.1640625,95344.421875,95344.421875,0,99743.71875,99743.71875,99709.875,99736.9296875,99736.9296875,0,78772.359375,78778.6875,78754.046875,78775.5234375,78775.5234375,0
2024-12-13 04:10:00+00:00,95342.625,95443.1015625,95342.625,95443.1015625,95443.1015625,0,99765.1015625,99832.5390625,99765.1015625,99832.5390625,99832.5390625,0,78771.53125,78858.0234375,78771.53125,78858.0234375,78858.0234375,0
2024-12-13 04:15:00+00:00,95448.1953125,95463.3515625,95440.78125,95440.78125,95440.78125,0,99833.8984375,99833.8984375,99799.1015625,99799.1015625,99799.1015625,0,78859.3984375,78866.90625,78845.84375,78845.84375,78845.84375,0
2024-12-13 04:20:00+00:00,95432.1953125,95432.1953125,95367.8671875,95373.3125,95373.3125,0,99750.5,99772.296875,99747.2265625,99747.2265625,99747.2265625,0,78842.1875,78842.1875,78791.5234375,78792.53125,78792.53125,0
2024-12-13 04:25:00+00:00,95367.921875,95466.703125,95367.921875,95466.703125,95466.703125,0,99796.25,99842.2890625,99796.25,99842.2890625,99842.2890625,0,78789.734375,78872.4140625,78789.734375,78872.4140625,78872.4140625,0
2024-12-13 04:30:00+00:00,95495.125,95503.40625,95461.5703125,95503.40625,95503.40625,0,99868.5703125,99888.515625,99844.2265625,99869.78125,99869.78125,0,78896.7734375,78909.03125,78875.546875,78909.03125,78909.03125,0
2024-12-13 04:35:00+00:00,95480.5078125,95577.5546875,95480.5078125,95562.0703125,95562.0703125,27918336,99934.0703125,99996.078125,99934.0703125,99996.078125,99996.078125,37314560,78895.1328125,78976.203125,78895.1328125,78963.4140625,78963.4140625,27168768
2024-12-13 04:40:00+00:00,95517.8828125,95547.890625,95517.8828125,95524.5546875,95524.5546875,49782784,99979.8828125,99979.8828125,99940.4453125,99967.65625,99967.65625,49823744,78931.5703125,78953.65625,78931.5703125,78936.8046875,78936.8046875,44183552
2024-12-13 04:45:00+00:00,95532.453125,95547.1484375,95502.9140625,95547.1484375,95547.1484375,0,99941.265625,99965.109375,99917.046875,99965.109375,99965.109375,0,78939.40625,78952.9453125,78917.1875,78952.9453125,78952.9453125,0
2024-12-13 04:50:00+00:00,95588.796875,95626.0234375,95567.7734375,95626.0234375,95626.0234375,0,100012.453125,100052.859375,99990.765625,100052.859375,100052.859375,0,78986.734375,78998.0390625,78968.0078125,78998.0390625,78998.0390625,0
2024-12-13 04:55:00+00:00,95630.0234375,95630.0234375,95568.71875,95591.84375,95591.84375,0,100007.8671875,100022.4375,100003.046875,100022.4375,100022.4375,0,79008.2421875,79008.2421875,78960.203125,78983.6171875,78983.6171875,0
2024-12-13 05:00:00+00:00,95580.953125,95659.7890625,95580.953125,95659.7890625,95659.7890625,0,100013.03125,100096.8828125,100013.03125,100096.8828125,100096.8828125,0,78975.4921875,79036.09375,78975.4921875,79036.09375,79036.09375,0
2024-12-13 05:05:00+00:00,95682.5625,95682.5625,95595.171875,95639.7578125,95639.7578125,0,100119.5546875,100119.5546875,100032.4140625,100083.46875,100083.46875,0,79059.7109375,79059.7109375,78991.09375,79035.3125,79035.3125,0
2024-12-13 05:10:00+00:00,95653.46875,95717.0078125,95653.46875,95710.484375,95710.484375,9527296,100113.171875,100132.4453125,100113.171875,100127.6171875,100127.6171875,0,79035.7109375,79094.21875,79035.7109375,79084.09375,79084.09375,1216512
2024-12-13 05:15:00+00:00,95688.78125,95713.65625,95688.78125,95713.65625,95713.65625,0,100105.75,100133.8671875,100105.75,100120.7265625,100120.7265625,0,79066.828125,79092.734375,79066.828125,79092.734375,79092.734375,0
2024-12-13 05:20:00+00:00,95704.0,95723.53125,95660.8671875,95660.8671875,95660.8671875,0,100126.171875,100136.7578125,100076.65625,100076.65625,100076.65625,0,79088.0625,79110.5390625,79053.25,79053.25,79053.25,0
2024-12-13 05:25:00+00:00,95655.8671875,95655.8671875,95524.5625,95524.5625,95524.5625,0,99963.2734375,99970.1484375,99952.140625,99970.1484375,99970.1484375,0,79051.6484375,79051.6484375,78950.9921875,78950.9921875,78950.9921875,0
2024-12-13 05:30:00+00:00,95559.765625,95568.0,95544.1328125,95563.2109375,95563.2109375,0,99975.5234375,99978.25,99965.921875,99973.7578125,99973.7578125,0,78970.71875,78977.0625,78963.1875,78974.1171875,78974.1171875,0
2024-12-13 05:35:00+00:00,95552.21875,95552.21875,95535.6484375,95544.953125,95544.953125,0,99965.328125,99972.2265625,99965.328125,99972.2265625,99972.2265625,0,78965.7734375,78965.7734375,78953.3203125,78954.265625,78954.265625,0
2024-12-13 05:40:00+00:00,95565.4609375,95590.2421875,95527.7734375,95527.7734375,95527.7734375,0,99998.703125,100024.6328125,99952.578125,99952.578125,99952.578125,0,78969.4765625,78989.953125,78935.546875,78935.546875,78935.546875,0
2024-12-13 05:45:00+00:00,95511.0859375,95565.765625,95498.5234375,95565.765625,95565.765625,0,99932.5,99988.5546875,99918.2109375,99988.5546875,99988.5546875,0,78923.4921875,78969.4609375,78914.3984375,78969.4609375,78969.4609375,0
2024-12-13 05:50:00+00:00,95536.8203125,95536.8203125,95513.078125,95521.1484375,95521.1484375,0,99960.3671875,99973.1875,99940.3984375,99973.1875,99973.1875,0,78945.6953125,78945.6953125,78924.203125,78927.9296875,78927.9296875,0
2024-12-13 05:55:00+00:00,95549.375,95549.4140625,95512.0078125,95517.3671875,95517.3671875,0,99973.234375,99973.234375,99952.453125,99952.453125,99952.453125,25522176,78950.921875,78950.9609375,78926.796875,78932.3515625,78932.3515625,0
2024-12-13 06:00:00+00:00,95471.75,95522.7734375,95471.75,95508.2421875,95508.2421875,0,99914.34375,99965.640625,99914.34375,99944.0546875,99944.0546875,0,78895.4609375,78932.2734375,78891.3671875,78922.5234375,78922.5234375,0
2024-12-13 06:05:00+00:00,95523.671875,95572.6796875,95521.90625,95572.6796875,95572.6796875,0,99960.8359375,100014.4296875,99960.8359375,100001.546875,100001.546875,0,78939.5703125,78983.1953125,78939.5703125,78982.921875,78982.921875,0
2024-12-13 06:10:00+00:00,95572.3828125,95619.21875,95552.8984375,95619.21875,95619.21875,0,99979.484375,100026.796875,99979.484375,100026.796875,100026.796875,0,78990.125,79016.7734375,78975.8984375,79016.7734375,79016.7734375,0
2024-12-13 06:15:00+00:00,95615.9296875,95615.9296875,95550.453125,95550.453125,95550.453125,0,100024.7265625,100024.7265625,99963.9609375,99978.71875,99978.71875,0,79016.4296875,79016.4296875,78961.4296875,78961.4296875,78961.4296875,0
2024-12-13 06:20:00+00:00,95579.15625,95617.3671875,95579.15625,95617.3671875,95617.3671875,0,99992.6875,100009.1875,99992.6875,100006.03125,100006.03125,0,78984.2890625,79018.0625,78984.2890625,79018.0625,79018.0625,0
2024-12-13 06:25:00+00:00,95631.3671875,95652.7421875,95631.3671875,95634.1328125,95634.1328125,0,100016.234375,100031.5234375,100016.234375,100025.6640625,100025.6640625,0,79025.5625,79043.2109375,79025.171875,79025.171875,79025.171875,0
2024-12-13 06:30:00+00:00,95631.1171875,95700.421875,95631.1171875,95696.8125,95696.8125,0,100036.5234375,100100.2265625,100036.5234375,100078.6875,100078.6875,0,79019.6484375,79077.7734375,79019.6484375,79071.265625,79071.265625,0
2024-12-13 06:35:00+00:00,95674.421875,95674.421875,95505.765625,95505.765625,95505.765625,18010112,99998.1796875,99998.1796875,99908.640625,99908.640625,99908.640625,11014144,79058.5625,79058.5625,78929.4296875,78929.4296875,78929.4296875,25743360
2024-12-13 06:40:00+00:00,95454.921875,95471.71875,95429.265625,95429.265625,95429.265625,0,99866.421875,99891.7265625,99832.890625,99832.890625,99832.890625,0,78882.1875,78904.6796875,78861.296875,78861.296875,78861.296875,0
2024-12-13 06:45:00+00:00,95533.109375,95533.109375,95502.2265625,95502.2265625,95502.2265625,0,99936.9296875,99936.9296875,99914.078125,99918.4296875,99918.4296875,26447872,78947.4765625,78947.4765625,78921.03125,78923.1640625,78923.1640625,0
2024-12-13 06:50:00+00:00,95498.6796875,95505.1328125,95473.625,95473.625,95473.625,0,99915.390625,99932.0234375,99901.25,99901.25,99901.25,0,78922.8203125,78926.515625,78900.8125,78900.8125,78900.8125,0
2024-12-13 06:55:00+00:00,95474.7265625,95474.7265625,95352.828125,95352.828125,95352.828125,28057600,99834.921875,99834.921875,99790.71875,99790.71875,99790.71875,40140800,78897.2109375,78897.2109375,78797.4453125,78797.4453125,78797.4453125,20787200
2024-12-13 07:00:00+00:00,95286.703125,95330.2890625,95286.703125,95287.9453125,95287.9453125,0,99724.96875,99724.96875,99639.296875,99639.296875,99639.296875,0,78746.421875,78931.015625,78746.421875,78878.96875,78878.96875,83656704
2024-12-13 07:05:00+00:00,95243.3125,95251.9609375,95205.109375,95229.78125,95229.78125,251334656,99608.75,99608.75,99556.109375,99581.90625,99581.90625,225894400,78838.296875,78843.015625,78789.203125,78809.6171875,78809.6171875,193581056
2024-12-13 07:10:00+00:00,95227.484375,95307.9609375,95227.484375,95307.9609375,95307.9609375,46878720,99647.640625,99670.2265625,99647.640625,99670.2265625,99670.2265625,53501952,78804.640625,78858.0546875,78804.640625,78856.390625,78856.390625,26558464
2024-12-13 07:15:00+00:00,95349.71875,95407.765625,95349.71875,95407.765625,95407.765625,69414912,99712.4375,99829.1328125,99712.4375,99829.1328125,99829.1328125,79478784,78889.484375,78942.2578125,78889.484375,78942.2578125,78942.2578125,59678720
2024-12-13 07:20:00+00:00,95454.921875,95542.84375,95428.4609375,95467.28125,95467.28125,115535872,99902.5859375,99902.5859375,99815.96875,99823.484375,99823.484375,104804352,78987.0078125,79054.515625,78977.390625,78995.5078125,78995.5078125,98332672
2024-12-13 07:25:00+00:00,95471.875,95475.1484375,95441.4609375,95456.1796875,95456.1796875,32239616,99821.4765625,99821.4765625,99787.8125,99796.53125,99796.53125,23220224,79015.1796875,79033.0546875,79013.890625,79031.5703125,79031.5703125,57618432
2024-12-13 07:30:00+00:00,95429.140625,95589.3359375,95429.140625,95589.3359375,95589.3359375,0,99784.953125,99965.0078125,99784.953125,99965.0078125,99965.0078125,0,79025.4921875,79173.7890625,79025.4921875,79173.7890625,79173.7890625,0
2024-12-13 07:35:00+00:00,95593.53125,95593.53125,95556.3359375,95585.2421875,95585.2421875,72802304,99945.5390625,99971.4921875,99945.5390625,99971.4921875,99971.4921875,104259584,79165.1875,79183.421875,79146.0703125,79183.421875,79183.421875,69197824
2024-12-13 07:40:00+00:00,95582.34375,95670.6015625,95582.34375,95631.859375,95631.859375,20987904,100004.8515625,100079.5078125,100004.8515625,100042.4296875,100042.4296875,37101568,79175.625,79257.96875,79175.625,79225.796875,79225.796875,19955712
2024-12-13 07:45:00+00:00,95664.765625,95830.53125,95664.765625,95780.7421875,95780.7421875,89255936,100062.9296875,100227.8203125,100062.9296875,100170.7890625,100170.7890625,89313280,79236.734375,79372.015625,79236.734375,79333.4609375,79333.4609375,63234048
2024-12-13 07:50:00+00:00,95768.28125,95808.8515625,95768.28125,95791.109375,95791.109375,134619136,100206.4609375,100232.5078125,100206.4609375,100232.5078125,100232.5078125,160960512,79338.8671875,79374.7265625,79338.8671875,79370.4140625,79370.4140625,130916352
2024-12-13 07:55:00+00:00,95793.703125,95828.921875,95793.703125,95828.921875,95828.921875,133783552,100232.1796875,100239.6640625,100225.7734375,100239.6640625,100239.6640625,117772288,79369.65625,79385.90625,79369.65625,79385.90625,79385.90625,99995648
2024-12-13 08:00:00+00:00,95771.25,95771.25,95727.625,95727.625,95727.625,117637120,100171.4765625,100174.0703125,100157.5625,100158.015625,100158.015625,139755520,79333.7109375,79333.7109375,79297.203125,79297.203125,79297.203125,94158848
2024-12-13 08:05:00+00:00,95716.171875,95716.171875,95543.0078125,95543.0078125,95543.0078125,42520576,100152.3203125,100152.3203125,99988.9140625,99988.9140625,99988.9140625,61071360,79300.3046875,79301.2109375,79175.125,79175.125,79175.125,56483840
2024-12-13 08:10:00+00:00,95533.40625,95565.3515625,95533.40625,95560.2578125,95560.2578125,29360128,100022.5546875,100051.5703125,100022.5546875,100051.5703125,100051.5703125,61480960,79164.71875,79214.6328125,79164.71875,79214.6328125,79214.6328125,41709568
2024-12-13 08:15:00+00:00,95510.34375,95544.3046875,95510.34375,95544.3046875,95544.3046875,0,99999.625,100024.75,99999.625,100014.3515625,100014.3515625,0,79140.203125,79177.6875,79140.203125,79176.65625,79176.65625,0
2024-12-13 08:20:00+00:00,95607.9921875,95774.21875,95607.9921875,95774.21875,95774.21875,37068800,100088.34375,100216.9375,100088.34375,100216.9375,100216.9375,12591104,79221.7265625,79358.1875,79221.7265625,79358.1875,79358.1875,24522752
2024-12-13 08:25:00+00:00,95785.5859375,95793.8046875,95780.75,95793.8046875,95793.8046875,8843264,100225.265625,100258.09375,100225.265625,100258.09375,100258.09375,23478272,79361.46875,79367.2421875,79361.46875,79365.8125,79365.8125,1409024
2024-12-13 08:30:00+00:00,95862.3828125,95862.3828125,95841.5703125,95858.953125,95858.953125,0,100331.453125,100343.5,100331.453125,100342.78125,100342.78125,0,79433.8125,79445.0625,79433.8125,79445.0625,79445.0625,10428416
2024-12-13 08:35:00+00:00,95864.0859375,95879.0859375,95791.4921875,95791.4921875,95791.4921875,0,100358.5859375,100358.5859375,100275.921875,100275.921875,100275.921875,0,79437.265625,79453.2890625,79384.953125,79384.953125,79384.953125,0
2024-12-13 08:40:00+00:00,95788.875,95788.875,95731.6875,95731.6875,95731.6875,0,100261.25,100266.421875,100207.6640625,100207.6640625,100207.6640625,6004736,79382.125,79387.9453125,79349.140625,79349.140625,79349.140625,0
2024-12-13 08:45:00+00:00,95753.484375,95753.484375,95740.546875,95740.546875,95740.546875,0,100214.0078125,100226.2734375,100214.0078125,100226.2734375,100226.2734375,0,79380.1171875,79395.4921875,79380.1171875,79395.34375,79395.34375,0
2024-12-13 08:50:00+00:00,95756.65625,95800.4609375,95756.65625,95761.90625,95761.90625,0,100249.1171875,100273.875,100249.1171875,100255.984375,100255.984375,0,79400.8125,79415.203125,79395.921875,79395.921875,79395.921875,0
2024-12-13 08:55:00+00:00,95755.6640625,95786.171875,95755.6640625,95786.171875,95786.171875,0,100251.96875,100261.9375,100242.8203125,100261.9375,100261.9375,0,79400.859375,79414.8671875,79400.859375,79414.8671875,79414.8671875,0
2024-12-13 09:00:00+00:00,95774.640625,95839.140625,95774.640625,95839.140625,95839.140625,0,100268.2578125,100326.8984375,100268.2578125,100326.8984375,100326.8984375,0,79391.0078125,79429.6328125,79391.0078125,79429.6328125,79429.6328125,0
2024-12-13 09:05:00+00:00,95835.765625,95835.765625,95713.8984375,95713.8984375,95713.8984375,0,100276.8515625,100276.8515625,100190.296875,100190.296875,100190.296875,0,79434.9296875,79434.9296875,79353.21875,79353.21875,79353.21875,17469440
2024-12-13 09:10:00+00:00,95711.890625,95711.890625,95614.609375,95614.609375,95614.609375,8511488,100182.7421875,100187.46875,100114.484375,100114.484375,100114.484375,7249920,79340.59375,79340.59375,79241.3828125,79241.3828125,79241.3828125,0
