Ticker,GBPEUR=X,GBPEUR=X,GBPEUR=X,GBPEUR=X,GBPEUR=X,GBPEUR=X,GBPUSD=X,GBPUSD=X,GBPUSD=X,GBPUSD=X,GBPUSD=X,GBPUSD=X
Price,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
Datetime,,,,,,,,,,,,
2022-12-19 00:00:00,1.148669958114624,1.1490399837493896,1.1476999521255493,1.1489399671554565,1.1489399671554565,0.0,1.216189980506897,1.2179970741271973,1.2155394554138184,1.2179378271102905,1.2179378271102905,0.0
2022-12-19 01:00:00,1.1488100290298462,1.1500300168991089,1.148300051689148,1.149899959564209,1.149899959564209,0.0,1.2178635597229004,1.219765067100525,1.2175078392028809,1.219705581665039,1.219705581665039,0.0
2022-12-19 02:00:00,1.1498099565505981,1.1498099565505981,1.1478999853134155,1.1483399868011475,1.1483399868011475,0.0,1.2191851139068604,1.2201223373413086,1.2182939052581787,1.218308687210083,1.218308687210083,0.0
2022-12-19 03:00:00,1.1482599973678589,1.1494100093841553,1.1477999687194824,1.1482499837875366,1.1482499837875366,0.0,1.2183384895324707,1.2193188667297363,1.2178339958190918,1.218308687210083,1.218308687210083,0.0
2022-12-19 04:00:00,1.1481399536132812,1.14860999584198,1.1475000381469727,1.1484899520874023,1.1484899520874023,0.0,1.218308687210083,1.2187095880508423,1.2178043127059937,1.2183384895324707,1.2183384895324707,0.0
2022-12-19 05:00:00,1.1484400033950806,1.1485099792480469,1.1468000411987305,1.1471099853515625,1.1471099853515625,0.0,1.2184126377105713,1.2184126377105713,1.2168558835983276,1.2170631885528564,1.2170631885528564,0.0
2022-12-19 06:00:00,1.1471799612045288,1.147879958152771,1.1456999778747559,1.1463299989700317,1.1463299989700317,0.0,1.2173744440078735,1.2187541723251343,1.2170779705047607,1.2185908555984497,1.2185908555984497,0.0
2022-12-19 07:00:00,1.1463899612426758,1.1472400426864624,1.1447999477386475,1.1472400426864624,1.1472400426864624,0.0,1.2189918756484985,1.219437837600708,1.2174484729766846,1.2190067768096924,1.2190067768096924,0.0
2022-12-19 08:00:00,1.1474000215530396,1.1477700471878052,1.146299958229065,1.147029995918274,1.147029995918274,0.0,1.2196757793426514,1.2217172384262085,1.2191256284713745,1.2209266424179077,1.2209266424179077,0.0
2022-12-19 09:00:00,1.147189974784851,1.1504900455474854,1.1467000246047974,1.150189995765686,1.150189995765686,0.0,1.2207776308059692,1.2241400480270386,1.2204647064208984,1.2213293313980103,1.2213293313980103,0.0
2022-12-19 10:00:00,1.1498500108718872,1.1504900455474854,1.1477999687194824,1.149459958076477,1.149459958076477,0.0,1.222030758857727,1.2224042415618896,1.2203158140182495,1.2211055755615234,1.2211055755615234,0.0
2022-12-19 11:00:00,1.1495000123977661,1.1495000123977661,1.1476999521255493,1.1488300561904907,1.1488300561904907,0.0,1.220792531967163,1.220792531967163,1.2182345390319824,1.2187244892120361,1.2187244892120361,0.0
2022-12-19 12:00:00,1.1487200260162354,1.1493500471115112,1.146299958229065,1.1481599807739258,1.1481599807739258,0.0,1.2183384895324707,1.2192000150680542,1.216530203819275,1.2174187898635864,1.2174187898635864,0.0
2022-12-19 13:00:00,1.1476900577545166,1.1479400396347046,1.1461999416351318,1.1466000080108643,1.1466000080108643,0.0,1.2177598476409912,1.2177598476409912,1.2153178453445435,1.2165746688842773,1.2165746688842773,0.0
2022-12-19 14:00:00,1.1469500064849854,1.1491400003433228,1.1467000246047974,1.1476000547409058,1.1476000547409058,0.0,1.2165449857711792,1.2188433408737183,1.2165449857711792,1.2173891067504883,1.2173891067504883,0.0
2022-12-19 15:00:00,1.1480200290679932,1.1482800245285034,1.145400047302246,1.1461000442504883,1.1461000442504883,0.0,1.216944694519043,1.2185165882110596,1.2121946811676025,1.213106393814087,1.213106393814087,0.0
2022-12-19 16:00:00,1.1464300155639648,1.147279977798462,1.1455999612808228,1.1460000276565552,1.1460000276565552,0.0,1.2134008407592773,1.2188433408737183,1.213135838508606,1.2181010246276855,1.2181010246276855,0.0
2022-12-19 17:00:00,1.146399974822998,1.1466799974441528,1.1455999612808228,1.1463700532913208,1.1463700532913208,0.0,1.2176560163497925,1.2189027070999146,1.2175374031066895,1.2182791233062744,1.2182791233062744,0.0
2022-12-19 18:00:00,1.146340012550354,1.1465500593185425,1.1450999975204468,1.1452000141143799,1.1452000141143799,0.0,1.2180713415145874,1.2180713415145874,1.2159976959228516,1.2159976959228516,1.2159976959228516,0.0
2022-12-19 19:00:00,1.1455199718475342,1.145609974861145,1.1440999507904053,1.14506995677948,1.14506995677948,0.0,1.215672492980957,1.215672492980957,1.2139753103256226,1.2140194177627563,1.2140194177627563,0.0
2022-12-19 20:00:00,1.1449799537658691,1.1453200578689575,1.1442999839782715,1.1450200080871582,1.1450200080871582,0.0,1.2141668796539307,1.2147716283798218,1.2140047550201416,1.214314341545105,1.214314341545105,0.0
2022-12-19 21:00:00,1.1450899839401245,1.1452100276947021,1.1444000005722046,1.1445000171661377,1.1445000171661377,0.0,1.2143733501434326,1.2149930000305176,1.2140194177627563,1.2145798206329346,1.2145798206329346,0.0
2022-12-19 22:00:00,1.145400047302246,1.1455999612808228,1.1446000337600708,1.1446800231933594,1.1446800231933594,0.0,1.215096354484558,1.215391755104065,1.2143733501434326,1.2147716283798218,1.2147716283798218,0.0
2022-12-19 23:00:00,1.1445000171661377,1.1452800035476685,1.1445000171661377,1.1451300382614136,1.1451300382614136,0.0,1.2148010730743408,1.2156428098678589,1.2144618034362793,1.2154361009597778,1.2154361009597778,0.0
2022-12-20 00:00:00,1.1451300382614136,1.1455800533294678,1.1445000171661377,1.1455399990081787,1.1455399990081787,0.0,1.2153178453445435,1.2153326272964478,1.213651180267334,1.2140341997146606,1.2140341997146606,0.0
2022-12-20 01:00:00,1.145509958267212,1.145900011062622,1.1449999809265137,1.145799994468689,1.145799994468689,0.0,1.2144323587417603,1.2154065370559692,1.214078426361084,1.2152734994888306,1.2152734994888306,0.0
2022-12-20 02:00:00,1.145799994468689,1.145900011062622,1.1448999643325806,1.1452399492263794,1.1452399492263794,0.0,1.215214490890503,1.2160124778747559,1.2147272825241089,1.2160124778747559,1.2160124778747559,0.0
2022-12-20 03:00:00,1.1453800201416016,1.1479899883270264,1.1435999870300293,1.1441199779510498,1.1441199779510498,0.0,1.2157167196273804,1.2216874361038208,1.2135775089263916,1.2141668796539307,1.2141668796539307,0.0
2022-12-20 04:00:00,1.1443300247192383,1.1445399522781372,1.1426000595092773,1.1444599628448486,1.1444599628448486,0.0,1.2146682739257812,1.2146682739257812,1.2126504182815552,1.214107871055603,1.214107871055603,0.0
2022-12-20 05:00:00,1.1443699598312378,1.1444100141525269,1.141800045967102,1.1440800428390503,1.1440800428390503,0.0,1.2139310836791992,1.2141226530075073,1.2088243961334229,1.2112696170806885,1.2112696170806885,0.0
2022-12-20 06:00:00,1.1443300247192383,1.146049976348877,1.1437000036239624,1.1457799673080444,1.1457799673080444,0.0,1.2116806507110596,1.2144618034362793,1.2116806507110596,1.213621735572815,1.213621735572815,0.0
2022-12-20 07:00:00,1.145840048789978,1.1464899778366089,1.1440999507904053,1.14437997341156,1.14437997341156,0.0,1.2141964435577393,1.2163525819778442,1.2138426303863525,1.2144765853881836,1.2144765853881836,0.0
2022-12-20 08:00:00,1.1444599628448486,1.146780014038086,1.1430000066757202,1.1455199718475342,1.1455199718475342,0.0,1.2149930000305176,1.2194080352783203,1.2144027948379517,1.2181307077407837,1.2181307077407837,0.0
2022-12-20 09:00:00,1.1455899477005005,1.1456400156021118,1.1411000490188599,1.141800045967102,1.141800045967102,0.0,1.2181899547576904,1.2181899547576904,1.2135480642318726,1.2149783372879028,1.2149783372879028,0.0
2022-12-20 10:00:00,1.1420799493789673,1.1452900171279907,1.1413999795913696,1.1448999643325806,1.1448999643325806,0.0,1.2149487733840942,1.2174632549285889,1.2135775089263916,1.2174632549285889,1.2174632549285889,0.0
2022-12-20 11:00:00,1.1454299688339233,1.1458899974822998,1.1418999433517456,1.1418999433517456,1.1418999433517456,0.0,1.2179970741271973,1.2181603908538818,1.2157906293869019,1.2159088850021362,1.2159088850021362,0.0
2022-12-20 12:00:00,1.1425100564956665,1.1438000202178955,1.141800045967102,1.1426000595092773,1.1426000595092773,0.0,1.2161307334899902,1.2161307334899902,1.213327169418335,1.213415503501892,1.213415503501892,0.0
2022-12-20 13:00:00,1.142840027809143,1.1443500518798828,1.1413999795913696,1.1438000202178955,1.1438000202178955,0.0,1.2126797437667847,1.2149487733840942,1.2101117372512817,1.2149487733840942,1.2149487733840942,0.0
2022-12-20 14:00:00,1.1441600322723389,1.1441600322723389,1.1424000263214111,1.1431000232696533,1.1431000232696533,0.0,1.214624047279358,1.2161602973937988,1.2124593257904053,1.2161602973937988,1.2161602973937988,0.0
2022-12-20 15:00:00,1.1434299945831299,1.1435999870300293,1.1398999691009521,1.1404999494552612,1.1404999494552612,0.0,1.2159829139709473,1.216604232788086,1.2136069536209106,1.2140341997146606,1.2140341997146606,0.0
2022-12-20 16:00:00,1.1406899690628052,1.1432299613952637,1.1404999494552612,1.1414999961853027,1.1414999961853027,0.0,1.213710069656372,1.2153031826019287,1.21266508102417,1.2145946025848389,1.2145946025848389,0.0
2022-12-20 17:00:00,1.1420600414276123,1.143839955329895,1.1414999961853027,1.1438100337982178,1.1438100337982178,0.0,1.2147716283798218,1.2152587175369263,1.2133123874664307,1.214181661605835,1.214181661605835,0.0
2022-12-20 18:00:00,1.1437599658966064,1.1452900171279907,1.1432000398635864,1.1451200246810913,1.1451200246810913,0.0,1.2140341997146606,1.2157906293869019,1.2135627269744873,1.2149192094802856,1.2149192094802856,0.0
2022-12-20 19:00:00,1.1450899839401245,1.1457200050354004,1.144700050354004,1.145550012588501,1.145550012588501,0.0,1.2144912481307983,1.2169743776321411,1.2139458656311035,1.2169743776321411,1.2169743776321411,0.0
2022-12-20 20:00:00,1.145609974861145,1.1468100547790527,1.1449999809265137,1.1468100547790527,1.1468100547790527,0.0,1.2167670726776123,1.2175225019454956,1.2161011695861816,1.2173891067504883,1.2173891067504883,0.0
2022-12-20 21:00:00,1.1466699838638306,1.1470199823379517,1.1456999778747559,1.146299958229065,1.146299958229065,0.0,1.2173150777816772,1.2188284397125244,1.2172261476516724,1.218397855758667,1.218397855758667,0.0
2022-12-20 22:00:00,1.145900011062622,1.1464999914169312,1.145400047302246,1.1461999416351318,1.1461999416351318,0.0,1.2178635597229004,1.2187541723251343,1.2169595956802368,1.2185165882110596,1.2185165882110596,0.0
2022-12-20 23:00:00,1.1464300155639648,1.1472300291061401,1.1460000276565552,1.1469899415969849,1.1469899415969849,0.0,1.2184869050979614,1.2191851139068604,1.2182345390319824,1.2187838554382324,1.2187838554382324,0.0
2022-12-21 00:00:00,1.1469500064849854,1.1471999883651733,1.146299958229065,1.1468100547790527,1.1468100547790527,0.0,1.2189027070999146,1.2190215587615967,1.2180861234664917,1.2183680534362793,1.2183680534362793,0.0
2022-12-21 01:00:00,1.1470099687576294,1.1471600532531738,1.1452000141143799,1.1454999446868896,1.1454999446868896,0.0,1.2182939052581787,1.2190215587615967,1.2161307334899902,1.2167670726776123,1.2167670726776123,0.0
