Ticker,USDEUR=X,USDEUR=X,USDEUR=X,USDEUR=X,USDGBP=X,USDGBP=X,USDGBP=X,USDGBP=X,EURGBP=X,EURGBP=X,EURGBP=X,EURGBP=X,EURUSD=X,EURUSD=X,EURUSD=X,EURUSD=X,GBPUSD=X,GBPUSD=X,GBPUSD=X,GBPUSD=X,GBPEUR=X,GBPEUR=X,GBPEUR=X,GBPEUR=X
Price,Open,High,Low,Close,Open,High,Low,Close,Open,High,Low,Close,Open,High,Low,Close,Open,High,Low,Close,Open,High,Low,Close
Date,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-13,0.8941799998283386,0.899370014667511,0.8938999772071838,0.8939700126647949,0.7420300245285034,0.7513399720191956,0.7401999831199646,0.7421000003814697,0.8297899961471558,0.8384799957275391,0.8276000022888184,0.8300399780273438,1.1183431148529053,1.1186933517456055,1.111889362335205,1.1186057329177856,1.3476543426513672,1.3509862422943115,1.3309553861618042,1.347527265548706,1.2048799991607666,1.2077699899673462,1.1924500465393066,1.204509973526001
2019-12-16,0.898859977722168,0.8989999890327454,0.8962299823760986,0.8989199995994568,0.748769998550415,0.7504000067710876,0.7453200221061707,0.7488800287246704,0.8329700231552124,0.8363500237464905,0.8303999900817871,0.8330299854278564,1.1125203371047974,1.115785002708435,1.1123470067977905,1.1124460697174072,1.3355236053466797,1.341705560684204,1.3326226472854614,1.335327386856079,1.2003200054168701,1.2040899991989136,1.1956199407577515,1.200260043144226
2019-12-17,0.8978999853134155,0.8984000086784363,0.8949999809265137,0.8979099988937378,0.7534800171852112,0.7631199955940247,0.7516000270843506,0.7534400224685669,0.8390700221061707,0.8509399890899658,0.8379999995231628,0.8390499949455261,1.113709807395935,1.1173185110092163,1.113089919090271,1.1136974096298218,1.327175259590149,1.3304948806762695,1.3104099035263062,1.3272457122802734,1.1914000511169434,1.1931099891662598,1.17507004737854,1.1915600299835205
2019-12-18,0.8967400193214417,0.8999800086021423,0.8967400193214417,0.8967499732971191,0.7620700001716614,0.76555997133255,0.7618700265884399,0.7620700001716614,0.8497999906539917,0.8516299724578857,0.8484500050544739,0.8497899770736694,1.1151504516601562,1.1151504516601562,1.1111358404159546,1.115138053894043,1.3122154474258423,1.3125598430633545,1.3062334060668945,1.3122154474258423,1.1764999628067017,1.1784700155258179,1.1740599870681763,1.1765899658203125
2019-12-19,0.8996099829673767,0.9000999927520752,0.8974699974060059,0.8996099829673767,0.7642499804496765,0.7694299817085266,0.7616400122642517,0.7641000151634216,0.8494600057601929,0.8553599715232849,0.8478400111198425,0.8493000268936157,1.1115927696228027,1.1142433881759644,1.110987663269043,1.1115927696228027,1.3084723949432373,1.3129562139511108,1.2996634244918823,1.3087291717529297,1.176990032196045,1.1792500019073486,1.1689800024032593,1.1766999959945679
2019-12-20,0.8989800214767456,0.9029899835586548,0.8988000154495239,0.8988000154495239,0.7682600021362305,0.7687399983406067,0.7646200060844421,0.7681999802589417,0.8545699715614319,0.8547999858856201,0.847790002822876,0.8544999957084656,1.112371802330017,1.1125946044921875,1.1074320077896118,1.1125946044921875,1.301642656326294,1.3078391551971436,1.3008298873901367,1.3017443418502808,1.1700700521469116,1.1793800592422485,1.1694999933242798,1.1699999570846558
2019-12-23,0.9025400280952454,0.903219997882843,0.9010999798774719,0.9025400280952454,0.7689200043678284,0.7747700214385986,0.7673100233078003,0.7689099907875061,0.8518999814987183,0.8588700294494629,0.8505499958992004,0.8519499897956848,1.1079840660095215,1.1097548007965088,1.1071499586105347,1.1079840660095215,1.300525426864624,1.3032541275024414,1.2907055616378784,1.3005423545837402,1.1736700534820557,1.1755399703979492,1.1641600131988525,1.1736600399017334
2019-12-24,0.9014700055122375,0.9032899737358093,0.9010999798774719,0.9014000296592712,0.7725300192832947,0.7738100290298462,0.7710400223731995,0.7724999785423279,0.8568999767303467,0.857729971408844,0.8544600009918213,0.8569899797439575,1.1092993021011353,1.1097548007965088,1.1070642471313477,1.109385371208191,1.2944481372833252,1.2969495058059692,1.292306900024414,1.2944984436035156,1.1667699813842773,1.1701899766921997,1.1655999422073364,1.1664999723434448
