Ticker,BTC-EUR,BTC-EUR,BTC-EUR,BTC-EUR,BTC-EUR,BTC-GBP,BTC-GBP,BTC-GBP,BTC-GBP,BTC-USD,BTC-USD,BTC-USD,BTC-USD
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Open,High,Low,Close
Date,,,,,,,,,,,,,
2019-12-14,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2019-12-15,98.00983481549785,98.2519668437582,97.56477339210984,100.35126601331747,98.47092179886248,98.00983738809303,98.30515147164292,97.61757893729805,100.23293152728634,98.00983601954306,98.25196878484192,97.56477499545238,100.38777816857296
2019-12-16,98.37883461888521,97.87877970658985,97.06378372290823,97.16001923617743,117.77819728543845,98.26282029007416,98.03178248478977,97.17567847822679,97.76801288108696,98.41461980223572,98.11642411392405,97.273204613059,97.30242585118343
2019-12-17,95.21617978642726,94.92957459771799,92.55234428537666,92.94535294651138,130.13707969485822,95.81200812611745,96.31395428791708,94.24148951558439,94.69761662977419,95.35573097969981,95.28295325843337,92.82485742772452,93.2044792072444
2019-12-18,91.19969420458831,100.27099008630658,92.20810420144433,102.18123314262284,185.85987084367582,92.91904009789744,102.1428808096254,94.00815191095326,104.06639256651198,91.45394285494723,100.22094402664476,92.14959473230427,102.13524029197609
2019-12-19,100.16461826967725,100.55952811054101,99.12027279079523,101.06997045219497,151.12089713178685,102.01256102021392,102.42691129384798,100.99577801933899,103.53746540017022,100.11952269114074,100.51671854562285,99.2133929188163,101.0971787908054
2019-12-20,99.14421955835661,99.69155152968317,100.27350078944777,101.7174080546539,132.59174939522055,101.56470032344697,101.80588129878949,102.12059387121661,103.87471494601175,99.170904953968,99.30338363297263,99.84381239214028,101.3213598319879
2019-12-21,99.72368154488535,99.2149860875758,100.61051851841651,101.32769255040162,113.13537098980164,101.83871139924048,101.31921110976123,102.74434705049767,103.4767312432694,99.33540063545256,98.82867331302535,100.21877410546784,100.93316360699627
2019-12-22,99.31757035774538,103.24280989587803,101.38061741800963,105.82070419347143,135.4968234045608,101.42398709221195,105.45702997938243,103.53078255831905,108.09022462409605,98.93086539654523,102.86224461948316,100.98588353531359,105.43063511953534
2019-12-23,103.68392485452756,105.08350834838318,103.51118917987176,103.50406329952268,162.82016761439309,105.90761825302803,108.11124404087317,106.34631688620739,106.34989453070962,103.30172953559324,104.75232750489245,103.226386582974,103.24161632399291
2019-12-24,101.43330767608036,103.46169107590777,102.76629201465373,103.0644206168533,134.53848194495944,104.22220295734219,106.09671091470125,105.38599950523879,105.9578407915341,101.17610919213664,103.10419275896572,102.42799422418199,102.77708710897674
2019-12-25,101.06389701800171,100.92241827820554,101.94583555110893,102.34944299681963,126.09894343246802,103.90115611968218,103.55020736924124,104.90087852676733,104.95169318277135,100.78214042280523,100.6592512260917,101.74409724773521,102.1121238280371
2019-12-26,100.31372864227912,101.22283570665107,101.69104096704883,101.79739366562737,133.22228125065422,102.86421101539571,103.59077806307401,104.21470691910801,104.22400716054523,100.08111931760892,101.08726347074123,101.45377900808829,101.60418527931515
