Ticker,GBPUSD=X,GBPUSD=X,GBPUSD=X,GBPUSD=X,GBPUSD=X,GBPUSD=X,EURUSD=X,EURUSD=X,EURUSD=X,EURUSD=X,EURUSD=X,EURUSD=X
Price,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
Date,,,,,,,,,,,,
2019-12-26,1.2971850633621216,1.301574945449829,1.296125888824463,1.2973533868789673,1.2973533868789673,0.0,1.1095085144042969,1.1104941368103027,1.1082788705825806,1.1095454692840576,1.1095454692840576,0
2019-12-27,1.3002886772155762,1.3118194341659546,1.2972187995910645,1.3002209663391113,1.3002209663391113,0.0,1.1101243495941162,1.118067979812622,1.1099998950958252,1.110111951828003,1.110111951828003,0
2019-12-30,1.3091404438018799,1.3152703046798706,1.3087635040283203,1.3091918230056763,1.3091918230056763,0.0,1.1181554794311523,1.1220699548721313,1.1181554794311523,1.1182304620742798,1.1182304620742798,0
2019-12-31,1.3116475343704224,1.3281975984573364,1.3109596967697144,1.3113033771514893,1.3113033771514893,0.0,1.1204482316970825,1.1241008043289185,1.1200717687606812,1.120229721069336,1.120229721069336,0
2020-01-01,1.3254003524780273,1.3270995616912842,1.3218770027160645,1.326259970664978,1.326259970664978,0.0,1.1220825910568237,1.1228384971618652,1.115946888923645,1.1220825910568237,1.1220825910568237,0
2020-01-02,1.3250473737716675,1.3267878293991089,1.312508225440979,1.3250298500061035,1.3250298500061035,0.0,1.1218937635421753,1.12271249294281,1.1166820526123047,1.1220825910568237,1.1220825910568237,0
2020-01-03,1.314388632774353,1.316118597984314,1.305483102798462,1.3152703046798706,1.3152703046798706,0.0,1.1170812845230103,1.118067979812622,1.112569808959961,1.1171437501907349,1.1171437501907349,0
2020-01-06,1.3081300258636475,1.3173998594284058,1.3065404891967773,1.308010220527649,1.308010220527649,0.0,1.1162458658218384,1.120824933052063,1.1158099174499512,1.1161960363388062,1.1161960363388062,0
2020-01-07,1.3171932697296143,1.3212134838104248,1.3096375465393066,1.317002534866333,1.317002534866333,0.0,1.1195825338363647,1.1199462413787842,1.1134865283966064,1.1197994947433472,1.1197994947433472,0
2020-01-08,1.311131477355957,1.3169505596160889,1.3082668781280518,1.31137216091156,1.31137216091156,0.0,1.1155734062194824,1.1165200471878052,1.111086368560791,1.1154738664627075,1.1154738664627075,0
2020-01-09,1.3105816841125488,1.312456488609314,1.3015071153640747,1.3105130195617676,1.3105130195617676,0.0,1.1114444732666016,1.1122233867645264,1.1095085144042969,1.1113210916519165,1.1113210916519165,0
2020-01-10,1.3069332838058472,1.309569001197815,1.3049379587173462,1.3070186376571655,1.3070186376571655,0.0,1.1109259128570557,1.1120996475219727,1.1086229085922241,1.1111111640930176,1.1111111640930176,0
2020-01-13,1.3043761253356934,1.3046314716339111,1.2961931228637695,1.3045634031295776,1.3045634031295776,0.0,1.1116546392440796,1.114466905593872,1.1114075183868408,1.1116669178009033,1.1116669178009033,0
2020-01-14,1.298770546913147,1.3018969297409058,1.2956725358963013,1.2988194227218628,1.2988194227218628,0.0,1.1134493350982666,1.1145787239074707,1.11055588722229,1.1135733127593994,1.1135733127593994,0
2020-01-15,1.3022528886795044,1.3041210174560547,1.2989206314086914,1.3022528886795044,1.3022528886795044,0.0,1.1129660606384277,1.1163455247879028,1.112025499343872,1.113089919090271,1.113089919090271,0
2020-01-16,1.3041210174560547,1.3081642389297485,1.302897572517395,1.3041210174560547,1.3041210174560547,0.0,1.1152697801589966,1.117193579673767,1.112978458404541,1.1154004335403442,1.1154004335403442,0
2020-01-17,1.3077878952026367,1.3115785121917725,1.3017781972885132,1.3078734874725342,1.3078734874725342,0.0,1.113800287246704,1.1145004034042358,1.1087580919265747,1.1139578819274902,1.1139578819274902,0
2020-01-20,1.3007115125656128,1.3009653091430664,1.2964787483215332,1.3007283210754395,1.3007283210754395,0.0,1.1095207929611206,1.1104941368103027,1.1077508926391602,1.1094592809677124,1.1094592809677124,0
2020-01-21,1.3007283210754395,1.3084039688110352,1.2995991706848145,1.3005592823028564,1.3005592823028564,0.0,1.1096439361572266,1.1119760274887085,1.1086474657058716,1.109693169593811,1.109693169593811,0
2020-01-22,1.3046314716339111,1.3149763345718384,1.3037809133529663,1.3048017024993896,1.3048017024993896,0.0,1.1085859537124634,1.1097793579101562,1.1071622371673584,1.108561396598816,1.108561396598816,0
2020-01-23,1.3147515058517456,1.3151837587356567,1.3098434209823608,1.3144749402999878,1.3144749402999878,0.0,1.1097548007965088,1.1103215217590332,1.1037039756774902,1.1096439361572266,1.1096439361572266,0
2020-01-24,1.311991572380066,1.3160665035247803,1.3059945106506348,1.311991572380066,1.311991572380066,0.0,1.105534315109253,1.1060845851898193,1.1021226644515991,1.1055220365524292,1.1055220365524292,0
2020-01-27,1.306165099143982,1.3103067874908447,1.3051422834396362,1.3061821460723877,1.3061821460723877,0.0,1.1026331186294556,1.1039965152740479,1.1010063886642456,1.1025358438491821,1.1025358438491821,0
2020-01-28,1.3059945106506348,1.3068478107452393,1.2977573871612549,1.3060115575790405,1.3060115575790405,0.0,1.1019648313522339,1.102657437324524,1.099855899810791,1.101976990699768,1.101976990699768,0
2020-01-29,1.3024003505706787,1.3031013011932373,1.2991230487823486,1.3024563789367676,1.3024563789367676,0.0,1.102292776107788,1.1030223369598389,1.0993238687515259,1.1022562980651855,1.1022562980651855,0
2020-01-30,1.3022528886795044,1.3109596967697144,1.2980438470840454,1.3022021055221558,1.3022021055221558,0.0,1.101406455039978,1.1036553382873535,1.1008244752883911,1.1016855239868164,1.1016855239868164,0
2020-01-31,1.3086265325546265,1.3196094036102295,1.3086265325546265,1.3089004755020142,1.3089004755020142,0.0,1.1028763055801392,1.1090162992477417,1.1017948389053345,1.1029127836227417,1.1029127836227417,0
2020-02-03,1.3180787563323975,1.3183393478393555,1.3001364469528198,1.31816565990448,1.31816565990448,0.0,1.108905553817749,1.108905553817749,1.104349970817566,1.1089794635772705,1.1089794635772705,0
2020-02-04,1.2997310161590576,1.3042571544647217,1.2943978309631348,1.2997479438781738,1.2997479438781738,0.0,1.1062926054000854,1.1065618991851807,1.1033873558044434,1.1062926054000854,1.1062926054000854,0
2020-02-05,1.3031353950500488,1.3070015907287598,1.2958570718765259,1.3032711744308472,1.3032711744308472,0.0,1.104472041130066,1.1048502922058105,1.0998317003250122,1.1047282218933105,1.1047282218933105,0
2020-02-06,1.2997140884399414,1.3000519275665283,1.2924071550369263,1.2997140884399414,1.2997140884399414,0.0,1.1000494956970215,1.1012852191925049,1.0965512990951538,1.1002310514450073,1.1002310514450073,0
2020-02-07,1.2930086851119995,1.2955045700073242,1.2900062799453735,1.2930254936218262,1.2930254936218262,0.0,1.0981045961380005,1.0986994504928589,1.0946906805038452,1.0982975959777832,1.0982975959777832,0
2020-02-10,1.2888922691345215,1.2948336601257324,1.2874155044555664,1.2891582250595093,1.2891582250595093,0.0,1.0948705673217773,1.0961307287216187,1.090959906578064,1.0949305295944214,1.0949305295944214,0
2020-02-11,1.2916558980941772,1.2968486547470093,1.289607048034668,1.2918227910995483,1.2918227910995483,0.0,1.091226577758789,1.0927003622055054,1.089348316192627,1.0913456678390503,1.0913456678390503,0
2020-02-12,1.2956557273864746,1.2992074489593506,1.2953367233276367,1.2956557273864746,1.2956557273864746,0.0,1.0921800136566162,1.0924997329711914,1.0887079238891602,1.091941475868225,1.091941475868225,0
2020-02-13,1.2958570718765259,1.3068649768829346,1.2945318222045898,1.295756459236145,1.295756459236145,0.0,1.0876421928405762,1.0890873670578003,1.0835527181625366,1.0875948667526245,1.0875948667526245,0
2020-02-14,1.3044782876968384,1.306335687637329,1.3003901243209839,1.3046824932098389,1.3046824932098389,0.0,1.0845986604690552,1.0862481594085693,1.0831302404403687,1.0845986604690552,1.0845986604690552,0
2020-02-17,1.305091142654419,1.3053126335144043,1.300440788269043,1.3052955865859985,1.3052955865859985,0.0,1.0840578079223633,1.0854003429412842,1.0830246210098267,1.0841753482818604,1.0841753482818604,0
2020-02-18,1.3005423545837402,1.3049037456512451,1.2972524166107178,1.3008975982666016,1.3008975982666016,0.0,1.0837054252624512,1.0839003324508667,1.078690528869629,1.0840108394622803,1.0840108394622803,0
2020-02-19,1.299984335899353,1.3021681308746338,1.292808175086975,1.3002209663391113,1.3002209663391113,0.0,1.0794706344604492,1.0808473825454712,1.0783600807189941,1.079540491104126,1.079540491104126,0
2020-02-20,1.2928247451782227,1.2930420637130737,1.2851488590240479,1.2928247451782227,1.2928247451782227,0.0,1.080964207649231,1.0821000337600708,1.0779578685760498,1.081009864807129,1.081009864807129,0
2020-02-21,1.2881451845169067,1.2976900339126587,1.2879626750946045,1.2883278131484985,1.2883278131484985,0.0,1.078771948814392,1.0863661766052246,1.078771948814392,1.078799843788147,1.078799843788147,0
2020-02-24,1.295202612876892,1.295499563217163,1.2888922691345215,1.29537034034729,1.29537034034729,0.0,1.0838581323623657,1.0863661766052246,1.0808473825454712,1.0839051008224487,1.0839051008224487,0
2020-02-25,1.2925240993499756,1.3017951250076294,1.2916558980941772,1.292657732963562,1.292657732963562,0.0,1.084904670715332,1.088174819946289,1.083177089691162,1.0849199295043945,1.0849199295043945,0
2020-02-26,1.3002378940582275,1.3010668754577637,1.2913223505020142,1.3003394603729248,1.3003394603729248,0.0,1.0881001949310303,1.090358018875122,1.085564136505127,1.0881996154785156,1.0881996154785156,0
2020-02-27,1.2907222509384155,1.2945318222045898,1.2862563133239746,1.2906889915466309,1.2906889915466309,0.0,1.088565707206726,1.1005700826644897,1.088565707206726,1.0885894298553467,1.0885894298553467,0
2020-02-28,1.2889255285263062,1.2918895483016968,1.2754452228546143,1.2888922691345215,1.2888922691345215,0.0,1.0995535850524902,1.10527765750885,1.095158338546753,1.0997228622436523,1.0997228622436523,0
2020-03-02,1.2805572748184204,1.2851818799972534,1.2741937637329102,1.2807048559188843,1.2807048559188843,0.0,1.1052532196044922,1.116407871246338,1.1037284135818481,1.1051311492919922,1.1051311492919922,0
2020-03-03,1.2766337394714355,1.2837464809417725,1.275982141494751,1.2767152786254883,1.2767152786254883,0.0,1.1144297122955322,1.120749592781067,1.1097301244735718,1.1144047975540161,1.1144047975540161,0
2020-03-04,1.2821171283721924,1.2846039533615112,1.2771555185317993,1.2820841073989868,1.2820841073989868,0.0,1.1177304983139038,1.1185681819915771,1.109693169593811,1.118067979812622,1.118067979812622,0
2020-03-05,1.2872166633605957,1.2945822477340698,1.286173701286316,1.2874983549118042,1.2874983549118042,0.0,1.113908290863037,1.1204482316970825,1.1121737957000732,1.113908290863037,1.113908290863037,0
2020-03-06,1.294999599456787,1.3049719333648682,1.294999599456787,1.295068383216858,1.295068383216858,0.0,1.1223849058151245,1.135473370552063,1.1213905811309814,1.1223849058151245,1.1223849058151245,0
2020-03-09,1.3096548318862915,1.3199751377105713,1.3036450147628784,1.3099292516708374,1.3099292516708374,0.0,1.1386150121688843,1.1495838165283203,1.1356796026229858,1.1386020183563232,1.1386020183563232,0
2020-03-10,1.3075313568115234,1.308832049369812,1.2934435606002808,1.3075313568115234,1.3075313568115234,0.0,1.1397439241409302,1.1422958374023438,1.1334141492843628,1.1397960186004639,1.1397960186004639,0
2020-03-11,1.2906889915466309,1.2977406978607178,1.2855453491210938,1.2909722328186035,1.2909722328186035,0.0,1.1316184997558594,1.1365960836410522,1.1259005069732666,1.1316505670547485,1.1316505670547485,0
2020-03-12,1.2817555665969849,1.2851818799972534,1.2542959451675415,1.2818212509155273,1.2818212509155273,0.0,1.1260753870010376,1.1332857608795166,1.1080824136734009,1.1261515617370605,1.1261515617370605,0
2020-03-13,1.2572765350341797,1.2624987363815308,1.2400639057159424,1.257023572921753,1.257023572921753,0.0,1.118355631828308,1.1221328973770142,1.1065373420715332,1.1184931993484497,1.1184931993484497,0
2020-03-16,1.2400332689285278,1.2400332689285278,1.2222847938537598,1.2399870157241821,1.2399870157241821,0.0,1.1159594058990479,1.1235400438308716,1.1088687181472778,1.115536093711853,1.115536093711853,0
2020-03-17,1.2269337177276611,1.2270541191101074,1.2009271383285522,1.2266627550125122,1.2266627550125122,0.0,1.1163331270217896,1.1189061403274536,1.0957943201065063,1.1163206100463867,1.1163206100463867,0
2020-03-18,1.2116072177886963,1.213032841682434,1.1746463775634766,1.2121652364730835,1.2121652364730835,0.0,1.1016855239868164,1.1045000553131104,1.0831888914108276,1.101552128791809,1.101552128791809,0
2020-03-19,1.1611031293869019,1.1788560152053833,1.1476839780807495,1.1625338792800903,1.1625338792800903,0.0,1.0943433046340942,1.0945589542388916,1.0697933435440063,1.0961546897888184,1.0961546897888184,0
2020-03-20,1.1496366262435913,1.1924351453781128,1.148211121559143,1.149438500404358,1.149438500404358,0.0,1.0658481121063232,1.0829894542694092,1.0654505491256714,1.0657345056533813,1.0657345056533813,0
2020-03-23,1.1608604192733765,1.171165943145752,1.148026466369629,1.162304162979126,1.162304162979126,0.0,1.0687528848648071,1.0824854373931885,1.0660412311553955,1.0694386959075928,1.0694386959075928,0
2020-03-24,1.1597833633422852,1.1789672374725342,1.1583727598190308,1.1595547199249268,1.1595547199249268,0.0,1.0764726400375366,1.0888501405715942,1.0753382444381714,1.0764610767364502,1.0764610767364502,0
2020-03-25,1.1791479587554932,1.1973179578781128,1.1647138595581055,1.1792036294937134,1.1792036294937134,0.0,1.0801235437393188,1.0849517583847046,1.0770175457000732,1.080263614654541,1.080263614654541,0
2020-03-26,1.184413194656372,1.213916301727295,1.1822566986083984,1.1851149797439575,1.1851149797439575,0.0,1.0887553691864014,1.1025480031967163,1.0876539945602417,1.0889569520950317,1.0889569520950317,0
2020-03-27,1.2193337678909302,1.237991452217102,1.215347409248352,1.2200626134872437,1.2200626134872437,0.0,1.1046184301376343,1.1086474657058716,1.0955182313919067,1.1048258543014526,1.1048258543014526,0
2020-03-30,1.2448649406433105,1.2467273473739624,1.2319822311401367,1.245319128036499,1.245319128036499,0.0,1.1135361194610596,1.1137841939926147,1.1012245416641235,1.113908290863037,1.113908290863037,0
2020-03-31,1.2365524768829346,1.2469450235366821,1.2267379760742188,1.2371643781661987,1.2371643781661987,0.0,1.1028398275375366,1.1043622493743896,1.0929678678512573,1.1030466556549072,1.1030466556549072,0
2020-04-01,1.2411566972732544,1.2438429594039917,1.23350191116333,1.2408487796783447,1.2408487796783447,0.0,1.1028155088424683,1.1037527322769165,1.0918699502944946,1.102657437324524,1.102657437324524,0
2020-04-02,1.238175392150879,1.2465564012527466,1.235498309135437,1.238236665725708,1.238236665725708,0.0,1.0950982570648193,1.0962989330291748,1.0844340324401855,1.0953621864318848,1.0953621864318848,0
2020-04-03,1.2391880750656128,1.2394031286239624,1.2207329273223877,1.2394952774047852,1.2394952774047852,0.0,1.084386944770813,1.085894227027893,1.0776199102401733,1.0847399234771729,1.0847399234771729,0
2020-04-06,1.2219561338424683,1.2327415943145752,1.2212845087051392,1.2220158576965332,1.2220158576965332,0.0,1.0808240175247192,1.083435297012329,1.0769248008728027,1.0806955099105835,1.0806955099105835,0
2020-04-07,1.2234810590744019,1.238236665725708,1.222045660018921,1.2240501642227173,1.2240501642227173,0.0,1.0801936388015747,1.0923351049423218,1.0791398286819458,1.0803803205490112,1.0803803205490112,0
2020-04-08,1.2337453365325928,1.2418040037155151,1.2289540767669678,1.2338672876358032,1.2338672876358032,0.0,1.0894314050674438,1.0896213054656982,1.083177089691162,1.0895144939422607,1.0895144939422607,0
2020-04-09,1.2391726970672607,1.2475205659866333,1.2362467050552368,1.23931086063385,1.23931086063385,0.0,1.0861183404922485,1.0943553447723389,1.0841801166534424,1.0863661766052246,1.0863661766052246,0
2020-04-10,1.2459816932678223,1.2488136291503906,1.2449579238891602,1.2454850673675537,1.2454850673675537,0.0,1.0925976037979126,1.0954102277755737,1.0921083688735962,1.0927408933639526,1.0927408933639526,0
2020-04-13,1.2459040880203247,1.253337025642395,1.2455781698226929,1.2461059093475342,1.2461059093475342,0.0,1.093135118484497,1.0968520641326904,1.089360237121582,1.0932666063308716,1.0932666063308716,0
2020-04-14,1.2520345449447632,1.2620844841003418,1.2511730194091797,1.2523951530456543,1.2523951530456543,0.0,1.0919533967971802,1.0983941555023193,1.0915720462799072,1.0922993421554565,1.0922993421554565,0
2020-04-15,1.262403130531311,1.262785792350769,1.244075059890747,1.26262629032135,1.26262629032135,0.0,1.0982372760772705,1.0989010334014893,1.0857645273208618,1.098538875579834,1.098538875579834,0
2020-04-16,1.2521913051605225,1.2526618242263794,1.241434097290039,1.252097249031067,1.252097249031067,0.0,1.0903817415237427,1.0907741785049438,1.0829660892486572,1.0905101299285889,1.0905101299285889,0
2020-04-17,1.2487823963165283,1.2523167133331299,1.2408641576766968,1.2487823963165283,1.2487823963165283,0.0,1.0860122442245483,1.0893245935440063,1.0812681913375854,1.0858471393585205,1.0858471393585205,0
2020-04-20,1.248751163482666,1.2491568326950073,1.2418195009231567,1.248751163482666,1.248751163482666,0.0,1.0866258144378662,1.0897043943405151,1.084304690361023,1.0866966247558594,1.0866966247558594,0
2020-04-21,1.2442454099655151,1.244400143623352,1.2263468503952026,1.2442762851715088,1.2442762851715088,0.0,1.0863542556762695,1.0879971981048584,1.0817945003509521,1.0864840745925903,1.0864840745925903,0
2020-04-22,1.2302392721176147,1.2383134365081787,1.227596402168274,1.2298610210418701,1.2298610210418701,0.0,1.0857409238815308,1.0883169174194336,1.0824267864227295,1.0856467485427856,1.0856467485427856,0
2020-04-23,1.2322555780410767,1.2415728569030762,1.23093581199646,1.2323921918869019,1.2323921918869019,0.0,1.0806838274002075,1.0843987464904785,1.0758357048034668,1.080964207649231,1.080964207649231,0
2020-04-24,1.235315203666687,1.237424612045288,1.2299668788909912,1.235223650932312,1.235223650932312,0.0,1.0776326656341553,1.0817711353302002,1.0727657079696655,1.077702283859253,1.077702283859253,0
2020-04-27,1.2368583679199219,1.2453765869140625,1.2361245155334473,1.2366595268249512,1.2366595268249512,0.0,1.08236825466156,1.0860357284545898,1.081221342086792,1.08236825466156,1.08236825466156,0
2020-04-28,1.2422360181808472,1.251846432685852,1.2405717372894287,1.2422668933868408,1.2422668933868408,0.0,1.0827198028564453,1.0889687538146973,1.0811277627944946,1.0824854373931885,1.0824854373931885,0
2020-04-29,1.2433944940567017,1.248626470565796,1.2390499114990234,1.2435646057128906,1.2435646057128906,0.0,1.0832358598709106,1.0874292850494385,1.0831655263900757,1.0836584568023682,1.0836584568023682,0
2020-04-30,1.2469139099121094,1.2637752294540405,1.242992639541626,1.2471472024917603,1.2471472024917603,0.0,1.0876659154891968,1.0969964265823364,1.0835645198822021,1.087725043296814,1.087725043296814,0
2020-05-01,1.25809907913208,1.25809907913208,1.2504063844680786,1.2581465244293213,1.2581465244293213,0.0,1.0944750308990479,1.101624846458435,1.0935415029525757,1.094546914100647,1.094546914100647,0
2020-05-04,1.2456557750701904,1.2468827962875366,1.240648627281189,1.2454230785369873,1.2454230785369873,0.0,1.0957462787628174,1.0957822799682617,1.0901321172714233,1.0959625244140625,1.0959625244140625,0
2020-05-05,1.2448184490203857,1.2480343580245972,1.2422205209732056,1.244555115699768,1.244555115699768,0.0,1.090453028678894,1.092132329940796,1.0826963186264038,1.0904293060302734,1.0904293060302734,0
2020-05-06,1.2445240020751953,1.2450199127197266,1.2337758541107178,1.2444202899932861,1.2444202899932861,0.0,1.0840108394622803,1.084481120109558,1.0784229040145874,1.0838581323623657,1.0838581323623657,0
2020-05-07,1.2327415943145752,1.2414649724960327,1.2269939184188843,1.232559323310852,1.232559323310852,0.0,1.0800535678863525,1.08157217502594,1.0767507553100586,1.0798553228378296,1.0798553228378296,0
2020-05-08,1.2374093532562256,1.2463544607162476,1.2357732057571411,1.237593173980713,1.237593173980713,0.0,1.0836936235427856,1.0873347520828247,1.0816305875778198,1.0837171077728271,1.0837171077728271,0
2020-05-11,1.241634488105774,1.2437810897827148,1.22857666015625,1.2417423725128174,1.2417423725128174,0.0,1.0840108394622803,1.0853049755096436,1.0804269313812256,1.0839520692825317,1.0839520692825317,0
2020-05-12,1.233228087425232,1.237623691558838,1.2288635969161987,1.2333498001098633,1.2333498001098633,0.0,1.080917477607727,1.08804452419281,1.078539252281189,1.080940842628479,1.080940842628479,0
2020-05-13,1.2253700494766235,1.2337453365325928,1.222195029258728,1.2254902124404907,1.2254902124404907,0.0,1.0846339464187622,1.0893363952636719,1.0831419229507446,1.0846810340881348,1.0846810340881348,0
2020-05-14,1.2239452600479126,1.2241400480270386,1.2168854475021362,1.224155068397522,1.224155068397522,0.0,1.0821925401687622,1.0824854373931885,1.0776559114456177,1.08236825466156,1.08236825466156,0
2020-05-15,1.2233912944793701,1.2238104343414307,1.2116365432739258,1.2233912944793701,1.2233912944793701,0.0,1.0806254148483276,1.0849517583847046,1.079086184501648,1.0806955099105835,1.0806955099105835,0
2020-05-18,1.208605170249939,1.2224340438842773,1.208605170249939,1.2085760831832886,1.2085760831832886,0.0,1.081946611404419,1.0912741422653198,1.0800886154174805,1.0821340084075928,1.0821340084075928,0
2020-05-19,1.2202562093734741,1.2269337177276611,1.2184869050979614,1.2200031280517578,1.2200031280517578,0.0,1.0915838479995728,1.0975141525268555,1.090274691581726,1.0915124416351318,1.0915124416351318,0
2020-05-20,1.2259409427642822,1.228697419166565,1.2223145961761475,1.2255953550338745,1.2255953550338745,0.0,1.0930156707763672,1.0999042987823486,1.0929200649261475,1.0927767753601074,1.0927767753601074,0
2020-05-21,1.2235409021377563,1.224949836730957,1.218650221824646,1.2236906290054321,1.2236906290054321,0.0,1.0979359149932861,1.1008729934692383,1.093948245048523,1.0982975959777832,1.0982975959777832,0
2020-05-22,1.2226134538650513,1.2235409021377563,1.2163379192352295,1.2223445177078247,1.2223445177078247,0.0,1.0952422618865967,1.0955302715301514,1.0886130332946777,1.0952903032302856,1.0952903032302856,0
2020-05-25,1.2186651229858398,1.2203902006149292,1.2165006399154663,1.218605637550354,1.218605637550354,0.0,1.0909050703048706,1.0914647579193115,1.0872046947479248,1.0907801389694214,1.0907801389694214,0
2020-05-26,1.2200478315353394,1.2362773418426514,1.2198543548583984,1.220137119293213,1.220137119293213,0.0,1.0901083946228027,1.0991548299789429,1.0898351669311523,1.0902997255325317,1.0902997255325317,0
2020-05-27,1.23350191116333,1.234933853149414,1.2209415435791016,1.23350191116333,1.23350191116333,0.0,1.098056435585022,1.1029858589172363,1.0936611890792847,1.0981770753860474,1.0981770753860474,0
2020-05-28,1.2263166904449463,1.23350191116333,1.2235409021377563,1.2264822721481323,1.2264822721481323,0.0,1.1015278100967407,1.1071866750717163,1.0993118286132812,1.1016855239868164,1.1016855239868164,0
2020-05-29,1.2319670915603638,1.239218831062317,1.2293318510055542,1.2321492433547974,1.2321492433547974,0.0,1.1078122854232788,1.114466905593872,1.1070396900177002,1.1079105138778687,1.1079105138778687,0
2020-06-01,1.2345373630523682,1.2485017776489258,1.2345373630523682,1.2347996234893799,1.2347996234893799,0.0,1.1114568710327148,1.115200161933899,1.1101489067077637,1.1118524074554443,1.1118524074554443,0
2020-06-02,1.248844861984253,1.2575452327728271,1.2479565143585205,1.248704433441162,1.248704433441162,0.0,1.1125574111938477,1.1195701360702515,1.1115680932998657,1.1125946044921875,1.1125946044921875,0
2020-06-03,1.2578933238983154,1.261304497718811,1.2554926872253418,1.2581465244293213,1.2581465244293213,0.0,1.1185681819915771,1.1249985694885254,1.118105411529541,1.118943691253662,1.118943691253662,0
2020-06-04,1.2574503421783447,1.2622278928756714,1.250156283378601,1.2575136423110962,1.2575136423110962,0.0,1.123721718788147,1.1360538005828857,1.1195951700210571,1.1235954761505127,1.1235954761505127,0
2020-06-05,1.2602870464324951,1.2729772329330444,1.2584314346313477,1.2609069347381592,1.2609069347381592,0.0,1.1337226629257202,1.1383945941925049,1.1285662651062012,1.1337867975234985,1.1337867975234985,0
2020-06-08,1.2713911533355713,1.271876335144043,1.2628655433654785,1.2725722789764404,1.2725722789764404,0.0,1.1316057443618774,1.131874680519104,1.126950979232788,1.1319515705108643,1.1319515705108643,0
2020-06-09,1.273236632347107,1.2754939794540405,1.2626900672912598,1.2735283374786377,1.2735283374786377,0.0,1.1302883625030518,1.1363377571105957,1.1243661642074585,1.1305567026138306,1.1305567026138306,0
2020-06-10,1.2711325883865356,1.280032753944397,1.2707449197769165,1.2711325883865356,1.2711325883865356,0.0,1.1334141492843628,1.1388872861862183,1.1334141492843628,1.1332215070724487,1.1332215070724487,0
2020-06-11,1.2714234590530396,1.2750385999679565,1.2624987363815308,1.2710679769515991,1.2710679769515991,0.0,1.1368675231933594,1.1400169134140015,1.1326054334640503,1.1365444660186768,1.1365444660186768,0
2020-06-12,1.2575610876083374,1.2650861740112305,1.2523324489593506,1.257703423500061,1.257703423500061,0.0,1.1289358139038086,1.1339796781539917,1.1234692335128784,1.1288082599639893,1.1288082599639893,0
2020-06-15,1.2512356042861938,1.2578458786010742,1.2456247806549072,1.2508755922317505,1.2508755922317505,0.0,1.1254163980484009,1.12920343875885,1.1228764057159424,1.1252011060714722,1.1252011060714722,0
2020-06-16,1.2638230323791504,1.2687134742736816,1.2560290098190308,1.2637752294540405,1.2637752294540405,0.0,1.13379967212677,1.1349835395812988,1.1231664419174194,1.1337740421295166,1.1337740421295166,0
2020-06-17,1.2583839893341064,1.2587324380874634,1.2514234781265259,1.258510708808899,1.258510708808899,0.0,1.12649405002594,1.1296881437301636,1.1210259199142456,1.1265701055526733,1.1265701055526733,0
2020-06-18,1.2551618814468384,1.2563287019729614,1.2404638528823853,1.2552721500396729,1.2552721500396729,0.0,1.1241259574890137,1.1262530088424683,1.1204607486724854,1.1242902278900146,1.1242902278900146,0
