Ticker,USDEUR=X,USDEUR=X,USDEUR=X,USDEUR=X,USDGBP=X,USDGBP=X,USDGBP=X,USDGBP=X,EURGBP=X,EURGBP=X,EURGBP=X,EURGBP=X,EURUSD=X,EURUSD=X,EURUSD=X,EURUSD=X,GBPUSD=X,GBPUSD=X,GBPUSD=X,GBPUSD=X,GBPEUR=X,GBPEUR=X,GBPEUR=X,GBPEUR=X
Price,Open,High,Low,Close,Open,High,Low,Close,Open,High,Low,Close,Open,High,Low,Close,Open,High,Low,Close,Open,High,Low,Close
Datetime,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-09 00:00:00+00:00,0.9462000131607056,0.9466999769210815,0.9462000131607056,0.9466999769210815,0.784500002861023,0.7846999764442444,0.784500002861023,0.7846999764442444,0.8287400007247925,0.8288999795913696,0.8285899758338928,0.8286200165748596,1.056859016418457,1.056859016418457,1.0563008785247803,1.0563008785247803,1.2746973037719727,1.2746973037719727,1.2743724584579468,1.2743724584579468,1.2064399719238281,1.2066199779510498,1.2059999704360962,1.2066199779510498
2024-12-09 00:05:00+00:00,0.9467999935150146,0.9469000101089478,0.9467999935150146,0.9469000101089478,0.7847399711608887,0.7847599983215332,0.7847399711608887,0.7847599983215332,0.8286200165748596,0.8286799788475037,0.8284900188446045,0.8285099864006042,1.0561892986297607,1.0561892986297607,1.0560777187347412,1.0560777187347412,1.2743074893951416,1.2743074893951416,1.2742749452590942,1.2742749452590942,1.2065900564193726,1.2067899703979492,1.2063000202178955,1.2067899703979492
2024-12-09 00:10:00+00:00,0.9469000101089478,0.9469000101089478,0.9466999769210815,0.9466999769210815,0.7847300171852112,0.7847300171852112,0.7845799922943115,0.7845799922943115,0.8285099864006042,0.8285999894142151,0.8284599781036377,0.8285499811172485,1.0560777187347412,1.0563008785247803,1.0560777187347412,1.0563008785247803,1.274323582649231,1.2745672464370728,1.274323582649231,1.2745672464370728,1.2068099975585938,1.2068400382995605,1.2064000368118286,1.206760048866272
2024-12-09 00:15:00+00:00,0.9466999769210815,0.9467999935150146,0.9466999769210815,0.9467999935150146,0.784600019454956,0.7846500277519226,0.7845699787139893,0.7846500277519226,0.8285599946975708,0.8285999894142151,0.8284500241279602,0.8285099864006042,1.0563008785247803,1.0563008785247803,1.0561892986297607,1.0561892986297607,1.274534821510315,1.2745835781097412,1.2744535207748413,1.2744535207748413,1.206760048866272,1.2068599462509155,1.2064000368118286,1.206820011138916
2024-12-09 00:20:00+00:00,0.9467999935150146,0.9467999935150146,0.9466999769210815,0.9466999769210815,0.7846400141716003,0.7846500277519226,0.7846099734306335,0.7846099734306335,0.828499972820282,0.8285999894142151,0.82846999168396,0.828499972820282,1.0561892986297607,1.0563008785247803,1.0561892986297607,1.0563008785247803,1.2744698524475098,1.274518609046936,1.2744535207748413,1.274518609046936,1.2068300247192383,1.2068500518798828,1.2064000368118286,1.206760048866272
2024-12-09 00:25:00+00:00,0.9466999769210815,0.9469000101089478,0.9466000199317932,0.9469000101089478,0.7845799922943115,0.7847200036048889,0.7845799922943115,0.7846999764442444,0.8285099864006042,0.8286100029945374,0.82846999168396,0.8284800052642822,1.0563008785247803,1.0564124584197998,1.0560777187347412,1.0560777187347412,1.2745672464370728,1.2745672464370728,1.2743399143218994,1.2743724584579468,1.2067500352859497,1.2068400382995605,1.2063000202178955,1.206820011138916
2024-12-09 00:30:00+00:00,0.9469000101089478,0.9469000101089478,0.9467999935150146,0.9469000101089478,0.7847700119018555,0.7847700119018555,0.7846800088882446,0.7847300171852112,0.828499972820282,0.8285499811172485,0.8284500241279602,0.828499972820282,1.0560777187347412,1.0561892986297607,1.0560777187347412,1.0560777187347412,1.2742587327957153,1.2744048833847046,1.2742587327957153,1.274323582649231,1.2068599462509155,1.2068599462509155,1.2064000368118286,1.2064000368118286
2024-12-09 00:35:00+00:00,0.9469000101089478,0.9470000267028809,0.9469000101089478,0.9469000101089478,0.7847999930381775,0.784820020198822,0.7847499847412109,0.7847499847412109,0.8285099864006042,0.8285999894142151,0.82846999168396,0.8285199999809265,1.0560777187347412,1.0560777187347412,1.0559661388397217,1.0560777187347412,1.274209976196289,1.2742911577224731,1.2741774320602417,1.2742911577224731,1.2068500518798828,1.2068500518798828,1.2064000368118286,1.206779956817627
