Ticker,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-GBP,BTC-GBP,BTC-GBP,BTC-GBP,BTC-GBP,BTC-GBP,BTC-EUR,BTC-EUR,BTC-EUR,BTC-EUR,BTC-EUR,BTC-EUR
Price,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
Date,,,,,,,,,,,,,,,,,,
2020-01-04,7345.37548828125,7427.3857421875,7309.51416015625,7410.65673828125,7410.65673828125,18444271275.0,5615.517578125,5678.21435546875,5588.1015625,5665.4248046875,5665.4248046875,14100590057,6582.17626953125,6655.66552734375,6550.041015625,6640.67431640625,6640.67431640625,16527874601
2020-01-05,7410.45166015625,7544.4970703125,7400.53564453125,7411.3173828125,7411.3173828125,19725074095.0,5665.26806640625,5764.65966796875,5659.47802734375,5666.796875,5666.796875,15082067804,6640.49072265625,6760.6083984375,6628.50439453125,6640.66650390625,6640.66650390625,17674001715
2020-01-06,7410.4521484375,7781.8671875,7409.29296875,7769.21923828125,7769.21923828125,23276261598.0,5666.13525390625,5908.26611328125,5664.0859375,5898.515625,5898.515625,17671710226,6639.89111328125,6950.91943359375,6637.79296875,6939.71484375,6939.71484375,20791101700
2020-01-07,7768.68212890625,8178.2158203125,7768.2275390625,8163.6923828125,8163.6923828125,28767291327.0,5898.107421875,6239.52880859375,5897.7626953125,6225.82763671875,6225.82763671875,21938626781,6939.2353515625,7335.24609375,6938.82958984375,7320.77490234375,7320.77490234375,25797010963
2020-01-08,8161.935546875,8396.73828125,7956.7744140625,8079.86279296875,8079.86279296875,31672559265.0,6224.48779296875,6401.798828125,6072.9443359375,6165.646484375,6165.646484375,24168949904,7319.19921875,7551.09423828125,7160.52392578125,7270.78564453125,7270.78564453125,28501027543
2020-01-09,8082.2958984375,8082.2958984375,7842.40380859375,7879.0712890625,7879.0712890625,24045990466.0,6167.5029296875,6167.5029296875,6002.57568359375,6028.27783203125,6028.27783203125,18397587305,7272.9755859375,7272.9755859375,7061.7080078125,7092.748046875,7092.748046875,21646224663
2020-01-10,7878.3076171875,8166.55419921875,7726.77490234375,8166.55419921875,8166.55419921875,28714583844.0,6027.69287109375,6250.71337890625,5917.29541015625,6250.71337890625,6250.71337890625,21978257332,7092.060546875,7343.36572265625,6963.044921875,7343.36572265625,7343.36572265625,25820153792
2020-01-11,8162.19091796875,8218.359375,8029.64208984375,8037.53759765625,8037.53759765625,25521165085.0,6247.37353515625,6290.36474609375,6146.15283203125,6152.1962890625,6152.1962890625,19534741955,7339.4423828125,7389.9482421875,7219.60400390625,7226.70263671875,7226.70263671875,22946564430
2020-01-12,8033.26171875,8200.0634765625,8009.05908203125,8192.494140625,8192.494140625,22903438381.0,6148.923828125,6276.59912109375,6130.39794921875,6280.6279296875,6280.6279296875,17558508773,7222.8583984375,7374.1611328125,7201.09716796875,7369.64013671875,7369.64013671875,20603017030
2020-01-13,8189.77197265625,8197.7880859375,8079.70068359375,8144.1943359375,8144.1943359375,22482910688.0,6278.54150390625,6284.53076171875,6217.458984375,6270.76123046875,6270.76123046875,17311099294,7367.19140625,7373.55810546875,7263.31982421875,7313.7470703125,7313.7470703125,20190373251
2020-01-14,8140.93310546875,8879.51171875,8140.93310546875,8827.7646484375,8827.7646484375,44841784107.0,6268.25,6818.57666015625,6268.25,6779.11376953125,6779.11376953125,34435396111,7310.818359375,7980.09716796875,7310.818359375,7933.51171875,7933.51171875,40299311377
2020-01-15,8825.34375,8890.1171875,8657.1875,8807.0107421875,8807.0107421875,40102834650.0,6777.2548828125,6834.34912109375,6645.005859375,6753.8056640625,6753.8056640625,30753540500,7931.33642578125,7973.26171875,7776.3359375,7896.189453125,7896.189453125,35955399490
2020-01-16,8812.4814453125,8846.4609375,8612.095703125,8723.7861328125,8723.7861328125,31313981931.0,6758.00146484375,6780.8125,6600.482421875,6670.84326171875,6670.84326171875,23944956505,7901.0947265625,7929.0654296875,7720.04638671875,7833.05224609375,7833.05224609375,28116699120
2020-01-17,8725.2099609375,8958.1220703125,8677.31640625,8929.0380859375,8929.0380859375,36372139320.0,6671.9326171875,6862.32470703125,6636.7412109375,6860.3134765625,6860.3134765625,27945260222,7834.3310546875,8051.61376953125,7790.625,8051.0009765625,8051.0009765625,32795485000
2020-01-18,8927.2119140625,9012.1982421875,8827.33203125,8942.80859375,8942.80859375,32337772627.0,6858.9111328125,6924.20703125,6782.171875,6870.89404296875,6870.89404296875,24845595776,8049.35498046875,8125.83056640625,7959.146484375,8063.265625,8063.265625,29157288013
2020-01-19,8941.4453125,9164.3623046875,8620.080078125,8706.2451171875,8706.2451171875,34217320471.0,6869.8466796875,7041.1171875,6622.9365234375,6693.30908203125,6693.30908203125,26306070674,8062.03662109375,8263.1845703125,7772.27783203125,7847.591796875,7847.591796875,30842637240
2020-01-20,8704.6318359375,8745.5908203125,8560.4736328125,8657.642578125,8657.642578125,26422375678.0,6692.06884765625,6723.24267578125,6586.0693359375,6657.62353515625,6657.62353515625,20318489828,7846.1376953125,7880.931640625,7722.77197265625,7802.2333984375,7802.2333984375,23811739272
2020-01-21,8658.9912109375,8755.7060546875,8544.5205078125,8745.89453125,8745.89453125,24097418512.0,6658.66015625,6713.47265625,6547.58056640625,6704.2529296875,6704.2529296875,18472117135,7803.4482421875,7896.4912109375,7702.06494140625,7889.4091796875,7889.4091796875,21737558317
2020-01-22,8744.2109375,8792.994140625,8636.7470703125,8680.8759765625,8680.8759765625,22600204051.0,6702.96240234375,6737.68408203125,6576.58935546875,6604.87060546875,6604.87060546875,17195433052,7887.89013671875,7936.46826171875,7788.61865234375,7823.0751953125,7823.0751953125,20366964887
2020-01-23,8680.650390625,8687.7470703125,8333.6376953125,8406.515625,8406.515625,25770680779.0,6604.69921875,6608.638671875,6359.0322265625,6407.404296875,6407.404296875,19642284036,7822.8720703125,7829.36279296875,7541.40869140625,7604.298828125,7604.298828125,23311436253
2020-01-24,8405.5673828125,8514.6669921875,8266.8408203125,8445.4345703125,8445.4345703125,24397913026.0,6406.681640625,6510.11865234375,6312.220703125,6459.642578125,6459.642578125,18661182940,7603.44140625,7719.294921875,7489.09619140625,7660.26220703125,7660.26220703125,22129639052
2020-01-25,8440.119140625,8458.453125,8296.21875,8367.84765625,8367.84765625,19647331549.0,6455.5771484375,6469.60009765625,6345.51220703125,6400.298828125,6400.298828125,15027615187,7655.44189453125,7672.07080078125,7524.6455078125,7589.61279296875,7589.61279296875,17820070773
2020-01-26,8364.41015625,8602.4013671875,8325.498046875,8596.830078125,8596.830078125,22177678796.0,6397.66943359375,6579.54638671875,6367.9072265625,6581.921875,6581.921875,16979718795,7586.49462890625,7797.86181640625,7551.20166015625,7797.02392578125,7797.02392578125,20114378449
2020-01-27,8597.30859375,8977.7265625,8597.30859375,8909.8193359375,8909.8193359375,28647338393.0,6582.28857421875,6877.0107421875,6582.28857421875,6823.26416015625,6823.26416015625,21938532804,7797.4580078125,8148.42724609375,7797.4580078125,8085.50048828125,8085.50048828125,25996943940
2020-01-28,8912.5244140625,9358.58984375,8908.447265625,9358.58984375,9358.58984375,34398744403.0,6825.3359375,7166.91162109375,6821.4560546875,7185.75048828125,7185.75048828125,26412181522,8087.95556640625,8491.0302734375,8084.228515625,8490.75,8490.75,31208880037
2020-01-29,9357.470703125,9406.431640625,9269.4677734375,9316.6298828125,9316.6298828125,30682598115.0,7184.89013671875,7227.83642578125,7122.41845703125,7154.509765625,7154.509765625,23562056888,8489.7333984375,8547.8037109375,8425.353515625,8458.931640625,8458.931640625,27857927450
2020-01-30,9316.0166015625,9553.1259765625,9230.8974609375,9508.9931640625,9508.9931640625,32378792851.0,7154.03955078125,7297.17431640625,7088.39697265625,7266.92529296875,7266.92529296875,24744391557,8458.375,8657.1953125,8379.80859375,8621.291015625,8621.291015625,29356103023
2020-01-31,9508.3134765625,9521.7060546875,9230.7763671875,9350.529296875,9350.529296875,29432489719.0,7266.4052734375,7271.94580078125,7027.01123046875,7081.26806640625,7081.26806640625,22289577654,8620.673828125,8633.064453125,8352.560546875,8427.623046875,8427.623046875,26527473551
2020-02-01,9346.357421875,9439.3232421875,9313.2392578125,9392.875,9392.875,25922656496.0,7078.10888671875,7148.5126953125,7053.02734375,7113.33740234375,7113.33740234375,19631538836,8423.8623046875,8508.2666015625,8394.6181640625,8466.3994140625,8466.3994140625,23365749350
2020-02-02,9389.8203125,9468.7978515625,9217.82421875,9344.365234375,9344.365234375,30835736946.0,7111.02392578125,7170.833984375,6980.7685546875,7089.16796875,7089.16796875,23393747684,8463.646484375,8534.8330078125,8308.6142578125,8426.54296875,8426.54296875,27806989192
2020-02-03,9344.68359375,9540.3720703125,9248.6337890625,9293.521484375,9293.521484375,30934096509.0,7089.40966796875,7239.958984375,7117.52685546875,7151.06689453125,7151.06689453125,23802797372,8426.830078125,8608.7548828125,8359.5908203125,8400.9345703125,8400.9345703125,27963062144
2020-02-04,9292.841796875,9331.265625,9112.8115234375,9180.962890625,9180.962890625,29893183716.0,7150.54443359375,7184.16943359375,6999.2041015625,7045.69140625,7045.69140625,22940746620,8400.3203125,8436.3974609375,8247.3037109375,8311.9482421875,8311.9482421875,27063674305
2020-02-05,9183.416015625,9701.2998046875,9163.7041015625,9613.423828125,9613.423828125,35222060874.0,7047.57373046875,7464.2578125,7032.9228515625,7397.78955078125,7397.78955078125,27104326839,8314.1689453125,8821.392578125,8298.650390625,8739.8720703125,8739.8720703125,32021502647
2020-02-06,9617.8212890625,9824.619140625,9539.818359375,9729.8017578125,9729.8017578125,37628823716.0,7401.1728515625,7583.76123046875,7345.84130859375,7525.37939453125,7525.37939453125,29103486899,8743.869140625,8929.3408203125,8674.95703125,8860.4736328125,8860.4736328125,34266801203
2020-02-07,9726.0029296875,9834.716796875,9726.0029296875,9795.943359375,9795.943359375,34522718159.0,7522.44091796875,7604.71435546875,7522.44091796875,7601.41748046875,7601.41748046875,26788800747,8857.013671875,8976.765625,8857.013671875,8949.7509765625,8949.7509765625,31540576719
2020-02-08,9793.0703125,9876.7490234375,9678.91015625,9865.119140625,9865.119140625,35172043762.0,7599.1875,7664.12060546875,7510.6015625,7655.095703125,7655.095703125,27292661830,8947.125,9022.9140625,8842.177734375,9012.2900390625,9012.2900390625,32131455751
2020-02-09,9863.89453125,10129.435546875,9850.392578125,10116.673828125,10116.673828125,35807884663.0,7654.1455078125,7860.19873046875,7643.66796875,7847.55419921875,7847.55419921875,27776355173,9011.1708984375,9253.755859375,8998.8359375,9238.546875,9238.546875,32699760275
2020-02-10,10115.5595703125,10165.765625,9784.5634765625,9856.611328125,9856.611328125,39386548075.0,7846.6904296875,7878.76318359375,7581.021484375,7630.94921875,7630.94921875,30492907973,9237.529296875,9280.794921875,8931.02734375,9034.0576171875,9034.0576171875,36099661865
2020-02-11,9855.8916015625,10210.052734375,9729.3349609375,10208.236328125,10208.236328125,37648059389.0,7630.39208984375,7884.38623046875,7513.16748046875,7879.24755859375,7879.24755859375,29058729935,9033.3974609375,9354.0927734375,8913.67578125,9349.3046875,9349.3046875,34480314024
2020-02-12,10202.3876953125,10393.611328125,10202.3876953125,10326.0546875,10326.0546875,43444303830.0,7874.7333984375,8016.66552734375,7874.7333984375,7970.1240234375,7970.1240234375,33532312134,9343.9482421875,9524.7373046875,9343.9482421875,9495.3134765625,9495.3134765625,39949166143
2020-02-13,10323.9609375,10457.626953125,10116.1611328125,10214.3798828125,10214.3798828125,49356071373.0,7968.5078125,8073.0791015625,7790.47607421875,7829.36279296875,7829.36279296875,37831626132,9493.3876953125,9616.42578125,9319.048828125,9421.1513671875,9421.1513671875,45523177582
2020-02-14,10211.55078125,10321.99609375,10125.5341796875,10312.1162109375,10312.1162109375,43338264162.0,7827.1943359375,7910.89111328125,7756.3310546875,7903.7626953125,7903.7626953125,33216785920,9418.5419921875,9523.9716796875,9341.4423828125,9521.3623046875,9521.3623046875,40014999389
2020-02-15,10313.8564453125,10341.5556640625,9874.427734375,9889.4248046875,9889.4248046875,43865054831.0,7905.0966796875,7926.32666015625,7568.29443359375,7579.7890625,7579.7890625,33620546735,9522.9697265625,9548.2451171875,9116.9501953125,9130.796875,9130.796875,40500122610
2020-02-16,9889.1796875,10053.96875,9722.38671875,9934.43359375,9934.43359375,43374780305.0,7579.6015625,7705.90478515625,7451.7626953125,7611.60400390625,7611.60400390625,33233062674,9130.5712890625,9282.71875,8976.5732421875,9163.173828125,9163.173828125,40007379236
2020-02-17,9936.560546875,9938.8154296875,9507.6376953125,9690.142578125,9690.142578125,45998298413.0,7613.2333984375,7616.14453125,7308.083984375,7450.4306640625,7450.4306640625,35366573706,9165.1357421875,9170.962890625,8772.70703125,8941.8505859375,8941.8505859375,42446217813
2020-02-18,9691.23046875,10161.935546875,9632.3828125,10141.99609375,10141.99609375,47271023953.0,7451.267578125,7818.04443359375,7410.63525390625,7801.87255859375,7801.87255859375,36363896971,8942.8544921875,9416.83203125,8926.107421875,9395.3125,9395.3125,43790789357
2020-02-19,10143.798828125,10191.67578125,9611.2236328125,9633.38671875,9633.38671875,46992019710.0,7803.2587890625,7887.4091796875,7438.68310546875,7451.8583984375,7451.8583984375,36350441887,9396.9814453125,9429.61328125,8891.3427734375,8911.5087890625,8911.5087890625,43470672713
2020-02-20,9629.3251953125,9643.216796875,9507.900390625,9608.4755859375,9608.4755859375,44925260237.0,7448.71630859375,7459.1728515625,7382.88427734375,7458.55078125,7458.55078125,34873098483,8907.751953125,8920.0908203125,8808.5087890625,8906.8837890625,8906.8837890625,41644907585
2020-02-21,9611.7822265625,9723.0146484375,9589.7431640625,9686.44140625,9686.44140625,40930547513.0,7461.1171875,7497.26123046875,7443.29052734375,7473.53515625,7473.53515625,31579800211,8909.94921875,8956.1708984375,8889.6923828125,8930.47265625,8930.47265625,37736163863
2020-02-22,9687.70703125,9698.2314453125,9600.728515625,9663.181640625,9663.181640625,35838025154.0,7474.51123046875,7482.63134765625,7407.40380859375,7455.58935546875,7455.58935546875,27650684956,8931.6396484375,8940.896484375,8851.0078125,8908.583984375,8908.583984375,33039433770
2020-02-23,9663.318359375,9937.404296875,9657.791015625,9924.515625,9924.515625,41185185761.0,7455.69482421875,7672.42138671875,7451.43017578125,7661.9541015625,7661.9541015625,31795910667,8908.7099609375,9166.609375,8903.6142578125,9157.4296875,9157.4296875,38001900384
2020-02-24,9921.5830078125,9951.74609375,9537.04296875,9650.1748046875,9650.1748046875,45080496648.0,7659.6904296875,7684.59912109375,7373.087890625,7466.24365234375,7466.24365234375,34878329452,9154.724609375,9180.3759765625,8774.880859375,8895.318359375,8895.318359375,41554210040
2020-02-25,9651.3125,9652.7373046875,9305.021484375,9341.705078125,9341.705078125,42515259129.0,7467.1240234375,7468.5927734375,7155.68212890625,7184.44384765625,7184.44384765625,32697295369,8896.3681640625,8896.5322265625,8549.8818359375,8586.521484375,8586.521484375,39078325581
2020-02-26,9338.2900390625,9354.7783203125,8704.4267578125,8820.5224609375,8820.5224609375,50420050762.0,7181.8173828125,7198.20263671875,6742.8232421875,6834.669921875,6834.669921875,39068480533,8583.3828125,8606.4521484375,8000.54296875,8103.85498046875,8103.85498046875,46323421638
2020-02-27,8825.09375,8932.892578125,8577.19921875,8784.494140625,8784.494140625,45470195695.0,6838.2119140625,6935.41796875,6642.07177734375,6815.49365234375,6815.49365234375,35278278681,8108.0546875,8137.1064453125,7871.55322265625,7986.99365234375,7986.99365234375,41342183979
2020-02-28,8788.728515625,8890.4560546875,8492.9326171875,8672.455078125,8672.455078125,44605450443.0,6818.77880859375,6898.7802734375,6593.65771484375,6763.99462890625,6763.99462890625,34789575018,7990.84375,8091.2041015625,7724.5849609375,7864.46875,7864.46875,40449694441
2020-02-29,8671.212890625,8775.6318359375,8599.5087890625,8599.5087890625,8599.5087890625,35792392544.0,6763.025390625,6844.46630859375,6707.1005859375,6707.1005859375,6707.1005859375,27915918641,7863.341796875,7957.734375,7798.02587890625,7798.02587890625,7798.02587890625,32456505767
2020-03-01,8599.7587890625,8726.796875,8471.212890625,8562.4541015625,8562.4541015625,35349164300.0,6707.29541015625,6806.3779296875,6607.03759765625,6699.615234375,6699.615234375,27658635464,7798.25244140625,7913.45068359375,7681.68701171875,7748.16455078125,7748.16455078125,31987458775
2020-03-02,8563.2646484375,8921.30859375,8532.630859375,8869.669921875,8869.669921875,42857674409.0,6700.2490234375,6995.759765625,6676.2802734375,6946.9296875,6946.9296875,33567116324,7748.89794921875,8011.30810546875,7721.177734375,7959.3583984375,7959.3583984375,38459105569
2020-03-03,8865.3876953125,8901.5986328125,8704.990234375,8787.7861328125,8787.7861328125,42386715821.0,6943.57568359375,6959.537109375,6798.04052734375,6854.798828125,6854.798828125,33063206649,7955.515625,8006.142578125,7782.37451171875,7862.4853515625,7862.4853515625,37923648965
2020-03-04,8788.5419921875,8843.3662109375,8712.431640625,8755.24609375,8755.24609375,34746706368.0,6855.38818359375,6902.65380859375,6804.25244140625,6801.72265625,6801.72265625,26993812763,7863.16162109375,7926.5830078125,7824.5390625,7861.05517578125,7861.05517578125,31197955753
2020-03-05,8760.28515625,9142.0546875,8757.25390625,9078.7626953125,9078.7626953125,39698054597.0,6805.6376953125,7061.01171875,6803.283203125,7010.43896484375,7010.43896484375,30654043799,7865.57958984375,8161.13037109375,7862.8583984375,8089.7861328125,8089.7861328125,35373626416
2020-03-06,9078.30859375,9167.6953125,9032.0791015625,9122.5458984375,9122.5458984375,40826885651.0,7010.08837890625,7044.33837890625,6970.625,6991.33642578125,6991.33642578125,31288908625,8089.38134765625,8091.16064453125,8044.33154296875,8082.73974609375,8082.73974609375,36173355571
2020-03-07,9121.6005859375,9163.220703125,8890.744140625,8909.9541015625,8909.9541015625,36216930370.0,6990.6123046875,7022.1611328125,6813.3505859375,6828.07177734375,6828.07177734375,27754554853,8081.90234375,8118.7421875,7877.32373046875,7894.34375,7894.34375,32088707345
2020-03-08,8908.2060546875,8914.34375,8105.2529296875,8108.1162109375,8108.1162109375,39973102121.0,6826.732421875,6831.4365234375,6186.974609375,6191.5361328125,6191.5361328125,30524340188,7892.79541015625,7898.23388671875,7117.15771484375,7121.0341796875,7121.0341796875,35106776668
2020-03-09,8111.146484375,8177.79345703125,7690.09814453125,7923.64453125,7923.64453125,46936995808.0,6193.849609375,6248.970703125,5853.84130859375,6061.294921875,6061.294921875,35905065124,7123.6953125,7184.40380859375,6733.99609375,6952.2060546875,6952.2060546875,41182520122
2020-03-10,7922.14697265625,8136.9453125,7814.76318359375,7909.7294921875,7909.7294921875,42213940994.0,6060.1494140625,6248.02685546875,6039.4755859375,6127.224609375,6127.224609375,32700776107,6950.8916015625,7151.21142578125,6885.314453125,6989.2109375,6989.2109375,37301166969
2020-03-11,7910.08984375,7950.814453125,7642.8125,7911.43017578125,7911.43017578125,38682762605.0,6127.50341796875,6159.70263671875,5948.58447265625,6172.64013671875,6172.64013671875,30180987674,6989.529296875,7026.16650390625,6775.3837890625,7024.82763671875,7024.82763671875,34347740131
2020-03-12,7913.6162109375,7929.1162109375,4860.35400390625,4970.7880859375,4970.7880859375,53980357243.0,6174.34619140625,6185.7490234375,3866.912109375,3954.907958984375,3954.907958984375,42948391633,7026.76904296875,7037.55810546875,4344.84033203125,4444.2373046875,4444.2373046875,48262271981
2020-03-13,5017.8310546875,5838.11474609375,4106.98095703125,5563.70703125,5563.70703125,74156772075.0,3992.336669921875,4683.5517578125,3274.499755859375,4534.39892578125,4534.39892578125,60437472614,4486.296875,5254.10498046875,3672.950927734375,4993.67724609375,4993.67724609375,66559039992
2020-03-14,5573.07763671875,5625.2265625,5125.0693359375,5200.3662109375,5200.3662109375,36154506008.0,4542.0361328125,4584.537109375,4176.9111328125,4238.27783203125,4238.27783203125,29465777778,5002.087890625,5047.5380859375,4598.7451171875,4666.3095703125,4666.3095703125,32441582859
2020-03-15,5201.06689453125,5836.64501953125,5169.283203125,5392.31494140625,5392.31494140625,33997889639.0,4238.8486328125,4701.3359375,4212.9453125,4351.603515625,4351.603515625,27436330936,4666.93798828125,5213.880859375,4638.41845703125,4834.8359375,4834.8359375,30483051816
2020-03-16,5385.2294921875,5385.2294921875,4575.35791015625,5014.47998046875,5014.47998046875,45368026430.0,4345.8857421875,4345.8857421875,3723.0830078125,4087.799072265625,4087.799072265625,36983969777,4828.48291015625,4828.48291015625,4098.80712890625,4493.08935546875,4493.08935546875,40650795146
2020-03-17,5002.578125,5371.3486328125,4981.9091796875,5225.62939453125,5225.62939453125,38622642935.0,4078.0966796875,4396.53466796875,4064.78466796875,4311.25927734375,4311.25927734375,31864530120,4482.42529296875,4825.00732421875,4462.7744140625,4744.93408203125,4744.93408203125,35069823257
2020-03-18,5227.11376953125,5331.833984375,5069.3359375,5238.4384765625,5238.4384765625,37878801016.0,4312.48388671875,4608.3359375,4276.4765625,4506.921875,4506.921875,32589253727,4746.28173828125,4885.96435546875,4641.39794921875,4780.4208984375,4780.4208984375,34566905928
2020-03-19,5245.41650390625,6329.73583984375,5236.96875,6191.19287109375,6191.19287109375,51000731797.0,4512.92578125,5527.56201171875,4549.1767578125,5390.021484375,5390.021484375,44400982099,4786.7890625,5934.07666015625,4804.69384765625,5808.23046875,5808.23046875,47846030531
2020-03-20,6191.65380859375,6844.26171875,5865.78173828125,6198.7783203125,6198.7783203125,54442976103.0,5390.4228515625,5807.23291015625,5065.9765625,5320.8388671875,5320.8388671875,46732162954,5808.66259765625,6377.57861328125,5498.05029296875,5759.60693359375,5759.60693359375,50585800132
