Ticker,GBPUSD=X,GBPUSD=X,GBPUSD=X,GBPUSD=X,GBPUSD=X,GBPUSD=X,GBPEUR=X,GBPEUR=X,GBPEUR=X,GBPEUR=X,GBPEUR=X,GBPEUR=X
Price,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
Datetime,,,,,,,,,,,,
2024-12-11 00:00:00+00:00,1.2779879570007324,1.2779879570007324,1.2774654626846313,1.2774654626846313,1.2774654626846313,0,1.213379979133606,1.213379979133606,1.2127000093460083,1.2130600214004517,1.2130600214004517,0
2024-12-11 00:05:00+00:00,1.2774817943572998,1.2775144577026367,1.2773023843765259,1.2773023843765259,1.2773023843765259,0,1.2130399942398071,1.213089942932129,1.2127000093460083,1.2130600214004517,1.2130600214004517,0
2024-12-11 00:10:00+00:00,1.2772860527038574,1.2773349285125732,1.2772045135498047,1.2772860527038574,1.2772860527038574,0,1.2130099534988403,1.2130299806594849,1.2125999927520752,1.2130299806594849,1.2130299806594849,0
2024-12-11 00:15:00+00:00,1.2775307893753052,1.2775307893753052,1.277432918548584,1.2774654626846313,1.2774654626846313,0,1.213070034980774,1.2132200002670288,1.2127000093460083,1.213189959526062,1.213189959526062,0
2024-12-11 00:20:00+00:00,1.2775959968566895,1.277612328529358,1.2774817943572998,1.277612328529358,1.277612328529358,0,1.213170051574707,1.2132200002670288,1.2128000259399414,1.213189959526062,1.213189959526062,0
2024-12-11 00:25:00+00:00,1.2776451110839844,1.2776451110839844,1.277269721031189,1.277269721031189,1.277269721031189,0,1.2131799459457397,1.213189959526062,1.2125999927520752,1.2130000591278076,1.2130000591278076,0
2024-12-11 00:30:00+00:00,1.2772371768951416,1.2774654626846313,1.2772371768951416,1.2774654626846313,1.2774654626846313,0,1.2130000591278076,1.213089942932129,1.2125999927520752,1.213089942932129,1.213089942932129,0
2024-12-11 00:35:00+00:00,1.277269721031189,1.2774817943572998,1.277269721031189,1.2774817943572998,1.2774817943572998,0,1.2130000591278076,1.2130000591278076,1.2125999927520752,1.212980031967163,1.212980031967163,0
2024-12-11 00:40:00+00:00,1.2775959968566895,1.2775959968566895,1.2775307893753052,1.2775307893753052,1.2775307893753052,0,1.2130299806594849,1.2130399942398071,1.2127000093460083,1.2130199670791626,1.2130199670791626,0
2024-12-11 00:45:00+00:00,1.2775797843933105,1.2776451110839844,1.2775797843933105,1.2776451110839844,1.2776451110839844,0,1.212980031967163,1.213129997253418,1.2127000093460083,1.2130500078201294,1.2130500078201294,0
2024-12-11 00:50:00+00:00,1.277612328529358,1.2778246402740479,1.277612328529358,1.277791976928711,1.277791976928711,0,1.2130399942398071,1.2130999565124512,1.2127000093460083,1.2130999565124512,1.2130999565124512,0
2024-12-11 00:55:00+00:00,1.2775959968566895,1.2776451110839844,1.277563452720642,1.277563452720642,1.277563452720642,0,1.2130299806594849,1.2131999731063843,1.2128000259399414,1.2131999731063843,1.2131999731063843,0
2024-12-11 01:00:00+00:00,1.2776614427566528,1.2776614427566528,1.277563452720642,1.2776451110839844,1.2776451110839844,0,1.213129997253418,1.2131500244140625,1.2127000093460083,1.213070034980774,1.213070034980774,0
2024-12-11 01:05:00+00:00,1.2774492502212524,1.2774981260299683,1.2773839235305786,1.277400255203247,1.277400255203247,0,1.2130099534988403,1.2130099534988403,1.2125999927520752,1.2130000591278076,1.2130000591278076,0
2024-12-11 01:10:00+00:00,1.2774817943572998,1.2775307893753052,1.2773675918579102,1.2775144577026367,1.2775144577026367,0,1.2130299806594849,1.213089942932129,1.2125999927520752,1.2130299806594849,1.2130299806594849,0
2024-12-11 01:15:00+00:00,1.2776286602020264,1.2776451110839844,1.2775144577026367,1.2775144577026367,1.2775144577026367,0,1.2129600048065186,1.2130399942398071,1.2125999927520752,1.212980031967163,1.212980031967163,0
2024-12-11 01:20:00+00:00,1.2774817943572998,1.277726650238037,1.2774817943572998,1.277726650238037,1.277726650238037,0,1.2129700183868408,1.2130099534988403,1.212499976158142,1.2130000591278076,1.2130000591278076,0
2024-12-11 01:25:00+00:00,1.2778083086013794,1.2778083086013794,1.2776776552200317,1.2777756452560425,1.2777756452560425,0,1.2129100561141968,1.2129700183868408,1.212499976158142,1.212939977645874,1.212939977645874,0
2024-12-11 01:30:00+00:00,1.2777429819107056,1.2779226303100586,1.2775959968566895,1.2779226303100586,1.2779226303100586,0,1.2128599882125854,1.2129000425338745,1.212399959564209,1.2128900289535522,1.2128900289535522,0
2024-12-11 01:35:00+00:00,1.2778409719467163,1.2779226303100586,1.2777756452560425,1.2778246402740479,1.2778246402740479,0,1.2128499746322632,1.2129000425338745,1.212499976158142,1.2127699851989746,1.2127699851989746,0
2024-12-11 01:40:00+00:00,1.2778573036193848,1.277955174446106,1.277791976928711,1.2778736352920532,1.2778736352920532,0,1.2127599716186523,1.2129000425338745,1.212399959564209,1.212499976158142,1.212499976158142,0
2024-12-11 01:45:00+00:00,1.2778736352920532,1.2778736352920532,1.2776939868927002,1.2777756452560425,1.2777756452560425,0,1.2127900123596191,1.2129100561141968,1.212499976158142,1.2129100561141968,1.2129100561141968,0
2024-12-11 01:50:00+00:00,1.277791976928711,1.277791976928711,1.2776286602020264,1.2776614427566528,1.2776614427566528,0,1.2129000425338745,1.2129000425338745,1.212499976158142,1.21288001537323,1.21288001537323,0
2024-12-11 01:55:00+00:00,1.277726650238037,1.277955174446106,1.2776451110839844,1.277955174446106,1.277955174446106,0,1.212839961051941,1.21288001537323,1.212399959564209,1.21288001537323,1.21288001537323,0
2024-12-11 02:00:00+00:00,1.277971625328064,1.2780859470367432,1.277726650238037,1.277726650238037,1.277726650238037,0,1.21288001537323,1.2129700183868408,1.212499976158142,1.2128499746322632,1.2128499746322632,0
2024-12-11 02:05:00+00:00,1.2777756452560425,1.277791976928711,1.2777103185653687,1.277759313583374,1.277759313583374,0,1.2128599882125854,1.2128599882125854,1.212399959564209,1.2128100395202637,1.2128100395202637,0
2024-12-11 02:10:00+00:00,1.2777756452560425,1.2779062986373901,1.2776939868927002,1.2779062986373901,1.2779062986373901,0,1.212820053100586,1.212839961051941,1.212399959564209,1.2127200365066528,1.2127200365066528,0
2024-12-11 02:15:00+00:00,1.2778246402740479,1.2778736352920532,1.277791976928711,1.2778736352920532,1.2778736352920532,0,1.21274995803833,1.212820053100586,1.212399959564209,1.2128100395202637,1.2128100395202637,0
2024-12-11 02:20:00+00:00,1.2778246402740479,1.2779879570007324,1.2778246402740479,1.2779879570007324,1.2779879570007324,0,1.212730050086975,1.2127599716186523,1.2122000455856323,1.2125999927520752,1.2125999927520752,0
2024-12-11 02:25:00+00:00,1.2781022787094116,1.27811861038208,1.2780532836914062,1.27811861038208,1.27811861038208,0,1.212630033493042,1.2126699686050415,1.2122000455856323,1.2125300168991089,1.2125300168991089,0
2024-12-11 02:30:00+00:00,1.277971625328064,1.2779879570007324,1.277791976928711,1.277791976928711,1.277791976928711,0,1.2125699520111084,1.2126200199127197,1.2121000289916992,1.2126100063323975,1.2126100063323975,0
2024-12-11 02:35:00+00:00,1.2776939868927002,1.277759313583374,1.2776939868927002,1.2777103185653687,1.2777103185653687,0,1.2126200199127197,1.2127100229263306,1.2122000455856323,1.2125600576400757,1.2125600576400757,0
2024-12-11 02:40:00+00:00,1.2778246402740479,1.2778409719467163,1.2776286602020264,1.2776286602020264,1.2776286602020264,0,1.2125300168991089,1.212630033493042,1.2121000289916992,1.2126200199127197,1.2126200199127197,0
2024-12-11 02:45:00+00:00,1.2775797843933105,1.2777103185653687,1.2775471210479736,1.2777103185653687,1.2777103185653687,0,1.212630033493042,1.2126599550247192,1.2122000455856323,1.212630033493042,1.212630033493042,0
2024-12-11 02:50:00+00:00,1.2776939868927002,1.277971625328064,1.2776939868927002,1.277971625328064,1.277971625328064,0,1.2125999927520752,1.2126599550247192,1.2122000455856323,1.2126599550247192,1.2126599550247192,0
2024-12-11 02:55:00+00:00,1.2779879570007324,1.2780532836914062,1.2777756452560425,1.2778409719467163,1.2778409719467163,0,1.2126599550247192,1.2126599550247192,1.2121000289916992,1.212630033493042,1.212630033493042,0
2024-12-11 03:00:00+00:00,1.2779879570007324,1.2779879570007324,1.2778573036193848,1.2778573036193848,1.2778573036193848,0,1.212649941444397,1.2127900123596191,1.2122999429702759,1.2127799987792969,1.2127799987792969,0
2024-12-11 03:05:00+00:00,1.2778409719467163,1.2779226303100586,1.2777756452560425,1.2777756452560425,1.2777756452560425,0,1.2127900123596191,1.21288001537323,1.212399959564209,1.2128499746322632,1.2128499746322632,0
2024-12-11 03:10:00+00:00,1.2778573036193848,1.277971625328064,1.277791976928711,1.277971625328064,1.277971625328064,0,1.2128599882125854,1.2129700183868408,1.212499976158142,1.2129700183868408,1.2129700183868408,0
2024-12-11 03:15:00+00:00,1.2778573036193848,1.2780696153640747,1.2778573036193848,1.2780696153640747,1.2780696153640747,0,1.2130600214004517,1.2130600214004517,1.2125999927520752,1.2130399942398071,1.2130399942398071,0
2024-12-11 03:20:00+00:00,1.277971625328064,1.277971625328064,1.2775471210479736,1.277612328529358,1.277612328529358,0,1.212980031967163,1.2130399942398071,1.2125999927520752,1.2130399942398071,1.2130399942398071,0
2024-12-11 03:25:00+00:00,1.2776776552200317,1.2776776552200317,1.2774817943572998,1.2776286602020264,1.2776286602020264,0,1.2131199836730957,1.2132500410079956,1.2125999927520752,1.212980031967163,1.212980031967163,0
2024-12-11 03:30:00+00:00,1.2775144577026367,1.2775797843933105,1.2775144577026367,1.2775797843933105,1.2775797843933105,0,1.2130399942398071,1.2131999731063843,1.2127000093460083,1.2130800485610962,1.2130800485610962,0
2024-12-11 03:35:00+00:00,1.2775797843933105,1.2775959968566895,1.277563452720642,1.2775959968566895,1.2775959968566895,0,1.2130800485610962,1.2130999565124512,1.2127000093460083,1.2130399942398071,1.2130399942398071,0
2024-12-11 03:40:00+00:00,1.2775797843933105,1.2776939868927002,1.2774654626846313,1.2776939868927002,1.2776939868927002,0,1.213070034980774,1.213089942932129,1.2125999927520752,1.213089942932129,1.213089942932129,0
2024-12-11 03:45:00+00:00,1.2776776552200317,1.2776776552200317,1.2775797843933105,1.2776286602020264,1.2776286602020264,0,1.2130600214004517,1.2131199836730957,1.2127000093460083,1.2131199836730957,1.2131199836730957,0
2024-12-11 03:50:00+00:00,1.2776451110839844,1.2776451110839844,1.2774654626846313,1.2774654626846313,1.2774654626846313,0,1.2127000093460083,1.213129997253418,1.2127000093460083,1.213070034980774,1.213070034980774,0
2024-12-11 03:55:00+00:00,1.2773675918579102,1.277400255203247,1.2773512601852417,1.277400255203247,1.277400255203247,0,1.2131500244140625,1.213189959526062,1.2128000259399414,1.2131099700927734,1.2131099700927734,0
2024-12-11 04:00:00+00:00,1.2773675918579102,1.2774165868759155,1.2772860527038574,1.2773023843765259,1.2773023843765259,0,1.2127000093460083,1.213189959526062,1.2127000093460083,1.213089942932129,1.213089942932129,0
2024-12-11 04:05:00+00:00,1.2773349285125732,1.2774981260299683,1.2773349285125732,1.2774654626846313,1.2774654626846313,0,1.2130999565124512,1.2131099700927734,1.2125999927520752,1.213070034980774,1.213070034980774,0
