Ticker,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-EUR,BTC-EUR,BTC-EUR,BTC-EUR,BTC-EUR,BTC-GBP,BTC-GBP,BTC-GBP,BTC-GBP
Price,Open,High,Low,Close,Open,High,Low,Close,Volume,Open,High,Low,Close
Datetime,,,,,,,,,,,,,
2024-12-10 00:00:00+00:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0
2024-12-10 00:05:00+00:00,99.7207705062293,99.75495123170136,99.85855725021027,99.85855725021027,99.73434355817417,99.76673402150902,99.87155866233816,99.88036841543044,inf,99.73487157726969,99.76640044177651,99.8798286567429,99.87027488267952
2024-12-10 00:10:00+00:00,99.69857429234025,99.72695528429524,99.83063182715738,99.87638421043879,99.72414163286344,99.73989196984175,99.84874442869803,99.89356002095737,inf,99.72628077819958,99.73776677881519,99.84667476275813,99.88288178403118
2024-12-10 00:15:00+00:00,99.9017173789055,99.98982038473973,100.05140816516554,100.1396431828266,99.91922276399197,100.00289498002846,100.05669222606896,100.15369576902143,inf,99.91470563780393,100.00358943417838,100.0614939695658,100.1428338368413
2024-12-10 00:20:00+00:00,100.07394459690249,100.1044994862062,100.19302765813916,100.25449411722363,100.09084370006983,100.10586992753154,100.19895266474657,100.26010183648175,inf,100.09000907454289,100.10207900845715,100.19725389071752,100.2477240753821
2024-12-10 00:25:00+00:00,100.13591270398337,100.14535431719167,100.27866776450962,100.27866776450962,100.12446348879092,100.15655747259102,100.26221532228008,100.28924884149558,inf,100.1126621935194,100.14446705594813,100.25974135046451,100.27356259050009
2024-12-10 00:30:00+00:00,100.20236497570609,100.36610517010547,100.35250624646564,100.51649178598103,100.21748303517184,100.36133075290728,100.35536284550719,100.49898350031962,inf,100.20478828640455,100.35548692566496,100.34764986824989,100.49560176857109
2024-12-10 00:35:00+00:00,100.48416143313581,100.74360124144779,100.63472494221502,100.85309114589755,100.49699038970171,100.7430702685297,100.63525474792094,100.8555383548474,inf,100.48223018780203,100.7342284761778,100.62985229054281,100.84485697311678
2024-12-10 00:40:00+00:00,100.65608382419828,100.65608382419828,100.57981404849623,100.67215432829195,100.70889411468285,100.69135847615023,100.59127100800083,100.6859634873993,inf,100.70886364898486,100.70065550635564,100.58276904968773,100.6731839533297
2024-12-10 00:45:00+00:00,100.52824903397939,100.64365811573637,100.57717093451915,100.79446061153622,100.5506330442816,100.65045630218106,100.58640464972903,100.80552724880418,inf,100.53387725364018,100.64930921288106,100.58012657064907,100.79575048084935
2024-12-10 00:50:00+00:00,100.63790651278791,100.63790651278791,100.71928048813896,100.73083306533978,100.65595416533182,100.6384277448114,100.72958918779973,100.75475313215851,inf,100.64379857317054,100.63559573358422,100.72519662143691,100.73956732827807
2024-12-10 00:55:00+00:00,100.35740155894912,100.50999150495463,100.50777513350337,100.66059371731004,100.61197159106688,100.59445282888223,100.53545201346846,100.6614538912693,inf,100.59820597524846,100.59000685162648,100.53930129371882,100.65703360123254
2024-12-10 01:00:00+00:00,100.51360931936158,100.51360931936158,100.59854079220634,100.59854079220634,100.52199145645903,100.54280029047993,100.65123573283795,100.69770537278156,inf,100.51372978439241,100.52894556536145,100.648421338981,100.67521170838056
2024-12-10 01:05:00+00:00,100.5047853817837,100.5047853817837,100.52299111487912,100.52299111487912,100.4908607681872,100.54359598674505,100.54781290259788,100.54685817667594,inf,100.4759404956257,100.53323038849744,100.53389342963975,100.52427709252288
2024-12-10 01:10:00+00:00,100.44286540527143,100.44286540527143,100.43841146761193,100.43841146761193,100.42142841177781,100.46427184099483,100.47519055946843,100.47423652311329,inf,100.39382677451391,100.44823954104329,100.45634998467258,100.44674106479465
2024-12-10 01:15:00+00:00,100.30450606405054,100.52039572953508,100.45480038102616,100.67101353137782,100.35202992068066,100.55624247844828,100.49009484142285,100.71116827096711,inf,100.32610264184459,100.54013314653277,100.47349537192329,100.686415567096
2024-12-10 01:20:00+00:00,100.4560531810696,100.64418755199105,100.60657457329174,100.79499084108787,100.51033332272222,100.680616576571,100.64861603822821,100.83573399076589,inf,100.49190506389765,100.66869829322916,100.63954138035116,100.81516777163955
2024-12-10 01:25:00+00:00,100.56383356770246,100.71562133756456,100.71451645595533,100.86653166165345,100.69963195178664,100.75536970122367,100.75851604219591,100.910602286658,inf,100.68460486875355,100.7490054915275,100.75073034331025,100.8955918141372
2024-12-10 01:30:00+00:00,100.66649607054016,100.66649607054016,100.6058836681184,100.6058836681184,100.71462581877859,100.69708918222993,100.64558940076647,100.65005112171038,inf,100.7044864323158,100.69627864644583,100.65257965870846,100.65052020622065
2024-12-10 01:35:00+00:00,100.3391279864015,100.3391279864015,100.41230167908435,100.41230167908435,100.39980540991591,100.38356792406147,100.47429189400358,100.47333786618151,inf,100.40090395660502,100.39668872140469,100.47913880583914,100.46952770614921
2024-12-10 01:40:00+00:00,100.2181197151633,100.3903549549217,100.36828459251738,100.54077790620224,100.3359354310411,100.43050553885016,100.43638686293521,100.5852376099795,inf,100.33365027245618,100.43489420884167,100.43661332921734,100.58102351038605
2024-12-10 01:45:00+00:00,100.48642356986034,100.61846176307085,100.63699046848112,100.76922650514697,100.5477206274294,100.6466979070564,100.67448234325833,100.80176306316542,inf,100.54278509410453,100.65989344186855,100.68382850966537,100.80635010952437
2024-12-10 01:50:00+00:00,100.50885241483097,100.59872020818075,100.6594529203959,100.74612938452641,100.54407164003611,100.60985886295173,100.68240077292012,100.73762778308118,inf,100.55215315594765,100.63040076901837,100.69987798506672,100.7358600185386
2024-12-10 01:55:00+00:00,100.60634890330489,100.63959910445055,100.69917996786326,100.79039551830702,100.60993967233279,100.6353465379975,100.70013669888638,100.7903942051888,inf,100.6120637523199,100.65140560606216,100.71933810201791,100.7978499242101
2024-12-10 02:00:00+00:00,100.61640819214365,100.61640819214365,100.62547806018571,100.62547806018571,100.62638974775085,100.60886847504726,100.5869302842462,100.58597518689521,inf,100.63025783749337,100.6220561015268,100.62227308709868,100.61264829623002
2024-12-10 02:05:00+00:00,100.42471215914533,100.42471215914533,100.52800419427643,100.53004477467213,100.38602222783635,100.36854280841673,100.45143527048303,100.45048145969015,inf,100.41778896763446,100.40960454866187,100.49390801038842,100.48429549798439
2024-12-10 02:10:00+00:00,100.37278729738033,100.4448227150614,100.52318392562518,100.59532727977216,100.32655473955205,100.39277768508764,100.4581583055171,100.54745162936676,inf,100.35480000159542,100.42740855123893,100.50223489201018,100.57352696141008
2024-12-10 02:15:00+00:00,100.45718424943186,100.56584702982249,100.6077073364248,100.71653293500775,100.41498553612513,100.51309711819975,100.5531370715782,100.6527555704013,inf,100.44847039288484,100.54673934163027,100.5960428978818,100.68314862840293
2024-12-10 02:20:00+00:00,100.36722019494484,100.36722019494484,100.43140601050547,100.43140601050547,100.32929782984306,100.31809227926603,100.38180565291097,100.38085250326823,inf,100.35941244252473,100.35372800065447,100.42091208748778,100.41130655733994
2024-12-10 02:25:00+00:00,100.2258125843789,100.2258125843789,100.2822026281872,100.2822026281872,100.26505533253368,100.24759697611718,100.26802273589715,100.26707066665084,inf,100.28305660221828,100.27488316442881,100.30087389239928,100.29127984422746
2024-12-10 02:30:00+00:00,100.10862267158348,100.10862267158348,100.06352310704234,100.06352310704234,100.1057698364373,100.09213993453112,100.0427205214837,100.04198253892626,inf,100.12546657499057,100.11883992759773,100.07450152142268,100.07105335627769
2024-12-10 02:35:00+00:00,99.93893033019977,100.03041049759788,100.03080151668146,100.03080151668146,99.9413537455374,100.00021162134712,100.00620587849296,100.00525629526136,inf,99.96873562766986,100.03984169674906,100.04675549151698,100.03718575045319
2024-12-10 02:40:00+00:00,99.90750909066115,100.0661634883111,100.0572085551092,100.16408194488842,99.87334373224188,100.0382865341189,100.01075007367362,100.12264971539705,inf,99.90838526420237,100.07981633550472,100.05516431047326,100.16319331684707
2024-12-10 02:45:00+00:00,100.04612512824791,100.31154114882854,100.1960322922651,100.46184600703808,100.01655167135475,100.26401032779893,100.14632986719758,100.41848588176047,inf,100.0602685463335,100.31870289506786,100.20075671176873,100.46466314226453
2024-12-10 02:50:00+00:00,100.05489291349573,100.05489291349573,100.06333833007737,100.06333833007737,100.29449275519376,100.27702927307305,100.06069383078027,100.05974373017233,inf,100.33506161801769,100.32688394162822,100.10939658376623,100.0998208509136
2024-12-10 02:55:00+00:00,99.91091833927076,99.91091833927076,99.64885949631889,99.64885949631889,99.92311727489897,99.91228718405038,99.64391652652573,99.64297038331958,inf,99.95655510184545,99.95308169797622,99.68888394078431,99.67934843109622
2024-12-10 03:00:00+00:00,99.36561504048181,99.5129266674635,99.51450254144648,99.66203489729895,99.36435655568101,99.4964427721279,99.50106262952228,99.64973574399468,inf,99.40196788616127,99.55200589035353,99.54800293622438,99.69685061989394
2024-12-10 03:05:00+00:00,99.38566944406787,99.38566944406787,99.19199443355376,99.19199443355376,99.40832219728982,99.39101301699836,99.18999720905028,99.18905537591837,inf,99.44585255141108,99.4377473488296,99.24965885902877,99.24016536240028
2024-12-10 03:10:00+00:00,98.95231784785767,98.95231784785767,98.95756066770039,98.95756066770039,99.04765662198929,99.03041024152513,98.96048991849952,98.95955026459512,inf,99.09686156632971,99.08878480779654,99.00652006097367,98.99704982122472
2024-12-10 03:15:00+00:00,98.69643167986113,99.06360374423737,98.84431648952045,99.10851541429525,98.71382084030677,99.06611499520932,98.84963190323441,99.07216215162208,inf,98.7475126312871,99.1095748923681,98.89258619730776,99.10505338065173
2024-12-10 03:20:00+00:00,98.9091126407719,98.9091126407719,98.6999655109778,98.6999655109778,98.9021543079725,98.88493326266872,98.6900679153708,98.68913082918905,inf,98.93686816079071,98.92880444230828,98.73470319583258,98.72525895609736
2024-12-10 03:25:00+00:00,98.4738518653403,98.4738518653403,98.50844016990162,98.50844016990162,98.5588447051923,98.54168343765842,98.51623549375901,98.51530005815836,inf,98.59726569183597,98.58922965220326,98.56482661701537,98.5553986264315
2024-12-10 03:30:00+00:00,98.58897216368565,98.6563148509276,98.66793482579027,98.66793482579027,98.6003127800238,98.66536341776263,98.68209861785252,98.6916741978639,inf,98.64452531386331,98.72360334195753,98.74039784058252,98.74340633968399
2024-12-10 03:35:00+00:00,98.8264243239059,98.82730671766367,98.85549951279134,98.94228041607595,98.83997759470942,98.82276737574209,98.83307441594374,98.92390071366925,inf,98.88147796107202,98.87455387730475,98.88941112559468,98.9767108235932
2024-12-10 03:40:00+00:00,98.8145440952215,99.24845721473213,98.96260588222205,99.39716916869405,98.8051979190443,99.221013356439,98.94113469910137,99.37388197752,inf,98.84575455493882,99.27224477691308,98.99097245174634,99.4166824636978
2024-12-10 03:45:00+00:00,99.21813495651001,99.5035331848238,99.3668014761912,99.65262733964794,99.20943968486296,99.46457259725334,99.34593262315023,99.61781646712527,inf,99.25089254822839,99.51278799840469,99.39670564801216,99.65757566726711
2024-12-10 03:50:00+00:00,99.4508382339611,99.53407203060462,99.56142785676636,99.68321194424009,99.43666746363034,99.5041288594549,99.52380903935375,99.6574336731839,inf,99.4875997440351,99.54752676736172,99.57361859543225,99.6923649799329
2024-12-10 03:55:00+00:00,99.56046362572386,99.56046362572386,99.5269308007856,99.5269308007856,99.53364925154273,99.53891940891957,99.49311028795616,99.49216557669189,inf,99.56807712246685,99.58344156176179,99.54254386131123,99.53302234944508
2024-12-10 04:00:00+00:00,99.55932453560018,99.55932453560018,99.37228051489146,99.44872194191913,99.53641774081792,99.51908625626854,99.31648861221296,99.31554557801444,inf,99.5725157019864,99.5644001758925,99.36734135574947,99.35783660247388
2024-12-10 04:05:00+00:00,99.14589899479307,99.14589899479307,99.29034398160135,99.2939511493087,99.24910443181794,99.23182297484931,99.23944076556802,99.24323760658834,inf,99.28322054330054,99.27512859582562,99.28623363673022,99.28509345032046
2024-12-10 04:10:00+00:00,99.09159166988205,99.09159166988205,99.08306439581668,99.08306439581668,99.11148426922381,99.09422677495924,99.04584618170608,99.04490571732323,inf,99.15258926172615,99.14450796118093,99.09507383526848,99.085595125113
2024-12-10 04:15:00+00:00,98.97903031343428,98.97903031343428,98.92212365933266,98.93325044613594,98.94622154551803,98.92899282713677,98.8648074804235,98.886063865683,inf,98.98874022374736,98.9806722775011,98.9087585787109,98.9188788398947
2024-12-10 04:20:00+00:00,98.64302279223077,99.06979654406473,98.7908275750538,99.21824079635981,98.62344278828017,99.01218541111213,98.7591295085453,99.16473229349117,inf,98.65647061542747,99.06058064977962,98.80141042830796,99.20471037257131
2024-12-10 04:25:00+00:00,99.03364246527981,99.13906445405095,99.18203254500784,99.28761249603232,99.03497406255735,99.09124714639195,99.13419517047005,99.24391583823497,inf,99.0646051612498,99.13060018202829,99.17318059941053,99.27483178082058
2024-12-10 04:30:00+00:00,99.10792397616254,99.20138551863495,99.25642535785876,99.35002694128488,99.0622102399222,99.1411897843096,99.19850061906182,99.28555078344233,inf,99.1008399244705,99.17989098755459,99.2464325764816,99.31329767966447
2024-12-10 04:35:00+00:00,99.22650165368611,99.4680850210451,99.37518070986329,99.61712606103151,99.1798921999381,99.40216122956404,99.31634448661954,99.55530894299294,inf,99.2051158617548,99.44322865002505,99.35086170934186,99.58791511243851
2024-12-10 04:40:00+00:00,99.51628778550452,99.6983015524515,99.66540105157374,99.84768754440171,99.4177960183875,99.63949033791951,99.55457561456001,99.79300370144921,inf,99.44943205102362,99.68355711904445,99.59553683241941,99.82859325107817
2024-12-10 04:45:00+00:00,99.69758761568383,99.69758761568383,99.50831653001072,99.58316726838348,99.64854578962733,99.63119478111284,99.45181406645445,99.53114694058182,inf,99.68309155858879,99.67496702015606,99.49474366877897,99.56793455635639
2024-12-10 04:50:00+00:00,99.37492028374575,99.60966108860116,99.52382172750556,99.73570466985217,99.34125194640883,99.56036088380861,99.474670689975,99.68759802566768,inf,99.38201473260678,99.61296491353656,99.5267504400803,99.73303273400882
2024-12-10 04:55:00+00:00,99.5789056552616,99.67424428990967,99.72811274672647,99.8230158026884,99.54264895826913,99.62669994370026,99.6796003278603,99.77571727235579,inf,99.58487008922057,99.67882233834763,99.73117384756931,99.82340096920547
2024-12-10 05:00:00+00:00,99.67243939358693,99.67243939358693,99.49220076515338,99.49220076515338,99.6403503840665,99.6230008025528,99.43423922203378,99.43707621119455,inf,99.68145521590877,99.67333081084398,99.47939066072115,99.47241500403554
2024-12-10 05:05:00+00:00,99.47512812758451,99.47606667367234,99.5591462629381,99.60907621238393,99.4244166869294,99.42577817190138,99.4954756432834,99.56871249590942,inf,99.4642204979943,99.4675672635422,99.54556530052207,99.6005732197258
2024-12-10 05:10:00+00:00,99.46772404178054,99.48489863301162,99.4659785036906,99.63396486618653,99.43558377363884,99.45760602250651,99.43679109283485,99.61083915906059,inf,99.46740113907859,99.50532279341834,99.4794213872216,99.65009960066538
