Datetime,USDEUR=X_Open,USDEUR=X_High,USDEUR=X_Low,USDEUR=X_Close,USDEUR=X_Adj Close,USDEUR=X_Volume,GBPEUR=X_Open,GBPEUR=X_High,GBPEUR=X_Low,GBPEUR=X_Close,GBPEUR=X_Adj Close,GBPEUR=X_Volume
2019-12-27,0.9007999897003174,0.9009010195732117,0.8944000005722046,0.9008100032806396,0.9008100032806396,0,1.1711699962615967,1.1749999523162842,1.167490005493164,1.1708500385284424,1.1708500385284424,0
2019-12-30,0.8943300247192383,0.8943300247192383,0.8912100195884705,0.8942700028419495,0.8942700028419495,0,1.170699954032898,1.1746000051498413,1.1686099767684937,1.1706600189208984,1.1706600189208984,0
2019-12-31,0.8924999833106995,0.892799973487854,0.8895999789237976,0.8926740288734436,0.8926740288734436,0,1.1705199480056763,1.1824599504470825,1.169600009918213,1.170390009880066,1.170390009880066,0
2020-01-01,0.8912000060081482,0.8960999846458435,0.8906000256538391,0.8912000060081482,0.8912000060081482,0,1.181399941444397,1.187399983406067,1.180899977684021,1.181399941444397,1.181399941444397,0
2020-01-02,0.8913499712944031,0.8955100178718567,0.8906999826431274,0.8912000060081482,0.8912000060081482,0,1.18094003200531,1.181879997253418,1.1744999885559082,1.180899977684021,1.180899977684021,0
2020-01-03,0.8951900005340576,0.8988199830055237,0.8944000005722046,0.8951399922370911,0.8951399922370911,0,1.1764999628067017,1.1772700548171997,1.1704800128936768,1.1768900156021118,1.1768900156021118,0
2020-01-06,0.8958600163459778,0.8962100148200989,0.8921999931335449,0.8959000110626221,0.8959000110626221,0,1.1717499494552612,1.1773300170898438,1.1699999570846558,1.1716899871826172,1.1716899871826172,0
2020-01-07,0.8931900262832642,0.8980799913406372,0.8928999900817871,0.8930169939994812,0.8930169939994812,0,1.1763499975204468,1.1807299852371216,1.172700047492981,1.1763499975204468,1.1763499975204468,0
2020-01-08,0.896399974822998,0.9000200033187866,0.8956400156021118,0.8964800238609314,0.8964800238609314,0,1.1751999855041504,1.1825200319290161,1.1742000579833984,1.175510048866272,1.175510048866272,0
2020-01-09,0.8997300267219543,0.9013000130653381,0.8991000056266785,0.8998299837112427,0.8998299837112427,0,1.1787999868392944,1.180209994316101,1.1720000505447388,1.1791199445724487,1.1791199445724487,0
2020-01-10,0.9001500010490417,0.9020199775695801,0.8992000222206116,0.8999999761581421,0.8999999761581421,0,1.176360011100769,1.1791199445724487,1.1740000247955322,1.176200032234192,1.176200032234192,0
2020-01-13,0.8995599746704102,0.8997600078582764,0.8972899913787842,0.8995500206947327,0.8995500206947327,0,1.1730999946594238,1.1732800006866455,1.165120005607605,1.17330002784729,1.17330002784729,0
2020-01-14,0.8981099724769592,0.9004499912261963,0.8971999883651733,0.8980100154876709,0.8980100154876709,0,1.1663399934768677,1.1700400114059448,1.163349986076355,1.1662499904632568,1.1662499904632568,0
2020-01-15,0.8985000252723694,0.8992599844932556,0.8957800269126892,0.8984000086784363,0.8984000086784363,0,1.169800043106079,1.1709799766540527,1.1658899784088135,1.1701200008392334,1.1701200008392334,0
2020-01-16,0.8966439962387085,0.8984900116920471,0.8950999975204468,0.8965389728546143,0.8965389728546143,0,1.1689000129699707,1.1747699975967407,1.1681599617004395,1.1691900491714478,1.1691900491714478,0
2020-01-17,0.8978270292282104,0.9019100069999695,0.8972629904747009,0.8977000117301941,0.8977000117301941,0,1.1740200519561768,1.177970051765442,1.1724400520324707,1.1741399765014648,1.1741399765014648,0
2020-01-20,0.9012899994850159,0.9027299880981445,0.9004999995231628,0.9013400077819824,0.9013400077819824,0,1.1721500158309937,1.1734199523925781,1.169100046157837,1.1722999811172485,1.1722999811172485,0
2020-01-21,0.9011899828910828,0.9020000100135803,0.8992999792098999,0.9011499881744385,0.9011499881744385,0,1.1717000007629395,1.1769599914550781,1.1713000535964966,1.1718000173568726,1.1718000173568726,0
2020-01-22,0.9020500183105469,0.9032099843025208,0.9010800123214722,0.9020699858665466,0.9020699858665466,0,1.1769100427627563,1.1868900060653687,1.1759999990463257,1.1763999462127686,1.1763999462127686,0
2020-01-23,0.9010999798774719,0.9060400128364563,0.9006400108337402,0.9011899828910828,0.9011899828910828,0,1.1842999458312988,1.1879099607467651,1.1825000047683716,1.1844199895858765,1.1844199895858765,0
2020-01-24,0.9045400023460388,0.9073399901390076,0.9040899872779846,0.9045500159263611,0.9045500159263611,0,1.186650037765503,1.1907999515533447,1.1843199729919434,1.1866099834442139,1.1866099834442139,0
2020-01-27,0.9069200158119202,0.9082599878311157,0.9057999849319458,0.9070000052452087,0.9070000052452087,0,1.184499979019165,1.1890100240707397,1.1833000183105469,1.1845300197601318,1.1845300197601318,0
2020-01-28,0.9074699878692627,0.9092100262641907,0.9068999886512756,0.9074599742889404,0.9074599742889404,0,1.18503999710083,1.1853699684143066,1.1793999671936035,1.18503999710083,1.18503999710083,0
2020-01-29,0.9071999788284302,0.9096500277519226,0.9065999984741211,0.907230019569397,0.907230019569397,0,1.1814700365066528,1.1835700273513794,1.180799961090088,1.1815099716186523,1.1815099716186523,0
2020-01-30,0.9079300165176392,0.9084100127220154,0.9060800075531006,0.9077000021934509,0.9077000021934509,0,1.1819000244140625,1.1884700059890747,1.1780999898910522,1.1820000410079956,1.1820000410079956,0
2020-01-31,0.906719982624054,0.9076099991798401,0.9017000198364258,0.9066900014877319,0.9066900014877319,0,1.18641996383667,1.1921800374984741,1.186400055885315,1.1862900257110596,1.1862900257110596,0
2020-02-03,0.9017900228500366,0.9055100083351135,0.9017900228500366,0.9017300009727478,0.9017300009727478,0,1.1884900331497192,1.189210057258606,1.1751999855041504,1.188480019569397,1.188480019569397,0
2020-02-04,0.9039199948310852,0.9063000082969666,0.9036999940872192,0.9039199948310852,0.9039199948310852,0,1.1746000051498413,1.1808600425720215,1.1710000038146973,1.1746000051498413,1.1746000051498413,0
2020-02-05,0.9054099917411804,0.9092299938201904,0.9050999879837036,0.9052000045776367,0.9052000045776367,0,1.1797800064086914,1.1854499578475952,1.1776599884033203,1.179710030555725,1.179710030555725,0
2020-02-06,0.9090499877929688,0.9119499921798706,0.9080299735069275,0.9089000225067139,0.9089000225067139,0,1.1814600229263306,1.1814600229263306,1.1771899461746216,1.1812000274658203,1.1812000274658203,0
2020-02-07,0.9106600284576416,0.9135000109672546,0.9101669788360596,0.9104999899864197,0.9104999899864197,0,1.177340030670166,1.1816799640655518,1.1770999431610107,1.1773699522018433,1.1773699522018433,0
2020-02-10,0.913349986076355,0.9166240096092224,0.9122999906539917,0.9132999777793884,0.9132999777793884,0,1.1770999431610107,1.1842600107192993,1.1758999824523926,1.1772099733352661,1.1772099733352661,0
2020-02-11,0.9164000153541565,0.9179800152778625,0.9151639938354492,0.9162999987602234,0.9162999987602234,0,1.1836299896240234,1.187440037727356,1.1821999549865723,1.1836999654769897,1.1836999654769897,0
2020-02-12,0.9156000018119812,0.9185199737548828,0.915332019329071,0.9157999753952026,0.9157999753952026,0,1.1863000392913818,1.1914900541305542,1.1863000392913818,1.1861000061035156,1.1861000061035156,0
2020-02-13,0.9194200038909912,0.9228900074958801,0.9182000160217285,0.9194599986076355,0.9194599986076355,0,1.190999984741211,1.2052199840545654,1.1904000043869019,1.191290020942688,1.191290020942688,0
