Datetime,BTC-EUR_Open,BTC-EUR_High,BTC-EUR_Low,BTC-EUR_Close,BTC-EUR_Adj Close,BTC-EUR_Volume
2023-01-13 00:00:00+00:00,17375.474609375,17388.326171875,17277.421875,17301.017578125,17301.017578125,0
2023-01-13 01:00:00+00:00,17303.90234375,17341.1796875,17296.419921875,17312.38671875,17312.38671875,0
2023-01-13 02:00:00+00:00,17316.265625,17372.857421875,17315.9609375,17358.169921875,17358.169921875,0
2023-01-13 03:00:00+00:00,17361.943359375,17399.78515625,17360.484375,17399.34375,17399.34375,0
2023-01-13 04:00:00+00:00,17403.513671875,17409.896484375,17389.19140625,17399.744140625,17399.744140625,0
2023-01-13 05:00:00+00:00,17399.380859375,17399.380859375,17349.6875,17349.6875,17349.6875,0
2023-01-13 06:00:00+00:00,17347.994140625,17386.775390625,17339.259765625,17386.775390625,17386.775390625,0
2023-01-13 07:00:00+00:00,17385.0,17388.669921875,17345.44140625,17364.8828125,17364.8828125,58380288
2023-01-13 08:00:00+00:00,17354.21484375,17382.5625,17333.49609375,17358.111328125,17358.111328125,0
2023-01-13 09:00:00+00:00,17358.244140625,17440.212890625,17355.93359375,17439.4453125,17439.4453125,228646912
2023-01-13 10:00:00+00:00,17442.388671875,17540.62109375,17425.681640625,17534.599609375,17534.599609375,596887552
2023-01-13 11:00:00+00:00,17536.5703125,17560.3515625,17505.818359375,17516.248046875,17516.248046875,513853440
2023-01-13 12:00:00+00:00,17512.46875,17512.609375,17439.724609375,17444.392578125,17444.392578125,0
2023-01-13 13:00:00+00:00,17444.5859375,17502.779296875,17429.39453125,17481.490234375,17481.490234375,0
2023-01-13 14:00:00+00:00,17478.171875,17579.107421875,17465.587890625,17579.107421875,17579.107421875,0
2023-01-13 15:00:00+00:00,17599.037109375,17789.09765625,17573.537109375,17771.296875,17771.296875,1222963200
2023-01-13 16:00:00+00:00,17775.357421875,17782.349609375,17671.138671875,17679.431640625,17679.431640625,506175488
2023-01-13 17:00:00+00:00,17681.208984375,17851.015625,17680.44921875,17777.552734375,17777.552734375,0
2023-01-13 18:00:00+00:00,17780.787109375,17860.130859375,17780.787109375,17827.41796875,17827.41796875,0
2023-01-13 19:00:00+00:00,17825.93359375,17867.890625,17791.0625,17867.890625,17867.890625,0
2023-01-13 20:00:00+00:00,17868.2578125,17970.845703125,17859.154296875,17970.845703125,17970.845703125,80031744
2023-01-13 21:00:00+00:00,17965.3359375,18322.318359375,17912.4296875,18322.318359375,18322.318359375,642379776
2023-01-13 22:00:00+00:00,18310.861328125,18406.2265625,18280.572265625,18309.154296875,18309.154296875,991268864
2023-01-13 23:00:00+00:00,18315.19921875,18344.83984375,18254.66015625,18344.44921875,18344.44921875,246976512
2023-01-14 00:00:00+00:00,18355.751953125,19407.630859375,18354.142578125,19314.638671875,19314.638671875,5076013056
2023-01-14 01:00:00+00:00,19309.208984375,19367.59765625,19137.82421875,19283.42578125,19283.42578125,2088265728
2023-01-14 02:00:00+00:00,19286.931640625,19364.00390625,19240.17578125,19304.107421875,19304.107421875,1447077888
2023-01-14 03:00:00+00:00,19304.025390625,19335.166015625,19225.044921875,19302.5703125,19302.5703125,764305408
2023-01-14 04:00:00+00:00,19306.2890625,19347.435546875,19276.1875,19297.173828125,19297.173828125,665116672
2023-01-14 05:00:00+00:00,19292.228515625,19292.228515625,19196.62109375,19222.724609375,19222.724609375,469405696
2023-01-14 06:00:00+00:00,19220.158203125,19322.16015625,19220.025390625,19316.1015625,19316.1015625,295378944
2023-01-14 07:00:00+00:00,19317.61328125,19327.359375,19246.923828125,19271.91796875,19271.91796875,94957568
2023-01-14 08:00:00+00:00,19273.08984375,19366.251953125,19264.115234375,19356.623046875,19356.623046875,389681152
2023-01-14 09:00:00+00:00,19359.337890625,19361.37109375,18829.521484375,18914.1875,18914.1875,1785708544
2023-01-14 10:00:00+00:00,18915.59765625,18942.248046875,18749.388671875,18902.869140625,18902.869140625,411484160
2023-01-14 11:00:00+00:00,18901.025390625,19113.884765625,18900.458984375,19113.884765625,19113.884765625,557076480
2023-01-14 12:00:00+00:00,19112.703125,19294.93359375,19031.07421875,19281.25390625,19281.25390625,776142848
2023-01-14 13:00:00+00:00,19282.08203125,19295.359375,19196.572265625,19280.623046875,19280.623046875,196214784
2023-01-14 14:00:00+00:00,19287.55078125,19435.728515625,19148.548828125,19210.68359375,19210.68359375,934772736
2023-01-14 15:00:00+00:00,19212.97265625,19233.55078125,19122.6484375,19153.775390625,19153.775390625,0
2023-01-14 16:00:00+00:00,19158.7109375,19222.337890625,19158.7109375,19184.3828125,19184.3828125,0
2023-01-14 17:00:00+00:00,19184.44921875,19246.068359375,19180.48828125,19182.107421875,19182.107421875,0
2023-01-14 18:00:00+00:00,19168.396484375,19175.279296875,19089.212890625,19133.642578125,19133.642578125,0
2023-01-14 19:00:00+00:00,19133.685546875,19206.615234375,19133.685546875,19170.3046875,19170.3046875,0
2023-01-14 20:00:00+00:00,19172.140625,19224.74609375,19160.134765625,19224.74609375,19224.74609375,0
2023-01-14 21:00:00+00:00,19234.66796875,19282.306640625,19233.21484375,19268.068359375,19268.068359375,0
2023-01-14 22:00:00+00:00,19267.12109375,19332.392578125,19260.595703125,19332.392578125,19332.392578125,0
2023-01-14 23:00:00+00:00,19334.244140625,19411.0546875,19334.244140625,19361.181640625,19361.181640625,26480640
2023-01-15 00:00:00+00:00,19344.57421875,19353.26171875,19079.041015625,19182.21484375,19182.21484375,0
2023-01-15 01:00:00+00:00,19175.470703125,19175.470703125,19087.13671875,19162.587890625,19162.587890625,0
2023-01-15 02:00:00+00:00,19163.8984375,19182.654296875,19087.67578125,19087.67578125,19087.67578125,0
