Datetime,BTC-EUR_Open,BTC-EUR_High,BTC-EUR_Low,BTC-EUR_Close,BTC-EUR_Adj Close,BTC-EUR_Volume
2025-01-05 03:50:00+00:00,95142.6640625,95169.0859375,95142.6640625,95166.7734375,95166.7734375,0
2025-01-05 03:55:00+00:00,95166.7734375,95169.765625,95161.484375,95169.765625,95169.765625,1536000
2025-01-05 04:00:00+00:00,95179.15625,95262.296875,95179.15625,95255.328125,95255.328125,0
2025-01-05 04:05:00+00:00,95275.59375,95304.96875,95275.59375,95304.96875,95304.96875,0
2025-01-05 04:10:00+00:00,95320.5234375,95360.9921875,95320.5234375,95360.9921875,95360.9921875,18958336
2025-01-05 04:15:00+00:00,95283.28125,95298.8359375,95266.078125,95298.8359375,95298.8359375,20762624
2025-01-05 04:20:00+00:00,95344.2109375,95378.8828125,95344.2109375,95378.8828125,95378.8828125,29681664
2025-01-05 04:25:00+00:00,95378.8828125,95501.0234375,95374.2890625,95501.0234375,95501.0234375,12111872
2025-01-05 04:30:00+00:00,95486.0625,95488.0078125,95449.703125,95449.703125,95449.703125,30185472
2025-01-05 04:35:00+00:00,95439.6953125,95457.671875,95439.6953125,95456.1640625,95456.1640625,0
2025-01-05 04:40:00+00:00,95456.1640625,95468.421875,95446.2578125,95446.2578125,95446.2578125,0
2025-01-05 04:45:00+00:00,95440.140625,95440.140625,95377.109375,95377.109375,95377.109375,0
2025-01-05 04:50:00+00:00,95396.8671875,95400.203125,95377.890625,95400.203125,95400.203125,0
2025-01-05 04:55:00+00:00,95400.203125,95400.203125,95350.0078125,95362.2265625,95362.2265625,0
2025-01-05 05:00:00+00:00,95360.6328125,95387.75,95360.6328125,95386.5390625,95386.5390625,0
2025-01-05 05:05:00+00:00,95370.109375,95370.109375,95358.9296875,95364.5,95364.5,0
2025-01-05 05:10:00+00:00,95366.5703125,95366.5703125,95337.0703125,95337.0703125,95337.0703125,0
2025-01-05 05:15:00+00:00,95333.3984375,95354.4140625,95308.9140625,95319.3515625,95319.3515625,36499456
2025-01-05 05:20:00+00:00,95310.359375,95355.3671875,95310.359375,95355.3671875,95355.3671875,0
2025-01-05 05:25:00+00:00,95355.3671875,95415.953125,95355.3671875,95414.296875,95414.296875,16986112
2025-01-05 05:30:00+00:00,95429.140625,95441.2421875,95418.796875,95418.796875,95418.796875,7929856
2025-01-05 05:35:00+00:00,95400.15625,95400.15625,95361.828125,95362.625,95362.625,6709248
2025-01-05 05:40:00+00:00,95362.625,95383.2265625,95362.625,95382.1484375,95382.1484375,0
2025-01-05 05:45:00+00:00,95376.875,95376.875,95338.3125,95338.3125,95338.3125,16400384
2025-01-05 05:50:00+00:00,95319.515625,95357.5625,95319.515625,95357.5625,95357.5625,0
2025-01-05 05:55:00+00:00,95357.5625,95384.125,95357.5625,95368.5234375,95368.5234375,0
2025-01-05 06:00:00+00:00,95367.421875,95367.421875,95362.2421875,95365.734375,95365.734375,0
2025-01-05 06:05:00+00:00,95347.6640625,95347.6640625,95322.328125,95325.65625,95325.65625,0
2025-01-05 06:10:00+00:00,95337.6875,95337.6875,95315.96875,95315.96875,95315.96875,13852672
2025-01-05 06:15:00+00:00,95318.796875,95345.828125,95318.796875,95345.828125,95345.828125,0
2025-01-05 06:20:00+00:00,95349.7109375,95380.359375,95349.7109375,95380.359375,95380.359375,0
2025-01-05 06:25:00+00:00,95380.359375,95380.75,95373.3828125,95380.75,95380.75,3088384
2025-01-05 06:30:00+00:00,95382.3671875,95397.46875,95382.3671875,95392.4609375,95392.4609375,5222400
2025-01-05 06:35:00+00:00,95389.5234375,95389.5234375,95363.4296875,95363.4296875,95363.4296875,0
2025-01-05 06:40:00+00:00,95363.4296875,95372.59375,95359.7734375,95366.1875,95366.1875,0
2025-01-05 06:45:00+00:00,95405.953125,95405.953125,95389.9609375,95389.9609375,95389.9609375,0
2025-01-05 06:50:00+00:00,95390.2890625,95473.7421875,95390.2890625,95473.7421875,95473.7421875,4753408
2025-01-05 06:55:00+00:00,95473.7421875,95481.234375,95464.828125,95471.3359375,95471.3359375,13215744
2025-01-05 07:00:00+00:00,95460.40625,95461.5703125,95445.9609375,95461.5703125,95461.5703125,0
2025-01-05 07:05:00+00:00,95459.6015625,95467.5078125,95459.6015625,95461.4296875,95461.4296875,0
2025-01-05 07:10:00+00:00,95448.6484375,95448.6484375,95407.03125,95407.03125,95407.03125,0
2025-01-05 07:15:00+00:00,95416.1328125,95416.1328125,95402.046875,95404.9765625,95404.9765625,0
2025-01-05 07:20:00+00:00,95403.796875,95413.1953125,95393.953125,95393.953125,95393.953125,0
2025-01-05 07:25:00+00:00,95407.0546875,95407.0546875,95358.4609375,95358.4609375,95358.4609375,0
2025-01-05 07:30:00+00:00,95358.4609375,95358.4609375,95350.3828125,95350.3828125,95350.3828125,2144256
2025-01-05 07:35:00+00:00,95336.2265625,95354.78125,95336.0390625,95350.140625,95350.140625,0
2025-01-05 07:40:00+00:00,95350.140625,95361.3203125,95344.1953125,95344.1953125,95344.1953125,0
2025-01-05 07:45:00+00:00,95346.9375,95346.9375,95327.4140625,95327.4140625,95327.4140625,0
2025-01-05 07:50:00+00:00,95325.6015625,95341.46875,95316.75,95316.75,95316.75,0
2025-01-05 07:55:00+00:00,95311.4296875,95311.4296875,95297.078125,95301.421875,95301.421875,0
2025-01-05 08:00:00+00:00,95304.203125,95304.203125,95077.515625,95077.515625,95077.515625,0
2025-01-05 08:05:00+00:00,94998.4140625,95015.7421875,94998.4140625,95015.7421875,95015.7421875,93829120
2025-01-05 08:10:00+00:00,94993.0546875,94993.0546875,94960.9921875,94960.9921875,94960.9921875,58165248
2025-01-05 08:15:00+00:00,95002.0078125,95002.5078125,94938.0859375,94938.0859375,94938.0859375,60233728
2025-01-05 08:20:00+00:00,94877.8515625,94891.6328125,94877.8515625,94878.125,94878.125,101875712
2025-01-05 08:25:00+00:00,94878.125,94935.2421875,94878.125,94935.2421875,94935.2421875,30312448
2025-01-05 08:30:00+00:00,94932.8671875,94932.8671875,94897.7421875,94897.7421875,94897.7421875,16691200
2025-01-05 08:35:00+00:00,94918.65625,94946.25,94918.65625,94946.25,94946.25,6572032
2025-01-05 08:40:00+00:00,94945.75,94945.75,94884.40625,94884.40625,94884.40625,10123264
2025-01-05 08:45:00+00:00,94888.453125,94908.734375,94884.6796875,94902.515625,94902.515625,17864704
2025-01-05 08:50:00+00:00,94865.859375,94867.203125,94858.6484375,94867.203125,94867.203125,0
2025-01-05 08:55:00+00:00,94867.203125,94885.3203125,94852.9765625,94872.9453125,94872.9453125,0
2025-01-05 09:00:00+00:00,94871.015625,94887.8984375,94871.015625,94887.8984375,94887.8984375,0
2025-01-05 09:05:00+00:00,94864.328125,94864.328125,94846.5234375,94846.5234375,94846.5234375,0
2025-01-05 09:10:00+00:00,94846.5234375,94886.765625,94846.5234375,94886.765625,94886.765625,0
2025-01-05 09:15:00+00:00,94921.9296875,94954.6796875,94921.9296875,94954.6796875,94954.6796875,0
2025-01-05 09:20:00+00:00,94902.0703125,94902.0703125,94866.6796875,94866.6796875,94866.6796875,0
2025-01-05 09:25:00+00:00,94860.265625,94881.203125,94844.7578125,94844.7578125,94844.7578125,0
2025-01-05 09:30:00+00:00,94844.7578125,94844.7578125,94824.6328125,94824.6328125,94824.6328125,0
2025-01-05 09:35:00+00:00,94832.6484375,94875.828125,94830.7734375,94875.828125,94875.828125,0
2025-01-05 09:40:00+00:00,94883.3828125,94919.234375,94883.3828125,94919.234375,94919.234375,13631488
2025-01-05 09:45:00+00:00,94919.234375,94919.234375,94852.390625,94853.2890625,94853.2890625,0
2025-01-05 09:50:00+00:00,94846.2421875,94846.2421875,94794.5546875,94794.5546875,94794.5546875,0
2025-01-05 09:55:00+00:00,94794.5546875,94794.5546875,94724.8828125,94724.8828125,94724.8828125,10682368
2025-01-05 10:00:00+00:00,94684.6953125,94701.546875,94637.4765625,94701.546875,94701.546875,51691520
2025-01-05 10:05:00+00:00,94718.7578125,94756.5078125,94718.7578125,94756.5078125,94756.5078125,47955968
2025-01-05 10:10:00+00:00,94750.1953125,94758.578125,94725.5625,94758.578125,94758.578125,16836608
2025-01-05 10:15:00+00:00,94747.5234375,94747.5234375,94726.6484375,94730.5625,94730.5625,29143040
2025-01-05 10:20:00+00:00,94754.0078125,94754.0078125,94722.890625,94722.890625,94722.890625,1441792
2025-01-05 10:25:00+00:00,94722.890625,94722.890625,94656.078125,94659.8828125,94659.8828125,0
2025-01-05 10:30:00+00:00,94620.40625,94675.796875,94620.40625,94675.796875,94675.796875,0
2025-01-05 10:35:00+00:00,94687.6875,94728.96875,94687.6875,94728.96875,94728.96875,0
2025-01-05 10:40:00+00:00,94730.0625,94730.21875,94706.3671875,94706.3671875,94706.3671875,0
2025-01-05 10:45:00+00:00,94704.8125,94709.0625,94704.8125,94709.0234375,94709.0234375,0
2025-01-05 10:50:00+00:00,94738.8203125,94762.359375,94707.4375,94707.4375,94707.4375,0
2025-01-05 10:55:00+00:00,94722.78125,94754.796875,94722.78125,94751.953125,94751.953125,0
2025-01-05 11:00:00+00:00,94751.953125,94751.953125,94729.6171875,94729.6171875,94729.6171875,0
2025-01-05 11:05:00+00:00,94759.328125,94787.0703125,94715.4765625,94715.4765625,94715.4765625,9109504
2025-01-05 11:10:00+00:00,94707.453125,94712.8671875,94707.453125,94712.8671875,94712.8671875,0
2025-01-05 11:15:00+00:00,94736.8828125,94837.3515625,94736.8828125,94837.3515625,94837.3515625,0
2025-01-05 11:20:00+00:00,94809.9453125,94813.09375,94797.4453125,94797.4453125,94797.4453125,4689920
2025-01-05 11:25:00+00:00,94802.8984375,94802.8984375,94768.1953125,94768.1953125,94768.1953125,0
2025-01-05 11:30:00+00:00,94749.453125,94749.453125,94701.4375,94701.4375,94701.4375,0
2025-01-05 11:35:00+00:00,94716.6640625,94716.6640625,94655.40625,94680.8984375,94680.8984375,23148544
2025-01-05 11:40:00+00:00,94680.8984375,94691.984375,94665.953125,94665.953125,94665.953125,8284160
2025-01-05 11:45:00+00:00,94681.984375,94706.0078125,94681.984375,94687.5,94687.5,0
2025-01-05 11:50:00+00:00,94677.1484375,94677.1484375,94666.2734375,94668.875,94668.875,0
2025-01-05 11:55:00+00:00,94668.875,94694.265625,94668.875,94678.9140625,94678.9140625,0
2025-01-05 12:00:00+00:00,94666.703125,94671.859375,94666.703125,94671.5234375,94671.5234375,0
2025-01-05 12:05:00+00:00,94669.734375,94694.0234375,94669.734375,94694.0234375,94694.0234375,0
2025-01-05 12:10:00+00:00,94673.9140625,94740.3046875,94627.546875,94740.3046875,94740.3046875,4493312
2025-01-05 12:15:00+00:00,94740.3046875,94847.5859375,94740.3046875,94847.5859375,94847.5859375,4462592
2025-01-05 12:20:00+00:00,94867.7265625,94867.7265625,94810.7890625,94812.9296875,94812.9296875,24184832
2025-01-05 12:25:00+00:00,94812.9296875,94812.9296875,94719.6328125,94781.5859375,94781.5859375,6311936
2025-01-05 12:30:00+00:00,94760.0625,94760.0625,94737.296875,94737.296875,94737.296875,0
2025-01-05 12:35:00+00:00,94729.0625,94744.703125,94707.1328125,94744.703125,94744.703125,0
2025-01-05 12:40:00+00:00,94744.703125,94816.5703125,94744.703125,94776.8125,94776.8125,0
2025-01-05 12:45:00+00:00,94787.625,94865.734375,94787.625,94865.734375,94865.734375,0
2025-01-05 12:50:00+00:00,94851.703125,94923.1015625,94851.703125,94923.1015625,94923.1015625,34592768
2025-01-05 12:55:00+00:00,94923.1015625,94923.1015625,94853.015625,94853.015625,94853.015625,14366720
2025-01-05 13:00:00+00:00,94830.28125,94830.28125,94766.9375,94820.6171875,94820.6171875,0
2025-01-05 13:05:00+00:00,94844.1015625,94907.4609375,94829.9375,94907.4609375,94907.4609375,20789248
2025-01-05 13:10:00+00:00,94907.4609375,94908.953125,94895.0546875,94895.0546875,94895.0546875,0
2025-01-05 13:15:00+00:00,94916.8984375,94927.2265625,94915.21875,94927.2265625,94927.2265625,0
2025-01-05 13:20:00+00:00,94922.71875,94931.625,94922.71875,94931.625,94931.625,0
2025-01-05 13:25:00+00:00,94902.0234375,94970.484375,94902.0234375,94970.484375,94970.484375,0
2025-01-05 13:30:00+00:00,94982.3125,94982.3125,94981.5546875,94981.5546875,94981.5546875,0
2025-01-05 13:35:00+00:00,95021.984375,95021.984375,94939.328125,94939.328125,94939.328125,0
2025-01-05 13:40:00+00:00,94917.1484375,94919.5078125,94901.2890625,94901.2890625,94901.2890625,0
2025-01-05 13:45:00+00:00,94901.2890625,94901.2890625,94877.8125,94877.8125,94877.8125,7299072
2025-01-05 13:50:00+00:00,94872.9296875,94872.9296875,94795.015625,94795.015625,94795.015625,0
2025-01-05 13:55:00+00:00,94795.015625,94795.015625,94757.0625,94757.0625,94757.0625,0
2025-01-05 14:00:00+00:00,94747.40625,94752.8125,94739.6015625,94752.8125,94752.8125,0
2025-01-05 14:05:00+00:00,94792.5078125,94792.5078125,94739.171875,94739.171875,94739.171875,14163968
2025-01-05 14:10:00+00:00,94739.171875,94739.171875,94662.125,94662.125,94662.125,12953600
2025-01-05 14:15:00+00:00,94662.125,94662.125,94388.84375,94388.84375,94388.84375,9457664
2025-01-05 14:20:00+00:00,94415.234375,94442.6171875,94415.234375,94419.65625,94419.65625,303007744
2025-01-05 14:25:00+00:00,94441.8828125,94515.0234375,94441.8828125,94494.875,94494.875,81985536
2025-01-05 14:30:00+00:00,94507.1015625,94507.1015625,94452.1171875,94490.234375,94490.234375,79450112
2025-01-05 14:35:00+00:00,94490.234375,94603.2265625,94490.234375,94603.2265625,94603.2265625,47828992
2025-01-05 14:40:00+00:00,94603.2265625,94663.25,94596.390625,94663.25,94663.25,7870464
2025-01-05 14:45:00+00:00,94690.7578125,94860.1796875,94690.7578125,94860.1796875,94860.1796875,56276992
2025-01-05 14:50:00+00:00,94882.0625,94882.0625,94865.265625,94871.1015625,94871.1015625,65486848
2025-01-05 14:55:00+00:00,94871.1015625,94929.9296875,94871.1015625,94880.1796875,94880.1796875,31922176
2025-01-05 15:00:00+00:00,94880.125,94913.3671875,94880.125,94913.3671875,94913.3671875,20115456
2025-01-05 15:05:00+00:00,94898.8125,94995.2265625,94898.8125,94995.2265625,94995.2265625,51701760
2025-01-05 15:10:00+00:00,94955.6171875,94955.6171875,94882.9453125,94884.0546875,94884.0546875,46141440
2025-01-05 15:15:00+00:00,94861.3984375,94861.3984375,94777.0390625,94799.6796875,94799.6796875,16726016
2025-01-05 15:20:00+00:00,94815.359375,94848.5625,94788.2734375,94848.5625,94848.5625,0
2025-01-05 15:25:00+00:00,94848.5625,94864.1484375,94826.6171875,94864.1484375,94864.1484375,19101696
2025-01-05 15:30:00+00:00,94934.2109375,95124.1328125,94911.4765625,95100.75,95100.75,0
2025-01-05 15:35:00+00:00,95113.3359375,95211.53125,95113.3359375,95211.53125,95211.53125,0
2025-01-05 15:40:00+00:00,95211.53125,95211.53125,95121.890625,95121.890625,95121.890625,9355264
2025-01-05 15:45:00+00:00,95097.296875,95147.296875,95075.40625,95147.296875,95147.296875,0
2025-01-05 15:50:00+00:00,95134.0703125,95134.0703125,95103.3203125,95118.8203125,95118.8203125,0
2025-01-05 15:55:00+00:00,95118.8203125,95118.8203125,95077.3359375,95077.75,95077.75,0
2025-01-05 16:00:00+00:00,95077.75,95084.2421875,95072.3203125,95084.2421875,95084.2421875,0
2025-01-05 16:05:00+00:00,95181.03125,95252.84375,95181.03125,95252.84375,95252.84375,0
2025-01-05 16:10:00+00:00,95258.234375,95310.78125,95238.46875,95238.46875,95238.46875,34760704
2025-01-05 16:15:00+00:00,95238.46875,95238.46875,95164.2109375,95164.2109375,95164.2109375,90566656
2025-01-05 16:20:00+00:00,95118.671875,95163.75,95106.1328125,95163.75,95163.75,4859904
2025-01-05 16:25:00+00:00,95163.75,95163.75,95150.2578125,95158.625,95158.625,1144832
2025-01-05 16:30:00+00:00,95140.46875,95140.46875,95011.4375,95011.4375,95011.4375,0
2025-01-05 16:35:00+00:00,95023.65625,95106.4453125,95023.65625,95106.4453125,95106.4453125,0
2025-01-05 16:40:00+00:00,95106.4453125,95106.4453125,95061.234375,95061.234375,95061.234375,0
2025-01-05 16:45:00+00:00,95067.5703125,95115.0,95067.5703125,95115.0,95115.0,0
2025-01-05 16:50:00+00:00,95110.03125,95131.8515625,95101.6484375,95101.6484375,95101.6484375,11872256
2025-01-05 16:55:00+00:00,95101.6484375,95108.1171875,95077.625,95077.625,95077.625,7249920
2025-01-05 17:00:00+00:00,95077.625,95085.9140625,95066.40625,95066.40625,95066.40625,0
2025-01-05 17:05:00+00:00,95067.09375,95103.6484375,95067.09375,95094.40625,95094.40625,0
2025-01-05 17:10:00+00:00,95097.703125,95097.703125,95087.171875,95087.171875,95087.171875,0
2025-01-05 17:15:00+00:00,95083.109375,95083.109375,95019.265625,95019.265625,95019.265625,18286592
2025-01-05 17:20:00+00:00,94985.765625,94989.4375,94982.5,94982.5,94982.5,46209024
2025-01-05 17:25:00+00:00,94982.5,94982.5,94960.25,94960.25,94960.25,0
2025-01-05 17:30:00+00:00,95011.59375,95032.265625,94981.9765625,95032.265625,95032.265625,30119936
2025-01-05 17:35:00+00:00,95039.6015625,95040.1015625,94901.375,94901.375,94901.375,12859392
2025-01-05 17:40:00+00:00,94907.2109375,94943.65625,94907.2109375,94943.65625,94943.65625,12953600
2025-01-05 17:45:00+00:00,94918.953125,94918.953125,94778.8671875,94781.2265625,94781.2265625,34637824
2025-01-05 17:50:00+00:00,94776.40625,94792.3515625,94776.40625,94785.6953125,94785.6953125,50468864
2025-01-05 17:55:00+00:00,94785.6953125,94785.6953125,94769.40625,94771.5625,94771.5625,11257856
2025-01-05 18:00:00+00:00,94789.21875,94808.734375,94755.21875,94755.21875,94755.21875,0
2025-01-05 18:05:00+00:00,94714.953125,94889.3984375,94679.421875,94889.3984375,94889.3984375,64129024
2025-01-05 18:10:00+00:00,94915.2734375,94915.2734375,94860.84375,94860.84375,94860.84375,35438592
2025-01-05 18:15:00+00:00,94848.984375,94848.984375,94794.7265625,94794.7265625,94794.7265625,27129856
2025-01-05 18:20:00+00:00,94851.6484375,94869.09375,94836.1796875,94836.1796875,94836.1796875,6043648
2025-01-05 18:25:00+00:00,94847.359375,94873.9609375,94847.359375,94852.6015625,94852.6015625,37025792
2025-01-05 18:30:00+00:00,94852.6015625,94894.2734375,94852.6015625,94894.2734375,94894.2734375,6508544
2025-01-05 18:35:00+00:00,94966.6484375,94969.25,94931.984375,94969.25,94969.25,0
2025-01-05 18:40:00+00:00,94978.15625,94978.15625,94922.8671875,94922.8671875,94922.8671875,7845888
2025-01-05 18:45:00+00:00,94926.09375,94964.8671875,94926.09375,94964.8671875,94964.8671875,2123776
2025-01-05 18:50:00+00:00,94934.0,94965.6171875,94934.0,94949.3984375,94949.3984375,0
2025-01-05 18:55:00+00:00,94953.6015625,95011.40625,94953.6015625,95011.40625,95011.40625,14964736
2025-01-05 19:00:00+00:00,95002.8515625,95002.8515625,94972.265625,94972.65625,94972.65625,0
2025-01-05 19:05:00+00:00,94958.9140625,95084.2734375,94958.9140625,95060.3515625,95060.3515625,0
2025-01-05 19:10:00+00:00,95081.65625,95126.171875,95081.65625,95121.5625,95121.5625,27199488
2025-01-05 19:15:00+00:00,95112.6015625,95165.7890625,95112.6015625,95165.7890625,95165.7890625,0
2025-01-05 19:20:00+00:00,95097.9765625,95117.4296875,95097.09375,95112.484375,95112.484375,0
2025-01-05 19:25:00+00:00,95092.0859375,95133.90625,95085.5234375,95128.078125,95128.078125,7270400
2025-01-05 19:30:00+00:00,95126.703125,95126.703125,95083.7734375,95083.7734375,95083.7734375,0
2025-01-05 19:35:00+00:00,95088.53125,95097.0390625,95068.3515625,95080.109375,95080.109375,16009216
2025-01-05 19:40:00+00:00,95080.421875,95143.078125,95080.421875,95103.671875,95103.671875,37752832
2025-01-05 19:45:00+00:00,95103.28125,95114.734375,95086.84375,95086.84375,95086.84375,0
2025-01-05 19:50:00+00:00,95092.75,95106.484375,95084.4296875,95103.9921875,95103.9921875,0
2025-01-05 19:55:00+00:00,95113.7578125,95136.21875,95113.7578125,95136.21875,95136.21875,7761920
2025-01-05 20:00:00+00:00,95183.3515625,95183.3515625,95160.21875,95160.21875,95160.21875,0
2025-01-05 20:05:00+00:00,95130.8359375,95164.6796875,95098.1953125,95164.6796875,95164.6796875,0
2025-01-05 20:10:00+00:00,95180.9609375,95198.75,95168.765625,95185.34375,95185.34375,0
2025-01-05 20:15:00+00:00,95195.1328125,95573.328125,95195.1328125,95573.328125,95573.328125,0
2025-01-05 20:20:00+00:00,95600.8515625,95615.609375,95575.1328125,95575.1328125,95575.1328125,333590528
2025-01-05 20:25:00+00:00,95575.1328125,95595.546875,95562.546875,95562.546875,95562.546875,55001088
2025-01-05 20:30:00+00:00,95569.75,95569.75,95445.90625,95471.1484375,95471.1484375,105631744
2025-01-05 20:35:00+00:00,95482.8828125,95482.8828125,95429.625,95429.625,95429.625,11720704
2025-01-05 20:40:00+00:00,95458.40625,95476.828125,95387.328125,95432.3203125,95432.3203125,0
2025-01-05 20:45:00+00:00,95421.1796875,95429.578125,95266.7421875,95266.7421875,95266.7421875,0
2025-01-05 20:50:00+00:00,95266.7421875,95348.3203125,95266.7421875,95300.5390625,95300.5390625,4235264
2025-01-05 20:55:00+00:00,95300.5390625,95324.9296875,95295.6015625,95295.6015625,95295.6015625,0
2025-01-05 21:00:00+00:00,95344.78125,95369.3984375,95313.7578125,95369.3984375,95369.3984375,0
2025-01-05 21:05:00+00:00,95383.2109375,95404.7734375,95383.2109375,95394.609375,95394.609375,0
2025-01-05 21:10:00+00:00,95421.109375,95468.8046875,95400.8671875,95458.5546875,95458.5546875,0
2025-01-05 21:15:00+00:00,95458.5546875,95458.5546875,95407.3828125,95407.3828125,95407.3828125,13842432
2025-01-05 21:20:00+00:00,95405.0859375,95493.3359375,95405.0859375,95493.3359375,95493.3359375,0
2025-01-05 21:25:00+00:00,95478.328125,95478.328125,95461.984375,95461.984375,95461.984375,0
2025-01-05 21:30:00+00:00,95398.5390625,95407.1328125,95390.84375,95407.1328125,95407.1328125,0
2025-01-05 21:35:00+00:00,95405.0859375,95529.8984375,95405.0859375,95529.8984375,95529.8984375,0
2025-01-05 21:40:00+00:00,95527.046875,95543.578125,95527.046875,95533.3203125,95533.3203125,0
2025-01-05 21:45:00+00:00,95519.9609375,95521.5234375,95519.9609375,95520.0625,95520.0625,0
2025-01-05 21:50:00+00:00,95520.5078125,95551.4921875,95511.515625,95551.4921875,95551.4921875,0
2025-01-05 21:55:00+00:00,95551.4921875,95598.8203125,95551.4921875,95597.7109375,95597.7109375,4040704
2025-01-05 22:00:00+00:00,95587.03125,95587.03125,95512.71875,95512.71875,95512.71875,0
2025-01-05 22:05:00+00:00,95471.5078125,95497.765625,95456.9375,95497.765625,95497.765625,8660992
2025-01-05 22:10:00+00:00,95506.8828125,95516.40625,95438.546875,95438.546875,95438.546875,5457920
