Datetime,GBPEUR=X_Open,GBPEUR=X_High,GBPEUR=X_Low,GBPEUR=X_Close,GBPEUR=X_Adj Close,GBPEUR=X_Volume,USDEUR=X_Open,USDEUR=X_High,USDEUR=X_Low,USDEUR=X_Close,USDEUR=X_Adj Close,USDEUR=X_Volume
2025-01-02 00:00:00+00:00,1.2094299793243408,1.2094299793243408,1.2086000442504883,1.2091200351715088,1.2091200351715088,0,0.9657999873161316,0.9659000039100647,0.9657999873161316,0.9659000039100647,0.9659000039100647,0
2025-01-02 00:05:00+00:00,1.2091399431228638,1.2091399431228638,1.2086000442504883,1.2089899778366089,1.2089899778366089,0,0.9659000039100647,0.9659000039100647,0.9657999873161316,0.9657999873161316,0.9657999873161316,0
2025-01-02 00:10:00+00:00,1.2089600563049316,1.2089600563049316,1.2085000276565552,1.2089099884033203,1.2089099884033203,0,0.9657999873161316,0.9660000205039978,0.9657999873161316,0.9660000205039978,0.9660000205039978,0
2025-01-02 00:15:00+00:00,1.2089500427246094,1.2089500427246094,1.2085000276565552,1.2088799476623535,1.2088799476623535,0,0.9660999774932861,0.9660999774932861,0.9660000205039978,0.9660000205039978,0.9660000205039978,0
2025-01-02 00:20:00+00:00,1.2089099884033203,1.2090100049972534,1.2085000276565552,1.2089799642562866,1.2089799642562866,0,0.9660000205039978,0.9660000205039978,0.9657999873161316,0.9657999873161316,0.9657999873161316,0
2025-01-02 00:25:00+00:00,1.2089699506759644,1.2089699506759644,1.208400011062622,1.2088099718093872,1.2088099718093872,0,0.9659000039100647,0.9659000039100647,0.9657999873161316,0.9659000039100647,0.9659000039100647,0
2025-01-02 00:30:00+00:00,1.208840012550354,1.208840012550354,1.208400011062622,1.2087299823760986,1.2087299823760986,0,0.9660000205039978,0.9660000205039978,0.9659000039100647,0.9660000205039978,0.9660000205039978,0
2025-01-02 00:35:00+00:00,1.20878005027771,1.2088299989700317,1.208299994468689,1.2088199853897095,1.2088199853897095,0,0.9660000205039978,0.9660000205039978,0.9657999873161316,0.9659000039100647,0.9659000039100647,0
2025-01-02 00:40:00+00:00,1.2088899612426758,1.2088899612426758,1.208400011062622,1.2088199853897095,1.2088199853897095,0,0.9659000039100647,0.9659000039100647,0.9657999873161316,0.9657999873161316,0.9657999873161316,0
2025-01-02 00:45:00+00:00,1.2088500261306763,1.2089899778366089,1.2085000276565552,1.2089799642562866,1.2089799642562866,0,0.9657999873161316,0.9657999873161316,0.9656999707221985,0.9657999873161316,0.9657999873161316,0
2025-01-02 00:50:00+00:00,1.2089600563049316,1.2090500593185425,1.2085000276565552,1.2089600563049316,1.2089600563049316,0,0.9657999873161316,0.9657999873161316,0.965399980545044,0.965499997138977,0.965499997138977,0
2025-01-02 00:55:00+00:00,1.2089500427246094,1.2089899778366089,1.208400011062622,1.2089899778366089,1.2089899778366089,0,0.965399980545044,0.9656999707221985,0.965399980545044,0.9656999707221985,0.9656999707221985,0
2025-01-02 01:00:00+00:00,1.2090200185775757,1.2093299627304077,1.208799958229065,1.2093299627304077,1.2093299627304077,0,0.9660000205039978,0.9660000205039978,0.9657999873161316,0.9660000205039978,0.9660000205039978,0
2025-01-02 01:05:00+00:00,1.2093100547790527,1.2093100547790527,1.2086999416351318,1.2092000246047974,1.2092000246047974,0,0.9660000205039978,0.9660999774932861,0.9659000039100647,0.9660999774932861,0.9660999774932861,0
2025-01-02 01:10:00+00:00,1.2092299461364746,1.2092599868774414,1.2086000442504883,1.2091599702835083,1.2091599702835083,0,0.9660999774932861,0.9661999940872192,0.9659000039100647,0.9659000039100647,0.9659000039100647,0
2025-01-02 01:15:00+00:00,1.2090799808502197,1.2092000246047974,1.208799958229065,1.2091599702835083,1.2091599702835083,0,0.9660000205039978,0.9661999940872192,0.9660000205039978,0.9661999940872192,0.9661999940872192,0
