Datetime,GBPEUR=X_Open,GBPEUR=X_High,GBPEUR=X_Low,GBPEUR=X_Close,USDEUR=X_Open,USDEUR=X_High,USDEUR=X_Low,USDEUR=X_Close,BTC-EUR_Open,BTC-EUR_High,BTC-EUR_Low,BTC-EUR_Close
2023-01-09 00:00:00+00:00,1.1361000537872314,1.1367299556732178,1.1348999738693237,1.1356199979782104,0.9376000165939331,0.9386000037193298,0.9370999932289124,0.9379000067710876,16028.5537109375,16115.5625,16028.181640625,16100.59765625
2023-01-09 01:00:00+00:00,1.135200023651123,1.1360399723052979,1.1347999572753906,1.1354700326919556,0.9376999735832214,0.9381999969482422,0.9366000294685364,0.9372000098228455,16098.9990234375,16118.04296875,16083.7392578125,16116.9365234375
2023-01-09 02:00:00+00:00,1.1355400085449219,1.1368000507354736,1.1349999904632568,1.1363699436187744,0.9373000264167786,0.9373000264167786,0.9362999796867371,0.9362999796867371,16118.1533203125,16146.1083984375,16095.20703125,16107.8359375
2023-01-09 03:00:00+00:00,1.1365300416946411,1.1369600296020508,1.135599970817566,1.1361700296401978,0.9363999962806702,0.9373000264167786,0.9362999796867371,0.9370999932289124,16103.466796875,16136.439453125,16103.466796875,16130.5537109375
2023-01-09 04:00:00+00:00,1.1359000205993652,1.1375800371170044,1.1358000040054321,1.1371400356292725,0.9369000196456909,0.9372000098228455,0.9359999895095825,0.9362000226974487,16129.7509765625,16148.353515625,16118.12890625,16136.59765625
2023-01-09 05:00:00+00:00,1.1368000507354736,1.1379400491714478,1.136199951171875,1.1375399827957153,0.9363999962806702,0.9366000294685364,0.9358000159263611,0.9362000226974487,16138.1875,16151.9384765625,16117.38671875,16125.08984375
2023-01-09 06:00:00+00:00,1.1371999979019165,1.1384899616241455,1.1365000009536743,1.1370899677276611,0.9362000226974487,0.9362999796867371,0.9355000257492065,0.9358999729156494,16125.326171875,16127.8603515625,16096.333984375,16097.3125
2023-01-09 07:00:00+00:00,1.1370999813079834,1.1380399465560913,1.1358000040054321,1.1374200582504272,0.9358000159263611,0.9369999766349792,0.9348000288009644,0.9365000128746033,16097.9521484375,16129.6435546875,16082.3486328125,16122.435546875
2023-01-09 08:00:00+00:00,1.1363999843597412,1.1374599933624268,1.1358000040054321,1.1370799541473389,0.9365000128746033,0.9365000128746033,0.9344000220298767,0.9350000023841858,16125.265625,16125.265625,16084.1044921875,16100.763671875
2023-01-09 09:00:00+00:00,1.1367000341415405,1.1402499675750732,1.1367000341415405,1.1391299962997437,0.9351999759674072,0.9369999766349792,0.9350000023841858,0.9368000030517578,16099.298828125,16177.7236328125,16088.7421875,16165.005859375
2023-01-09 10:00:00+00:00,1.1389000415802002,1.1395200490951538,1.1348999738693237,1.1353000402450562,0.9368000030517578,0.9375,0.9363999962806702,0.9369999766349792,16160.99609375,16204.9384765625,16160.99609375,16184.2373046875
2023-01-09 11:00:00+00:00,1.1349999904632568,1.1365599632263184,1.1347999572753906,1.1365400552749634,0.9370999932289124,0.9370999932289124,0.9354000091552734,0.9358000159263611,16184.7392578125,16184.7392578125,16150.029296875,16150.9287109375
2023-01-09 12:00:00+00:00,1.1361000537872314,1.136549949645996,1.1348999738693237,1.1355299949645996,0.935699999332428,0.9358999729156494,0.9348000288009644,0.9354000091552734,16148.181640625,16152.9716796875,16130.6826171875,16147.728515625
2023-01-09 13:00:00+00:00,1.1355899572372437,1.1362299919128418,1.1340999603271484,1.1344499588012695,0.9351999759674072,0.9354000091552734,0.9316999912261963,0.9320999979972839,16145.12890625,16150.9287109375,16054.8662109375,16067.939453125
2023-01-09 14:00:00+00:00,1.1344599723815918,1.1361000537872314,1.1339000463485718,1.1359200477600098,0.9319999814033508,0.9332000017166138,0.9311000108718872,0.9318000078201294,16067.482421875,16107.5400390625,16056.3544921875,16094.669921875
2023-01-09 15:00:00+00:00,1.1359399557113647,1.1360199451446533,1.1337000131607056,1.1349799633026123,0.9318000078201294,0.9318000078201294,0.9300000071525574,0.9308000206947327,16094.6103515625,16126.337890625,16049.119140625,16112.154296875
2023-01-09 16:00:00+00:00,1.1349999904632568,1.1353399753570557,1.1338000297546387,1.134469985961914,0.9308000206947327,0.9308000206947327,0.9293000102043152,0.9293000102043152,16104.8798828125,16133.87109375,16082.7705078125,16124.0537109375
2023-01-09 17:00:00+00:00,1.1343300342559814,1.1348899602890015,1.1331000328063965,1.1343300342559814,0.9293000102043152,0.9308000206947327,0.9290000200271606,0.9300000071525574,16118.716796875,16168.7158203125,16104.8837890625,16142.9580078125
2023-01-09 18:00:00+00:00,1.1342300176620483,1.1347999572753906,1.1333999633789062,1.1343200206756592,0.9298999905586243,0.930899977684021,0.9294000267982483,0.930400013923645,16142.7119140625,16177.205078125,16136.7666015625,16151.12890625
2023-01-09 19:00:00+00:00,1.134310007095337,1.135010004043579,1.1339999437332153,1.1347999572753906,0.9305999875068665,0.9305999875068665,0.9296000003814697,0.9296000003814697,16149.9453125,16151.9404296875,16111.6875,16111.6875
2023-01-09 20:00:00+00:00,1.1345000267028809,1.1349999904632568,1.1337000131607056,1.1349400281906128,0.9300000071525574,0.9315999746322632,0.9297000169754028,0.9315999746322632,16109.1748046875,16109.1748046875,16033.220703125,16036.43359375
2023-01-09 21:00:00+00:00,1.1342999935150146,1.135159969329834,1.1341999769210815,1.135159969329834,0.9314000010490417,0.9316999912261963,0.9311000108718872,0.9315000176429749,16038.763671875,16071.7802734375,16013.7685546875,16014.041015625
2023-01-09 22:00:00+00:00,1.1354999542236328,1.1354999542236328,1.1344000101089478,1.134600043296814,0.9316999912261963,0.9316999912261963,0.9311000108718872,0.9312999844551086,16017.54296875,16051.6220703125,16009.7119140625,16030.970703125
2023-01-09 23:00:00+00:00,1.1342999935150146,1.135349988937378,1.1342999935150146,1.1351499557495117,0.9314000010490417,0.9315999746322632,0.930899977684021,0.9312999844551086,16031.453125,16039.9013671875,15996.4814453125,16022.1611328125
2023-01-10 00:00:00+00:00,1.1350899934768677,1.1358699798583984,1.1344499588012695,1.1348799467086792,0.9315999746322632,0.9323999881744385,0.9311000108718872,0.9319999814033508,16022.666015625,16060.45703125,16014.5537109375,16054.7470703125
