Datetime,GBPEUR=X_Open,GBPEUR=X_High,GBPEUR=X_Low,GBPEUR=X_Close,USDEUR=X_Open,USDEUR=X_High,USDEUR=X_Low,USDEUR=X_Close,BTC-EUR_Open,BTC-EUR_High,BTC-EUR_Low,BTC-EUR_Close
2023-01-12 01:00:00+00:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-01-12 02:00:00+00:00,100.01417008644069,99.99290879454044,100.00886200547711,100.02391047411778,99.94617617284808,100.0,99.97845166617547,99.98922931375131,100.72970134660693,100.08846363657105,100.49876953232477,99.75362237677143
2023-01-12 03:00:00+00:00,100.0433972095911,100.00087584829336,100.03543745932745,100.02833364791705,99.94617617284808,99.96770185410863,99.9569097531894,99.97845862750262,100.49273270629287,99.92392380765376,100.4867190988226,99.85678962155724
2023-01-12 04:00:00+00:00,100.05048225281146,100.00176224897581,100.04429946480458,100.02567340973707,99.93541012421761,99.95694222147854,99.9569097531894,99.93538230127201,100.5870465037606,99.8718043562781,100.48144848532552,99.80196221725802
2023-01-12 05:00:00+00:00,100.00973533509563,99.98760094283486,100.01772401095424,100.00708341197925,99.90311839432661,99.98923395136954,99.92459367329106,100.03230563998191,100.5349788792354,99.8454277424822,99.99951241020511,99.26307958546887
2023-01-12 06:00:00+00:00,99.99202800651064,99.96901818567076,99.90253906491373,99.97254254164223,99.97846790273908,100.03229172989101,100.01076774607382,100.07538196621253,99.99172258276778,99.56003255074646,99.95546679873385,99.5307981823759
2023-01-12 07:00:00+00:00,99.95659223147713,99.96724538430587,99.90253906491373,99.95395254388443,100.01075963263008,100.05381741115156,100.03231607989835,100.04307632623062,100.2707168196886,99.65776084327729,100.149736504153,99.4555055678969
2023-01-12 08:00:00+00:00,99.94773328771875,100.01946915784654,99.97341398356863,100.01858999775779,99.97846790273908,100.12916691956401,100.05385799288442,100.16153461867374,100.19511718291977,99.57504728546732,100.02422856909345,99.57504728546732
2023-01-12 09:00:00+00:00,100.00973533509563,100.12038165458716,100.04429946480458,100.1585058582245,100.12916691956401,100.15069901682494,99.9676774992632,100.0,100.32427043216012,99.6529326208306,100.15621448285646,99.54085793940685
2023-01-12 10:00:00+00:00,100.14259837360775,100.19031233699856,100.06202347575883,100.19746990236081,99.95694222147854,100.08610914104254,100.01076774607382,100.03230563998191,100.28634291168656,99.83236042922552,100.21135856680176,99.66711768486849
2023-01-12 11:00:00+00:00,100.19574147722624,100.17084317915202,100.03543745932745,100.06198777219409,100.0,100.01075963263008,100.03231607989835,100.04307632623062,100.42090608579397,99.79247862042358,100.38025038432524,99.74062420273833
2023-01-12 12:00:00+00:00,100.04517111012913,100.07257933206965,99.86709104300523,99.817573111157,99.98923395136954,100.05381741115156,100.03231607989835,100.02153495373322,100.5027631249305,100.0807776595497,100.4699088601799,100.0807776595497
2023-01-12 13:00:00+00:00,99.823729192965,100.03185766262261,99.80506756724641,100.06818443811336,99.97846790273908,100.17222469808549,99.39674296548992,99.41847922403304,100.84151033028637,100.3207599045971,99.56006630292468,99.5154262283332
2023-01-12 14:00:00+00:00,100.02745322261237,100.03098181432924,99.59241112353857,99.62363963653546,99.34338010554833,100.07534950841246,99.41829129931445,99.9569236737694,100.2493905708028,99.97222907852856,99.28082827110643,98.61038226846254
2023-01-12 15:00:00+00:00,99.62000516331764,99.68044200158982,99.6012731290157,99.60061590847768,99.94617617284808,99.94617617284808,99.63373611252905,99.60154879644,99.42491105549492,99.05881927260467,99.37522333353998,98.87840046867174
2023-01-12 16:00:00+00:00,99.5845799472159,99.68309065124808,99.61013513449282,99.66791360053104,99.54789653352482,99.6124864093072,99.46138154612505,99.46155555026364,99.61554705601408,99.04124638661132,99.37973934378309,98.76147451839346
