Datetime,USDEUR=X_Open,USDEUR=X_High,USDEUR=X_Low,USDEUR=X_Close,GBPEUR=X_Open,GBPEUR=X_High,GBPEUR=X_Low,GBPEUR=X_Close,BTC-EUR_Open,BTC-EUR_High,BTC-EUR_Low,BTC-EUR_Close
2020-01-07 00:00:00+00:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2020-01-08 00:00:00+00:00,100.35938024891425,100.21601772635569,100.30686813201484,100.38778991718182,99.90223895790194,100.15160508450501,100.1279108407665,99.92859704544182,105.4755869766248,102.94261626362015,103.19498170501247,99.31715892812801
2020-01-09 00:00:00+00:00,100.73220706078688,100.3585450912779,100.69436841905703,100.76291825995926,100.20827044026113,99.95596021719427,99.94030895200025,100.2354696355541,104.80946700128642,99.15107813675729,101.77088104525012,96.88520875849159
2020-01-10 00:00:00+00:00,100.77922665513177,100.43871217117993,100.70556974003857,100.78195400597998,100.00085124158144,99.86364023233055,100.1108533512325,99.98725164393497,102.20233480448373,100.11069334010713,100.34898294759526,100.30858509671248
2020-01-13 00:00:00+00:00,100.71316832921352,100.18706758126648,100.49165655121072,100.73156801484735,99.72372143767812,99.36903571149843,99.35362483342772,99.74072600165039,106.1671932569795,100.52230029134802,104.6764404597852,99.90400152818522
2020-01-14 00:00:00+00:00,100.5508286085737,100.26389630193422,100.48157669740733,100.55911830589336,99.14906243340175,99.09463010469494,99.2026894314011,99.14141139299706,105.35481200718795,108.79113074022419,105.36097283720187,108.36983549665054
2020-01-15 00:00:00+00:00,100.5944982403354,100.13139065161187,100.322548646309,100.60278972462177,99.44319680127734,99.17423892803818,99.41928295315361,99.4703959965703,114.29697976730763,108.69794437494909,112.06985035173791,107.86002244922228
2020-01-16 00:00:00+00:00,100.38670046169425,100.04565521505471,100.24638900919443,100.39439102265675,99.36668639723047,99.49522856919874,99.61285191364601,99.39134200160743,113.86117239536225,108.09542486166161,111.25862491303222,106.9975835971407
2020-01-17 00:00:00+00:00,100.51915077514263,100.4264670960562,100.4886325950697,100.52440410005407,99.8019343248879,99.76625193683674,99.9778293297535,99.8121289562086,112.89905382620367,109.76610282225747,112.27577935337985,109.9747101086931
2020-01-20 00:00:00+00:00,100.90685889490474,100.51777088926855,100.85116021119897,100.93201068271117,99.64296495955234,99.38088869293216,99.69301601523422,99.65571331561738,113.06919707725136,107.4392261677485,111.29790511010593,106.57660565331153
2020-01-21 00:00:00+00:00,100.89566121121034,100.4364888106561,100.71676438562022,100.91073229620555,99.6047097575289,99.68070652654033,99.88061790400049,99.61321203951505,112.45400749277665,107.65134679892621,110.99948257382823,107.76740556743114
2020-01-22 00:00:00+00:00,100.99194927916413,100.57121782150224,100.91611852733202,101.01375359348097,100.04760872559102,100.52171291533772,100.28139775046479,100.00424607407889,113.67088356417602,108.19634624775605,112.2468645683967,106.86129951636593
2020-01-23 00:00:00+00:00,100.88558463053184,100.88633769514634,100.86684072549315,100.91521090265012,100.67581487887188,100.60809631324825,100.83567467199657,100.6860196440209,112.73392058320997,106.73619798032084,108.68416054552608,103.87286768905406
2020-01-24 00:00:00+00:00,101.27072355588251,101.03108842059238,101.2532195453572,101.29146724019526,100.87559317097521,100.8528593702311,100.9908693637221,100.87218820464943,109.57174704469335,105.23566385117233,107.93025098019291,104.6373137982813
2020-01-27 00:00:00+00:00,101.53718571912285,101.13352892711505,101.44473009222199,101.56581692618222,100.69281944284414,100.70126438196243,100.90389446476334,100.6953731675885,112.3676833652393,111.0859423385484,112.37425428671011,110.44596502608861
2020-01-28 00:00:00+00:00,101.59875963297758,101.23931442976908,101.56792459681921,101.6173242375573,100.73872568527227,100.39297580608604,100.57132424569657,100.73872568527227,116.55398839563922,115.75658355446706,116.5070911592605,115.98157453634698
2020-01-29 00:00:00+00:00,101.56852989094203,101.28830800405805,101.53432730927447,101.59157391913239,100.43524792765743,100.24053273396689,100.69070634169609,100.43864276015488,122.34393226806863,116.53056491479761,121.42326607872099,115.54694350616994
2020-01-30 00:00:00+00:00,101.65026363938601,101.15023399708056,101.47609112081031,101.64420255074992,100.47180064651798,100.65552843145579,100.46047089446407,100.48030292850412,121.8920323562082,118.0218795914205,120.76688849680626,117.76473297744599
