Datetime,USDEUR=X_Open,USDEUR=X_High,USDEUR=X_Low,USDEUR=X_Close,GBPEUR=X_Open,GBPEUR=X_High,GBPEUR=X_Low,GBPEUR=X_Close,BTC-EUR_Open,BTC-EUR_High,BTC-EUR_Low,BTC-EUR_Close
2020-01-13 00:00:00+00:00,-0.1137239119758069,-0.16937814547399496,-0.10389281861926543,-0.11354035445003208,0.5078121440438181,0.410680177651155,0.33477428011977967,0.5151826196000482,-1.312276956889276,-1.3209031714130381,-1.3076179134387391,-1.3154103135627622
2020-01-14 00:00:00+00:00,-0.1442221210759314,-0.15506765715342766,-0.10581320846246962,-0.1459221430914697,0.2715069639419438,0.29525193795286825,0.2740606999489728,0.2687574944801279,-1.3151333628270476,-1.2908571152993538,-1.3051548517277538,-1.2840493346454842
2020-01-15 00:00:00+00:00,-0.13601805644193565,-0.17974879911266453,-0.1361108556377368,-0.13772173115970804,0.3924577786995029,0.32873925058471604,0.3611851781749549,0.40402880428555726,-1.28369189234369,-1.291195722164907,-1.281015191026671,-1.2859378947438402
2020-01-16 00:00:00+00:00,-0.17505631570813274,-0.19571829532250284,-0.15062060909542996,-0.17685385124917688,0.3609959819236348,0.46376298305197494,0.4390480548999349,0.3715235218868339,-1.2852242304734398,-1.2933850686774222,-1.283934115511432,-1.289132727852819
2020-01-17 00:00:00+00:00,-0.15017332749671042,-0.12478643640253824,-0.10446893557222668,-0.15244061205938847,0.5399740178870168,0.5777684897468794,0.585859772468136,0.5445419606821408,-1.288607126366827,-1.2873144055936505,-1.280274224118663,-1.2781042099170026
2020-01-20 00:00:00+00:00,-0.07733592664546969,-0.1077797512067846,-0.03540103384723776,-0.07590218071890953,0.4746043217250244,0.41566611360927663,0.47129396635110565,0.4802272531030747,-1.288008887310117,-1.295769466676745,-1.2837927788082986,-1.2906922056869279
2020-01-21 00:00:00+00:00,-0.07943959725302545,-0.12291974347198739,-0.06100580782950928,-0.07989773524106393,0.45887342333709036,0.5417839621717816,0.5467565957996671,0.4627516532594334,-1.290171949520624,-1.2949986940231466,-1.2848665528868521,-1.286280986291354
2020-01-22 00:00:00+00:00,-0.061350286647291224,-0.09782446765067467,-0.0230253295000722,-0.060552884535463834,0.6409976389780592,0.8955518321680135,0.7079697970263799,0.6235363388022532,-1.2858933032116786,-1.2930183554344294,-1.2803782643395831,-1.289637580912761
2020-01-23 00:00:00+00:00,-0.08133265006435393,-0.03912871907944668,-0.03241361944876978,-0.07905676375914247,0.8993219096976405,0.9318888577708149,0.9309270082597725,0.9038667943770398,-1.2891877497821653,-1.2983240267804443,-1.2931974678656781,-1.3007079784519935
2020-01-24 00:00:00+00:00,-0.00897791499613404,-0.012166750327583103,0.041198357050900324,-0.00840513279211373,0.9814726198485628,1.0348480106096083,0.9933538824830827,0.9804152552085929,-1.3003062378984287,-1.3037764463122805,-1.2959101602746559,-1.2978761513214154
